iso,vaccine,date,total_vaccinations
JPN,Pfizer/BioNTech,9/30/2021,142034582
JPN,Moderna,10/1/2021,27987100
JPN,Oxford/AstraZeneca,10/1/2021,55697
JPN,Pfizer/BioNTech,10/1/2021,142910567
JPN,Moderna,10/2/2021,28242598
JPN,Oxford/AstraZeneca,10/2/2021,56655
JPN,Pfizer/BioNTech,10/2/2021,144036001
JPN,Moderna,10/3/2021,28468412
JPN,Oxford/AstraZeneca,10/3/2021,57210
JPN,Pfizer/BioNTech,10/3/2021,144888455
JPN,Moderna,10/4/2021,28638674
JPN,Oxford/AstraZeneca,10/4/2021,57481
JPN,Pfizer/BioNTech,10/4/2021,145582875
JPN,Moderna,10/5/2021,28808575
JPN,Oxford/AstraZeneca,10/5/2021,57826
JPN,Pfizer/BioNTech,10/5/2021,146316129
JPN,Moderna,10/6/2021,28981277
JPN,Oxford/AstraZeneca,10/6/2021,58185
JPN,Pfizer/BioNTech,10/6/2021,147017103
JPN,Moderna,10/7/2021,29159643
JPN,Oxford/AstraZeneca,10/7/2021,59157
JPN,Pfizer/BioNTech,10/7/2021,147695187
JPN,Moderna,10/8/2021,29374450
JPN,Oxford/AstraZeneca,10/8/2021,59714
JPN,Pfizer/BioNTech,10/8/2021,148520439
JPN,Moderna,10/9/2021,29624946
JPN,Oxford/AstraZeneca,10/9/2021,60211
JPN,Pfizer/BioNTech,10/9/2021,149603331
JPN,Moderna,10/10/2021,29821196
JPN,Oxford/AstraZeneca,10/10/2021,60574
JPN,Pfizer/BioNTech,10/10/2021,150388114
JPN,Moderna,10/11/2021,29938774
JPN,Oxford/AstraZeneca,10/11/2021,60774
JPN,Pfizer/BioNTech,10/11/2021,150772847
JPN,Moderna,10/12/2021,30057865
JPN,Oxford/AstraZeneca,10/12/2021,60927
JPN,Pfizer/BioNTech,10/12/2021,151371082
JPN,Moderna,10/13/2021,30170989
JPN,Oxford/AstraZeneca,10/13/2021,61039
JPN,Pfizer/BioNTech,10/13/2021,151839026
JPN,Moderna,10/14/2021,30289759
JPN,Oxford/AstraZeneca,10/14/2021,61462
JPN,Pfizer/BioNTech,10/14/2021,152236553
JPN,Moderna,10/15/2021,30442076
JPN,Oxford/AstraZeneca,10/15/2021,61824
JPN,Pfizer/BioNTech,10/15/2021,152906666
JPN,Moderna,10/16/2021,30621121
JPN,Oxford/AstraZeneca,10/16/2021,62192
JPN,Pfizer/BioNTech,10/16/2021,153786835
JPN,Moderna,10/17/2021,30764870
JPN,Oxford/AstraZeneca,10/17/2021,62806
JPN,Pfizer/BioNTech,10/17/2021,154390166
JPN,Moderna,10/18/2021,30827914
JPN,Oxford/AstraZeneca,10/18/2021,62899
JPN,Pfizer/BioNTech,10/18/2021,154886347
JPN,Moderna,10/19/2021,30900153
JPN,Oxford/AstraZeneca,10/19/2021,63580
JPN,Pfizer/BioNTech,10/19/2021,155407598
JPN,Moderna,10/20/2021,30973367
JPN,Oxford/AstraZeneca,10/20/2021,65566
JPN,Pfizer/BioNTech,10/20/2021,155914772
JPN,Moderna,10/21/2021,31032694
JPN,Oxford/AstraZeneca,10/21/2021,67946
JPN,Pfizer/BioNTech,10/21/2021,156392484
JPN,Moderna,10/22/2021,31130752
JPN,Oxford/AstraZeneca,10/22/2021,69065
JPN,Pfizer/BioNTech,10/22/2021,156989891
JPN,Moderna,10/23/2021,31266860
JPN,Oxford/AstraZeneca,10/23/2021,69896
JPN,Pfizer/BioNTech,10/23/2021,157785242
JPN,Moderna,10/24/2021,31368166
JPN,Oxford/AstraZeneca,10/24/2021,71041
JPN,Pfizer/BioNTech,10/24/2021,158355018
JPN,Moderna,10/25/2021,31418274
JPN,Oxford/AstraZeneca,10/25/2021,72296
JPN,Pfizer/BioNTech,10/25/2021,158769292
JPN,Moderna,10/26/2021,31464494
JPN,Oxford/AstraZeneca,10/26/2021,73686
JPN,Pfizer/BioNTech,10/26/2021,159196386
JPN,Moderna,10/27/2021,31513853
JPN,Oxford/AstraZeneca,10/27/2021,75683
JPN,Pfizer/BioNTech,10/27/2021,159597608
JPN,Moderna,10/28/2021,31562502
JPN,Oxford/AstraZeneca,10/28/2021,77151
JPN,Pfizer/BioNTech,10/28/2021,159984677
JPN,Moderna,10/29/2021,31621772
JPN,Oxford/AstraZeneca,10/29/2021,79475
JPN,Pfizer/BioNTech,10/29/2021,160481594
JPN,Moderna,10/30/2021,31706737
JPN,Oxford/AstraZeneca,10/30/2021,81075
JPN,Pfizer/BioNTech,10/30/2021,161146851
JPN,Moderna,10/31/2021,31777071
JPN,Oxford/AstraZeneca,10/31/2021,82256
JPN,Pfizer/BioNTech,10/31/2021,161603019
JPN,Moderna,11/1/2021,31803558
JPN,Oxford/AstraZeneca,11/1/2021,84225
JPN,Pfizer/BioNTech,11/1/2021,161909626
JPN,Moderna,11/2/2021,31832119
JPN,Oxford/AstraZeneca,11/2/2021,86386
JPN,Pfizer/BioNTech,11/2/2021,162193090
JPN,Moderna,11/3/2021,31854130
JPN,Oxford/AstraZeneca,11/3/2021,87414
JPN,Pfizer/BioNTech,11/3/2021,162269366
JPN,Moderna,11/4/2021,31881562
JPN,Oxford/AstraZeneca,11/4/2021,88909
JPN,Pfizer/BioNTech,11/4/2021,162569391
JPN,Moderna,11/5/2021,31914406
JPN,Oxford/AstraZeneca,11/5/2021,90466
JPN,Pfizer/BioNTech,11/5/2021,162948509
JPN,Moderna,11/6/2021,31965922
JPN,Oxford/AstraZeneca,11/6/2021,91941
JPN,Pfizer/BioNTech,11/6/2021,163451538
JPN,Moderna,11/7/2021,32009597
JPN,Oxford/AstraZeneca,11/7/2021,93517
JPN,Pfizer/BioNTech,11/7/2021,163757905
JPN,Moderna,11/8/2021,32028590
JPN,Oxford/AstraZeneca,11/8/2021,95432
JPN,Pfizer/BioNTech,11/8/2021,163968360
JPN,Moderna,11/9/2021,32044912
JPN,Oxford/AstraZeneca,11/9/2021,97107
JPN,Pfizer/BioNTech,11/9/2021,164178420
JPN,Moderna,11/10/2021,32063622
JPN,Oxford/AstraZeneca,11/10/2021,98677
JPN,Pfizer/BioNTech,11/10/2021,164366404
JPN,Moderna,11/11/2021,32081045
JPN,Oxford/AstraZeneca,11/11/2021,99851
JPN,Pfizer/BioNTech,11/11/2021,164531843
JPN,Moderna,11/12/2021,32106048
JPN,Oxford/AstraZeneca,11/12/2021,101296
JPN,Pfizer/BioNTech,11/12/2021,164778513
JPN,Moderna,11/13/2021,32135796
JPN,Oxford/AstraZeneca,11/13/2021,103373
JPN,Pfizer/BioNTech,11/13/2021,165105405
JPN,Moderna,11/14/2021,32160045
JPN,Oxford/AstraZeneca,11/14/2021,104733
JPN,Pfizer/BioNTech,11/14/2021,165286814
JPN,Moderna,11/15/2021,32171013
JPN,Oxford/AstraZeneca,11/15/2021,105102
JPN,Pfizer/BioNTech,11/15/2021,165421562
JPN,Moderna,11/16/2021,32180057
JPN,Oxford/AstraZeneca,11/16/2021,105925
JPN,Pfizer/BioNTech,11/16/2021,165558190
JPN,Moderna,11/17/2021,32192770
JPN,Oxford/AstraZeneca,11/17/2021,106605
JPN,Pfizer/BioNTech,11/17/2021,165685356
JPN,Moderna,11/18/2021,32202376
JPN,Oxford/AstraZeneca,11/18/2021,106973
JPN,Pfizer/BioNTech,11/18/2021,165805616
JPN,Moderna,11/19/2021,32218507
JPN,Oxford/AstraZeneca,11/19/2021,107990
JPN,Pfizer/BioNTech,11/19/2021,165988393
JPN,Moderna,11/20/2021,32246866
JPN,Oxford/AstraZeneca,11/20/2021,109653
JPN,Pfizer/BioNTech,11/20/2021,166238319
JPN,Moderna,11/21/2021,32265195
JPN,Oxford/AstraZeneca,11/21/2021,110464
JPN,Pfizer/BioNTech,11/21/2021,166378000
JPN,Moderna,11/22/2021,32272227
JPN,Oxford/AstraZeneca,11/22/2021,111199
JPN,Pfizer/BioNTech,11/22/2021,166463281
JPN,Moderna,11/23/2021,32277000
JPN,Oxford/AstraZeneca,11/23/2021,111328
JPN,Pfizer/BioNTech,11/23/2021,166484206
JPN,Moderna,11/24/2021,32285399
JPN,Oxford/AstraZeneca,11/24/2021,111626
JPN,Pfizer/BioNTech,11/24/2021,166546772
JPN,Moderna,11/25/2021,32292380
JPN,Oxford/AstraZeneca,11/25/2021,112208
JPN,Pfizer/BioNTech,11/25/2021,166625714
JPN,Moderna,11/26/2021,32302687
JPN,Oxford/AstraZeneca,11/26/2021,112346
JPN,Pfizer/BioNTech,11/26/2021,166764674
JPN,Moderna,11/27/2021,32318164
JPN,Oxford/AstraZeneca,11/27/2021,113141
JPN,Pfizer/BioNTech,11/27/2021,166956578
JPN,Moderna,11/28/2021,32328586
JPN,Oxford/AstraZeneca,11/28/2021,113180
JPN,Pfizer/BioNTech,11/28/2021,167059624
JPN,Moderna,11/29/2021,32332055
JPN,Oxford/AstraZeneca,11/29/2021,113377
JPN,Pfizer/BioNTech,11/29/2021,167132003
JPN,Moderna,11/30/2021,32335297
JPN,Oxford/AstraZeneca,11/30/2021,113854
JPN,Pfizer/BioNTech,11/30/2021,167208598
JPN,Moderna,12/1/2021,32336939
JPN,Oxford/AstraZeneca,12/1/2021,113982
JPN,Pfizer/BioNTech,12/1/2021,167260914
JPN,Moderna,12/2/2021,32338501
JPN,Oxford/AstraZeneca,12/2/2021,114151
JPN,Pfizer/BioNTech,12/2/2021,167308234
JPN,Moderna,12/3/2021,32340377
JPN,Oxford/AstraZeneca,12/3/2021,114456
JPN,Pfizer/BioNTech,12/3/2021,167398714
JPN,Moderna,12/4/2021,32344243
JPN,Oxford/AstraZeneca,12/4/2021,114629
JPN,Pfizer/BioNTech,12/4/2021,167519068
JPN,Moderna,12/5/2021,32346525
JPN,Oxford/AstraZeneca,12/5/2021,114729
JPN,Pfizer/BioNTech,12/5/2021,167566998
JPN,Moderna,12/6/2021,32347864
JPN,Oxford/AstraZeneca,12/6/2021,114776
JPN,Pfizer/BioNTech,12/6/2021,167615859
JPN,Moderna,12/7/2021,32348696
JPN,Oxford/AstraZeneca,12/7/2021,114828
JPN,Pfizer/BioNTech,12/7/2021,167663555
JPN,Moderna,12/8/2021,32350138
JPN,Oxford/AstraZeneca,12/8/2021,114876
JPN,Pfizer/BioNTech,12/8/2021,167706478
JPN,Moderna,12/9/2021,32351311
JPN,Oxford/AstraZeneca,12/9/2021,115251
JPN,Pfizer/BioNTech,12/9/2021,167748182
JPN,Moderna,12/10/2021,32353494
JPN,Oxford/AstraZeneca,12/10/2021,115302
JPN,Pfizer/BioNTech,12/10/2021,167841169
JPN,Moderna,12/11/2021,32356010
JPN,Oxford/AstraZeneca,12/11/2021,115337
JPN,Pfizer/BioNTech,12/11/2021,167918642
JPN,Moderna,12/12/2021,32357398
JPN,Oxford/AstraZeneca,12/12/2021,115347
JPN,Pfizer/BioNTech,12/12/2021,167947360
JPN,Moderna,12/13/2021,32358354
JPN,Oxford/AstraZeneca,12/13/2021,115373
JPN,Pfizer/BioNTech,12/13/2021,168007153
JPN,Moderna,12/14/2021,32359048
JPN,Oxford/AstraZeneca,12/14/2021,115645
JPN,Pfizer/BioNTech,12/14/2021,168059796
JPN,Moderna,12/15/2021,32360424
JPN,Oxford/AstraZeneca,12/15/2021,115704
JPN,Pfizer/BioNTech,12/15/2021,168138085
JPN,Moderna,12/16/2021,32361815
JPN,Oxford/AstraZeneca,12/16/2021,115812
JPN,Pfizer/BioNTech,12/16/2021,168219967
JPN,Moderna,12/17/2021,32364952
JPN,Oxford/AstraZeneca,12/17/2021,115840
JPN,Pfizer/BioNTech,12/17/2021,168377662
JPN,Moderna,12/18/2021,32367153
JPN,Oxford/AstraZeneca,12/18/2021,115914
JPN,Pfizer/BioNTech,12/18/2021,168492967
JPN,Moderna,12/19/2021,32369497
JPN,Oxford/AstraZeneca,12/19/2021,115938
JPN,Pfizer/BioNTech,12/19/2021,168529672
JPN,Moderna,12/20/2021,32370505
JPN,Oxford/AstraZeneca,12/20/2021,115964
JPN,Pfizer/BioNTech,12/20/2021,168611388
JPN,Moderna,12/21/2021,32371053
JPN,Oxford/AstraZeneca,12/21/2021,116037
JPN,Pfizer/BioNTech,12/21/2021,168706626
JPN,Moderna,12/22/2021,32372563
JPN,Oxford/AstraZeneca,12/22/2021,116110
JPN,Pfizer/BioNTech,12/22/2021,168808249
JPN,Moderna,12/23/2021,32373884
JPN,Oxford/AstraZeneca,12/23/2021,116178
JPN,Pfizer/BioNTech,12/23/2021,168908709
JPN,Moderna,12/24/2021,32376922
JPN,Oxford/AstraZeneca,12/24/2021,116201
JPN,Pfizer/BioNTech,12/24/2021,169073545
JPN,Moderna,12/25/2021,32379007
JPN,Oxford/AstraZeneca,12/25/2021,116288
JPN,Pfizer/BioNTech,12/25/2021,169195226
JPN,Moderna,12/26/2021,32379930
JPN,Oxford/AstraZeneca,12/26/2021,116295
JPN,Pfizer/BioNTech,12/26/2021,169234355
JPN,Moderna,12/27/2021,32381324
JPN,Oxford/AstraZeneca,12/27/2021,116303
JPN,Pfizer/BioNTech,12/27/2021,169315953
JPN,Moderna,12/28/2021,32382632
JPN,Oxford/AstraZeneca,12/28/2021,116315
JPN,Pfizer/BioNTech,12/28/2021,169407230
JPN,Moderna,12/29/2021,32383123
JPN,Oxford/AstraZeneca,12/29/2021,116323
JPN,Pfizer/BioNTech,12/29/2021,169457618
JPN,Moderna,12/30/2021,32383509
JPN,Pfizer/BioNTech,12/30/2021,169470373
JPN,Moderna,12/31/2021,32383683
JPN,Oxford/AstraZeneca,12/31/2021,116324
JPN,Pfizer/BioNTech,12/31/2021,169471471
JPN,Moderna,1/1/2022,32383732
JPN,Pfizer/BioNTech,1/1/2022,169471763
JPN,Moderna,1/2/2022,32383957
JPN,Pfizer/BioNTech,1/2/2022,169472467
JPN,Moderna,1/3/2022,32384323
JPN,Pfizer/BioNTech,1/3/2022,169473279
JPN,Moderna,1/4/2022,32384649
JPN,Oxford/AstraZeneca,1/4/2022,116326
JPN,Pfizer/BioNTech,1/4/2022,169494314
JPN,Moderna,1/5/2022,32385969
JPN,Oxford/AstraZeneca,1/5/2022,116369
JPN,Pfizer/BioNTech,1/5/2022,169539453
JPN,Moderna,1/6/2022,32387329
JPN,Oxford/AstraZeneca,1/6/2022,116399
JPN,Pfizer/BioNTech,1/6/2022,169597504
JPN,Moderna,1/7/2022,32390331
JPN,Oxford/AstraZeneca,1/7/2022,116419
JPN,Pfizer/BioNTech,1/7/2022,169744495
JPN,Moderna,1/8/2022,32393145
JPN,Oxford/AstraZeneca,1/8/2022,116434
JPN,Pfizer/BioNTech,1/8/2022,169929890
JPN,Moderna,1/9/2022,32394320
JPN,Oxford/AstraZeneca,1/9/2022,116439
JPN,Pfizer/BioNTech,1/9/2022,169969783
JPN,Moderna,1/10/2022,32395203
JPN,Oxford/AstraZeneca,1/10/2022,116440
JPN,Pfizer/BioNTech,1/10/2022,169978041
JPN,Moderna,1/11/2022,32398228
JPN,Oxford/AstraZeneca,1/11/2022,116461
JPN,Pfizer/BioNTech,1/11/2022,170092917
JPN,Moderna,1/12/2022,32402215
JPN,Oxford/AstraZeneca,1/12/2022,116470
JPN,Pfizer/BioNTech,1/12/2022,170240458
JPN,Moderna,1/13/2022,32406494
JPN,Oxford/AstraZeneca,1/13/2022,116513
JPN,Pfizer/BioNTech,1/13/2022,170386566
JPN,Moderna,1/14/2022,32413667
JPN,Oxford/AstraZeneca,1/14/2022,116534
JPN,Pfizer/BioNTech,1/14/2022,170655805
JPN,Moderna,1/15/2022,32420388
JPN,Oxford/AstraZeneca,1/15/2022,116546
JPN,Pfizer/BioNTech,1/15/2022,170889262
JPN,Moderna,1/16/2022,32424813
JPN,Oxford/AstraZeneca,1/16/2022,116548
JPN,Pfizer/BioNTech,1/16/2022,170943892
JPN,Moderna,1/17/2022,32431182
JPN,Oxford/AstraZeneca,1/17/2022,116560
JPN,Pfizer/BioNTech,1/17/2022,171120922
JPN,Moderna,1/18/2022,32443031
JPN,Oxford/AstraZeneca,1/18/2022,116593
JPN,Pfizer/BioNTech,1/18/2022,171341478
JPN,Moderna,1/19/2022,32456929
JPN,Oxford/AstraZeneca,1/19/2022,116602
JPN,Pfizer/BioNTech,1/19/2022,171582744
JPN,Moderna,1/20/2022,32473043
JPN,Oxford/AstraZeneca,1/20/2022,116624
JPN,Pfizer/BioNTech,1/20/2022,171820222
JPN,Moderna,1/21/2022,32494122
JPN,Oxford/AstraZeneca,1/21/2022,116632
JPN,Pfizer/BioNTech,1/21/2022,172195411
JPN,Moderna,1/22/2022,32517685
JPN,Oxford/AstraZeneca,1/22/2022,116668
JPN,Pfizer/BioNTech,1/22/2022,172493228
JPN,Moderna,1/23/2022,32533345
JPN,Oxford/AstraZeneca,1/23/2022,116671
JPN,Pfizer/BioNTech,1/23/2022,172578046
JPN,Moderna,1/24/2022,32555005
JPN,Oxford/AstraZeneca,1/24/2022,116672
JPN,Pfizer/BioNTech,1/24/2022,172837388
JPN,Moderna,1/25/2022,32582917
JPN,Oxford/AstraZeneca,1/25/2022,116706
JPN,Pfizer/BioNTech,1/25/2022,173139121
JPN,Moderna,1/26/2022,32613800
JPN,Oxford/AstraZeneca,1/26/2022,116713
JPN,Pfizer/BioNTech,1/26/2022,173457627
JPN,Moderna,1/27/2022,32649648
JPN,Oxford/AstraZeneca,1/27/2022,116740
JPN,Pfizer/BioNTech,1/27/2022,173762757
JPN,Moderna,1/28/2022,32690928
JPN,Oxford/AstraZeneca,1/28/2022,116742
JPN,Pfizer/BioNTech,1/28/2022,174207020
JPN,Moderna,1/29/2022,32750783
JPN,Oxford/AstraZeneca,1/29/2022,116758
JPN,Pfizer/BioNTech,1/29/2022,174569603
JPN,Moderna,1/30/2022,32800729
JPN,Oxford/AstraZeneca,1/30/2022,116759
JPN,Pfizer/BioNTech,1/30/2022,174710024
JPN,Moderna,1/31/2022,32859752
JPN,Oxford/AstraZeneca,1/31/2022,116760
JPN,Pfizer/BioNTech,1/31/2022,175006072
JPN,Moderna,2/1/2022,33013341
JPN,Oxford/AstraZeneca,2/1/2022,116786
JPN,Pfizer/BioNTech,2/1/2022,175521902
JPN,Moderna,2/2/2022,33182776
JPN,Oxford/AstraZeneca,2/2/2022,116794
JPN,Pfizer/BioNTech,2/2/2022,176001840
JPN,Moderna,2/3/2022,33382433
JPN,Oxford/AstraZeneca,2/3/2022,116800
JPN,Pfizer/BioNTech,2/3/2022,176459422
JPN,Moderna,2/4/2022,33594008
JPN,Oxford/AstraZeneca,2/4/2022,116808
JPN,Pfizer/BioNTech,2/4/2022,177071079
JPN,Moderna,2/5/2022,33893168
JPN,Oxford/AstraZeneca,2/5/2022,116811
JPN,Pfizer/BioNTech,2/5/2022,177555079
JPN,Moderna,2/6/2022,34189342
JPN,Pfizer/BioNTech,2/6/2022,177770702
JPN,Moderna,2/7/2022,34428213
JPN,Oxford/AstraZeneca,2/7/2022,116831
JPN,Pfizer/BioNTech,2/7/2022,178344525
JPN,Moderna,2/8/2022,34704702
JPN,Oxford/AstraZeneca,2/8/2022,116871
JPN,Pfizer/BioNTech,2/8/2022,178978040
JPN,Moderna,2/9/2022,35005412
JPN,Oxford/AstraZeneca,2/9/2022,116884
JPN,Pfizer/BioNTech,2/9/2022,179572861
JPN,Moderna,2/10/2022,35347429
JPN,Oxford/AstraZeneca,2/10/2022,116913
JPN,Pfizer/BioNTech,2/10/2022,180150856
JPN,Moderna,2/11/2022,35593066
JPN,Oxford/AstraZeneca,2/11/2022,116914
JPN,Pfizer/BioNTech,2/11/2022,180298903
JPN,Moderna,2/12/2022,36040773
JPN,Oxford/AstraZeneca,2/12/2022,116928
JPN,Pfizer/BioNTech,2/12/2022,180793162
JPN,Moderna,2/13/2022,36457660
JPN,Pfizer/BioNTech,2/13/2022,181012982
JPN,Moderna,2/14/2022,36757441
JPN,Oxford/AstraZeneca,2/14/2022,116929
JPN,Pfizer/BioNTech,2/14/2022,181613075
JPN,Moderna,2/15/2022,37104968
JPN,Oxford/AstraZeneca,2/15/2022,116956
JPN,Pfizer/BioNTech,2/15/2022,182266715
JPN,Moderna,2/16/2022,37474652
JPN,Oxford/AstraZeneca,2/16/2022,116968
JPN,Pfizer/BioNTech,2/16/2022,182862910
JPN,Moderna,2/17/2022,37879069
JPN,Oxford/AstraZeneca,2/17/2022,116984
JPN,Pfizer/BioNTech,2/17/2022,183414995
JPN,Moderna,2/18/2022,38303040
JPN,Oxford/AstraZeneca,2/18/2022,116996
JPN,Pfizer/BioNTech,2/18/2022,184117329
JPN,Moderna,2/19/2022,38863177
JPN,Oxford/AstraZeneca,2/19/2022,117007
JPN,Pfizer/BioNTech,2/19/2022,184659671
JPN,Moderna,2/20/2022,39359302
JPN,Oxford/AstraZeneca,2/20/2022,117014
JPN,Pfizer/BioNTech,2/20/2022,184919981
JPN,Moderna,2/21/2022,39704086
JPN,Oxford/AstraZeneca,2/21/2022,117017
JPN,Pfizer/BioNTech,2/21/2022,185524993
JPN,Moderna,2/22/2022,40110091
JPN,Oxford/AstraZeneca,2/22/2022,117043
JPN,Pfizer/BioNTech,2/22/2022,186196190
JPN,Moderna,2/23/2022,40404084
JPN,Oxford/AstraZeneca,2/23/2022,117046
JPN,Pfizer/BioNTech,2/23/2022,186343879
JPN,Moderna,2/24/2022,40837406
JPN,Oxford/AstraZeneca,2/24/2022,117090
JPN,Pfizer/BioNTech,2/24/2022,186887458
JPN,Moderna,2/25/2022,41306992
JPN,Oxford/AstraZeneca,2/25/2022,117127
JPN,Pfizer/BioNTech,2/25/2022,187583423
JPN,Moderna,2/26/2022,41943922
JPN,Oxford/AstraZeneca,2/26/2022,117133
JPN,Pfizer/BioNTech,2/26/2022,188141554
JPN,Moderna,2/27/2022,42500683
JPN,Pfizer/BioNTech,2/27/2022,188408511
JPN,Moderna,2/28/2022,42864500
JPN,Oxford/AstraZeneca,2/28/2022,117136
JPN,Pfizer/BioNTech,2/28/2022,188970880
JPN,Moderna,3/1/2022,43285492
JPN,Oxford/AstraZeneca,3/1/2022,117138
JPN,Pfizer/BioNTech,3/1/2022,189543602
JPN,Moderna,3/2/2022,43724123
JPN,Oxford/AstraZeneca,3/2/2022,117144
JPN,Pfizer/BioNTech,3/2/2022,190065093
JPN,Moderna,3/3/2022,44202994
JPN,Oxford/AstraZeneca,3/3/2022,117150
JPN,Pfizer/BioNTech,3/3/2022,190544244
JPN,Moderna,3/4/2022,44783780
JPN,Oxford/AstraZeneca,3/4/2022,117151
JPN,Pfizer/BioNTech,3/4/2022,191155951
JPN,Moderna,3/5/2022,45486645
JPN,Oxford/AstraZeneca,3/5/2022,117157
JPN,Pfizer/BioNTech,3/5/2022,191680282
JPN,Moderna,3/6/2022,46051447
JPN,Oxford/AstraZeneca,3/6/2022,117158
JPN,Pfizer/BioNTech,3/6/2022,191924754
JPN,Moderna,3/7/2022,46448805
JPN,Oxford/AstraZeneca,3/7/2022,117171
JPN,Pfizer/BioNTech,3/7/2022,192430146
JPN,Moderna,3/8/2022,46850206
JPN,Oxford/AstraZeneca,3/8/2022,117185
JPN,Pfizer/BioNTech,3/8/2022,192968734
JPN,Moderna,3/9/2022,47267604
JPN,Oxford/AstraZeneca,3/9/2022,117188
JPN,Pfizer/BioNTech,3/9/2022,193446005
JPN,Moderna,3/10/2022,47716598
JPN,Oxford/AstraZeneca,3/10/2022,117205
JPN,Pfizer/BioNTech,3/10/2022,193878895
JPN,Moderna,3/11/2022,48297883
JPN,Oxford/AstraZeneca,3/11/2022,117206
JPN,Pfizer/BioNTech,3/11/2022,194454545
JPN,Moderna,3/12/2022,48982996
JPN,Oxford/AstraZeneca,3/12/2022,117209
JPN,Pfizer/BioNTech,3/12/2022,194971923
JPN,Moderna,3/13/2022,49482137
JPN,Oxford/AstraZeneca,3/13/2022,117211
JPN,Pfizer/BioNTech,3/13/2022,195206441
JPN,Moderna,3/14/2022,49846437
JPN,Oxford/AstraZeneca,3/14/2022,117213
JPN,Pfizer/BioNTech,3/14/2022,195661974
JPN,Moderna,3/15/2022,50226271
JPN,Oxford/AstraZeneca,3/15/2022,117215
JPN,Pfizer/BioNTech,3/15/2022,196144123
JPN,Moderna,3/16/2022,50618837
JPN,Oxford/AstraZeneca,3/16/2022,117216
JPN,Pfizer/BioNTech,3/16/2022,196573966
JPN,Moderna,3/17/2022,51027430
JPN,Oxford/AstraZeneca,3/17/2022,117218
JPN,Pfizer/BioNTech,3/17/2022,196961791
JPN,Moderna,3/18/2022,51608941
JPN,Oxford/AstraZeneca,3/18/2022,117230
JPN,Pfizer/BioNTech,3/18/2022,197493239
JPN,Moderna,3/19/2022,52304761
JPN,Oxford/AstraZeneca,3/19/2022,117236
JPN,Pfizer/BioNTech,3/19/2022,197991182
JPN,Moderna,3/20/2022,52780933
JPN,Oxford/AstraZeneca,3/20/2022,117238
JPN,Pfizer/BioNTech,3/20/2022,198210778
JPN,Moderna,3/21/2022,52917994
JPN,Oxford/AstraZeneca,3/21/2022,117239
JPN,Pfizer/BioNTech,3/21/2022,198278221
JPN,Moderna,3/22/2022,53244743
JPN,Oxford/AstraZeneca,3/22/2022,117278
JPN,Pfizer/BioNTech,3/22/2022,198717648
JPN,Moderna,3/23/2022,53573458
JPN,Oxford/AstraZeneca,3/23/2022,117280
JPN,Pfizer/BioNTech,3/23/2022,199112123
JPN,Moderna,3/24/2022,53916249
JPN,Oxford/AstraZeneca,3/24/2022,117289
JPN,Pfizer/BioNTech,3/24/2022,199479669
JPN,Moderna,3/25/2022,54423064
JPN,Oxford/AstraZeneca,3/25/2022,117290
JPN,Pfizer/BioNTech,3/25/2022,200003671
JPN,Moderna,3/26/2022,54993540
JPN,Oxford/AstraZeneca,3/26/2022,117299
JPN,Pfizer/BioNTech,3/26/2022,200517823
JPN,Moderna,3/27/2022,55341851
JPN,Oxford/AstraZeneca,3/27/2022,117300
JPN,Pfizer/BioNTech,3/27/2022,200753782
JPN,Moderna,3/28/2022,55615928
JPN,Oxford/AstraZeneca,3/28/2022,117301
JPN,Pfizer/BioNTech,3/28/2022,201148673
JPN,Moderna,3/29/2022,55870829
JPN,Oxford/AstraZeneca,3/29/2022,117306
JPN,Pfizer/BioNTech,3/29/2022,201555569
JPN,Moderna,3/30/2022,56111133
JPN,Oxford/AstraZeneca,3/30/2022,117309
JPN,Pfizer/BioNTech,3/30/2022,201906237
JPN,Moderna,3/31/2022,56318132
JPN,Oxford/AstraZeneca,3/31/2022,117314
JPN,Pfizer/BioNTech,3/31/2022,202198388
JPN,Moderna,4/1/2022,56573209
JPN,Pfizer/BioNTech,4/1/2022,202593895
JPN,Moderna,4/2/2022,56903134
JPN,Oxford/AstraZeneca,4/2/2022,117315
JPN,Pfizer/BioNTech,4/2/2022,203035278
JPN,Moderna,4/3/2022,57088795
JPN,Pfizer/BioNTech,4/3/2022,203207295
JPN,Moderna,4/4/2022,57236057
JPN,Oxford/AstraZeneca,4/4/2022,117316
JPN,Pfizer/BioNTech,4/4/2022,203513721
JPN,Moderna,4/5/2022,57383116
JPN,Oxford/AstraZeneca,4/5/2022,117321
JPN,Pfizer/BioNTech,4/5/2022,203834203
JPN,Moderna,4/6/2022,57538495
JPN,Oxford/AstraZeneca,4/6/2022,117325
JPN,Pfizer/BioNTech,4/6/2022,204111821
JPN,Moderna,4/7/2022,57716882
JPN,Oxford/AstraZeneca,4/7/2022,117327
JPN,Pfizer/BioNTech,4/7/2022,204366410
JPN,Moderna,4/8/2022,58054148
JPN,Oxford/AstraZeneca,4/8/2022,117329
JPN,Pfizer/BioNTech,4/8/2022,204782668
JPN,Moderna,4/9/2022,58442187
JPN,Oxford/AstraZeneca,4/9/2022,117334
JPN,Pfizer/BioNTech,4/9/2022,205259483
JPN,Moderna,4/10/2022,58650454
JPN,Pfizer/BioNTech,4/10/2022,205439770
