iso,date,people_vaccinated,people_fully_vaccinated,total_boosters
DEU,4/6/2022,64612989,63148869,53391568
DEU,4/7/2022,64616888,63157812,53561926
DEU,4/8/2022,64620521,63166189,53692176
DEU,4/9/2022,64622089,63170039,53720211
DEU,4/10/2022,64622638,63171279,53729637
DEU,4/11/2022,64624574,63175575,53787405
DEU,4/12/2022,64627124,63181221,53898591
DEU,4/13/2022,64631501,63186815,54015328
DEU,4/14/2022,64634233,63192841,54112124
DEU,4/15/2022,64634544,63193468,54117528
DEU,4/16/2022,64635030,63194558,54123101
DEU,4/17/2022,64635253,63194843,54124549
DEU,4/18/2022,64635426,63195204,54126816
DEU,4/19/2022,64639934,63199997,54192657
DEU,4/20/2022,64642050,63204958,54277943
DEU,4/21/2022,64644181,63210552,54374419
DEU,4/22/2022,64646604,63216760,54450977
DEU,4/23/2022,64647768,63219634,54467335
DEU,4/24/2022,64648145,63220431,54472724
DEU,4/25/2022,64650089,63224617,54520614
DEU,4/26/2022,64655088,63233069,54624111
DEU,4/27/2022,64657650,63239114,54735280
DEU,4/28/2022,64660201,63245364,54849006
DEU,4/29/2022,64667764,63255774,54934394
DEU,4/30/2022,64668936,63258598,54951610
DEU,5/1/2022,64669194,63258946,54955398
DEU,5/2/2022,64670571,63261594,54994346
DEU,5/3/2022,64673526,63267591,55077120
DEU,5/4/2022,64676094,63273433,55216867
DEU,5/5/2022,64679183,63279472,55313416
DEU,5/6/2022,64681150,63283578,55384118
DEU,5/7/2022,64681994,63285344,55396847
DEU,5/8/2022,64682198,63285798,55400542
DEU,5/9/2022,64683239,63287911,55433232
DEU,5/10/2022,64685610,63292292,55509171
DEU,5/11/2022,64687402,63295752,55587363
DEU,5/12/2022,64689297,63299507,55667984
DEU,5/13/2022,64690761,63302824,55722914
DEU,5/14/2022,64691417,63304247,55732501
DEU,5/15/2022,64691680,63304771,55735862
DEU,5/16/2022,64692646,63306753,55763936
DEU,5/17/2022,64694921,63310900,55827151
DEU,5/18/2022,64696275,63314069,55891165
DEU,5/19/2022,64697983,63317850,55960676
DEU,5/20/2022,64699376,63320981,56011517
DEU,5/21/2022,64700078,63322505,56021041
DEU,5/22/2022,64700250,63322899,56024060
DEU,5/23/2022,64701148,63324868,56050162
DEU,5/24/2022,64703520,63329162,56106738
DEU,5/25/2022,64705384,63332564,56162569
DEU,5/26/2022,64705565,63332792,56164654
DEU,5/27/2022,64706517,63334649,56182757
DEU,5/28/2022,64707165,63335660,56188873
DEU,5/29/2022,64707395,63336004,56190920
DEU,5/30/2022,64708280,63337809,56213299
DEU,5/31/2022,64709801,63340811,56257603
DEU,6/1/2022,64711111,63343429,56303525
DEU,6/2/2022,64712583,63346748,56355645
DEU,6/3/2022,64714118,63349529,56394274
DEU,6/4/2022,64714632,63350351,56400703
DEU,6/5/2022,64714689,63350493,56402120
DEU,6/6/2022,64714749,63350635,56403728
DEU,6/7/2022,64715910,63352905,56433865
DEU,6/8/2022,64717141,63355161,56472997
DEU,6/9/2022,64718677,63358139,56520501
DEU,6/10/2022,64720003,63360695,56554520
DEU,6/11/2022,64720752,63361698,56562421
DEU,6/12/2022,64720960,63362017,56564268
DEU,6/13/2022,64721812,63363615,56585052
DEU,6/14/2022,64723156,63366136,56627084
DEU,6/15/2022,64725063,63368699,56670816
DEU,6/16/2022,64726060,63370563,56695137
DEU,6/17/2022,64727168,63372529,56725750
DEU,6/18/2022,64727767,63373322,56734179
DEU,6/19/2022,64728109,63373770,56737837
DEU,6/20/2022,64729039,63375144,56761250
DEU,6/21/2022,64730367,63377562,56807335
DEU,6/22/2022,64731678,63379815,56858683
DEU,6/23/2022,64733193,63382379,56919049
DEU,6/24/2022,64734924,63385044,56963330
DEU,6/25/2022,64735643,63386023,56973861
DEU,6/26/2022,64735897,63386392,56976505
DEU,6/27/2022,64736719,63387645,56998980
DEU,6/28/2022,64739138,63390637,57049365
DEU,6/29/2022,64740569,63392839,57100282
DEU,6/30/2022,64742175,63395721,57157171
DEU,7/1/2022,64743504,63397660,57189649
DEU,7/2/2022,64744019,63398556,57198697
DEU,7/3/2022,64744123,63398761,57201095
DEU,7/4/2022,64744744,63399742,57220578
DEU,7/5/2022,64745905,63401535,57265320
DEU,7/6/2022,64747205,63403566,57314541
DEU,7/7/2022,64748760,63406516,57370494
DEU,7/8/2022,64750099,63408480,57409735
DEU,7/9/2022,64750703,63409260,57419918
DEU,7/10/2022,64750786,63409418,57422469
DEU,7/11/2022,64751768,63411020,57445091
DEU,7/12/2022,64753243,63413254,57498799
DEU,7/13/2022,64754427,63415214,57555617
DEU,7/14/2022,64755593,63417120,57618289
DEU,7/15/2022,64756995,63419272,57669503
DEU,7/16/2022,64757667,63420071,57684405
DEU,7/17/2022,64757825,63420287,57687937
DEU,7/18/2022,64758504,63421224,57712525
DEU,7/19/2022,64759525,63422817,57762133
DEU,7/20/2022,64760501,63424318,57810473
DEU,7/21/2022,64761756,63426105,57871425
DEU,7/22/2022,64763804,63428269,57916275
DEU,7/23/2022,64764356,63428951,57926091
DEU,7/24/2022,64764728,63429466,57929451
DEU,7/25/2022,64765304,63430361,57950248
DEU,7/26/2022,64766433,63432044,57998816
DEU,7/27/2022,64767492,63433601,58049219
DEU,7/28/2022,64768465,63435166,58101960
DEU,7/29/2022,64769795,63436643,58140990
DEU,7/30/2022,64770271,63437351,58149359
DEU,7/31/2022,64770395,63437497,58151925
DEU,8/1/2022,64771212,63438489,58169628
DEU,8/2/2022,64771993,63439673,58205956
DEU,8/3/2022,64772902,63441152,58245260
DEU,8/4/2022,64773784,63442446,58285747
DEU,8/5/2022,64774732,63443740,58316150
DEU,8/6/2022,64775190,63444383,58324262
DEU,8/7/2022,64775292,63444519,58326118
DEU,8/8/2022,64775826,63445233,58342121
DEU,8/9/2022,64776639,63446523,58378085
DEU,8/10/2022,64777506,63447946,58415133
DEU,8/11/2022,64778389,63449367,58453552
DEU,8/12/2022,64779270,63450588,58480266
DEU,8/13/2022,64779640,63451085,58485340
DEU,8/14/2022,64779755,63451230,58487044
DEU,8/15/2022,64780245,63451919,58499469
DEU,8/16/2022,64781067,63453213,58529920
DEU,8/17/2022,64782157,63454698,58562752
DEU,8/18/2022,64786022,63458325,58597647
DEU,8/19/2022,64786982,63459740,58624639
DEU,8/20/2022,64787283,63460246,58630928
DEU,8/21/2022,64787380,63460408,58632973
DEU,8/22/2022,64787952,63461197,58648546
DEU,8/23/2022,64788801,63462445,58681343
DEU,8/24/2022,64789725,63463762,58717384
DEU,8/25/2022,64790488,63465004,58753452
DEU,8/26/2022,64791304,63466343,58780422
DEU,8/27/2022,64791651,63466817,58786514
DEU,8/28/2022,64791752,63466923,58788125
DEU,8/29/2022,64792309,63467692,58803638
DEU,8/30/2022,64793088,63468916,58834924
DEU,8/31/2022,64794035,63470261,58868924
DEU,9/1/2022,64794821,63471354,58899214
DEU,9/2/2022,64795790,63472580,58924468
DEU,9/3/2022,64796160,63473148,58929513
DEU,9/4/2022,64796242,63473250,58931119
DEU,9/5/2022,64796861,63473950,58943775
DEU,9/6/2022,64797718,63475151,58969766
DEU,9/7/2022,64798501,63476302,58997157
DEU,9/8/2022,64799353,63477500,59024811
DEU,9/9/2022,64800235,63478620,59044438
DEU,9/10/2022,64800610,63479133,59050329
DEU,9/11/2022,64800715,63479292,59051835
DEU,9/12/2022,64801254,63479982,59065576
DEU,9/13/2022,64802100,63481221,59107678
DEU,9/14/2022,64802991,63482484,59156558
DEU,9/15/2022,64803866,63483818,59209379
DEU,9/16/2022,64804665,63484997,59251512
DEU,9/17/2022,64804977,63485469,59262969
DEU,9/18/2022,64805073,63485634,59266042
DEU,9/19/2022,64805664,63486317,59288169
DEU,9/20/2022,64806353,63487447,59339127
DEU,9/21/2022,64807189,63488501,59395802
DEU,9/22/2022,64808032,63489804,59458567
DEU,9/23/2022,64808743,63490935,59507117
DEU,9/24/2022,64809107,63491525,59519739
DEU,9/25/2022,64809259,63491708,59524450
DEU,9/26/2022,64809957,63492438,59554360
DEU,9/27/2022,64810816,63493647,59627519
DEU,9/28/2022,64811949,63495276,59708679
DEU,9/29/2022,64812936,63497119,59803881
DEU,9/30/2022,64813872,63498674,59884180
DEU,10/1/2022,64814239,63499296,59908387
DEU,10/2/2022,64814412,63499666,59914056
DEU,10/3/2022,64814694,63500039,59922174
DEU,10/4/2022,64815528,63501211,59982331
DEU,10/5/2022,64816655,63502471,60068503
DEU,10/6/2022,64817873,63503773,60171070
DEU,10/7/2022,64819186,63505183,60261288
DEU,10/8/2022,64819612,63505714,60287884
DEU,10/9/2022,64819875,63505970,60295147
DEU,10/10/2022,64820531,63506767,60344504
DEU,10/11/2022,64821482,63507778,60441729
DEU,10/12/2022,64822619,63508887,60546512
DEU,10/13/2022,64823771,63510138,60669138
DEU,10/14/2022,64825471,63511227,60774573
DEU,10/15/2022,64825964,63511792,60809463
DEU,10/16/2022,64826131,63511989,60819127
DEU,10/17/2022,64826717,63512630,60877850
DEU,10/18/2022,64827574,63513652,60987401
DEU,10/19/2022,64828765,63514845,61107781
DEU,10/20/2022,64829800,63515885,61231639
DEU,10/21/2022,64831071,63516956,61343451
DEU,10/22/2022,64831444,63517330,61376285
DEU,10/23/2022,64831501,63517417,61384005
DEU,10/24/2022,64832351,63518001,61453634
DEU,10/25/2022,64833195,63518929,61560798
DEU,10/26/2022,64834171,63519746,61656996
DEU,10/27/2022,64835119,63520901,61787018
DEU,10/28/2022,64836545,63521884,61884785
DEU,10/29/2022,64836917,63522230,61909073
DEU,10/30/2022,64836955,63522300,61914671
DEU,10/31/2022,64837302,63522661,61944028
DEU,11/1/2022,64837783,63523177,61987306
DEU,11/2/2022,64838620,63524079,62075273
DEU,11/3/2022,64839740,63525298,62190189
DEU,11/4/2022,64840645,63526237,62276461
DEU,11/5/2022,64840973,63526643,62296669
DEU,11/6/2022,64841084,63526754,62303050
DEU,11/7/2022,64841593,63527217,62350060
DEU,11/8/2022,64842875,63528212,62455853
DEU,11/9/2022,64843844,63529013,62560702
DEU,11/10/2022,64845052,63529963,62674220
DEU,11/11/2022,64845833,63530844,62762153
DEU,11/12/2022,64846075,63531118,62781385
DEU,11/13/2022,64846150,63531208,62787499
DEU,11/14/2022,64846684,63531672,62831831
DEU,11/15/2022,64847459,63532373,62916687
DEU,11/16/2022,64848358,63533067,63003470
DEU,11/17/2022,64849039,63533766,63103141
DEU,11/18/2022,64849817,63534536,63176311
DEU,11/19/2022,64850248,63534801,63193933
DEU,11/20/2022,64850296,63534867,63198552
DEU,11/21/2022,64850709,63535364,63236530
DEU,11/22/2022,64851329,63536001,63309391
DEU,11/23/2022,64852070,63536628,63383819
DEU,11/24/2022,64852801,63537330,63467566
DEU,11/25/2022,64853379,63537977,63525738
DEU,11/26/2022,64853721,63538227,63538018
DEU,11/27/2022,64853818,63538336,63542409
DEU,11/28/2022,64854165,63538623,63570527
DEU,11/29/2022,64854699,63539152,63628664
DEU,11/30/2022,64855288,63539843,63688504
DEU,12/1/2022,64855920,63540440,63753414
DEU,12/2/2022,64856585,63541004,63799002
DEU,12/3/2022,64856853,63541516,63809225
DEU,12/4/2022,64856873,63541555,63811716
DEU,12/5/2022,64857094,63541841,63835808
DEU,12/6/2022,64857502,63542199,63882691
DEU,12/7/2022,64857955,63542788,63935762
DEU,12/8/2022,64858487,63543340,63990718
DEU,12/9/2022,64859015,63543862,64029759
DEU,12/10/2022,64859168,63544095,64038551
DEU,12/11/2022,64859261,63544255,64041994
DEU,12/12/2022,64859604,63544567,64061470
DEU,12/13/2022,64860000,63545024,64101689
DEU,12/14/2022,64860496,63545645,64144181
DEU,12/15/2022,64861050,63546116,64190639
DEU,12/16/2022,64861382,63546556,64224719
DEU,12/17/2022,64861532,63546725,64232150
DEU,12/18/2022,64861559,63546761,64234270
DEU,12/19/2022,64861847,63547093,64251009
DEU,12/20/2022,64862107,63547465,64276316
DEU,12/21/2022,64862566,63548010,64301361
DEU,12/22/2022,64862970,63548511,64322908
DEU,12/23/2022,64863152,63548769,64336718
DEU,12/24/2022,64863196,63548845,64337567
DEU,12/25/2022,64863198,63548847,64338637
DEU,12/26/2022,64863223,63548874,64339458
DEU,12/27/2022,64863432,63549192,64348187
DEU,12/28/2022,64863669,63549543,64358441
DEU,12/29/2022,64863963,63549825,64368818
DEU,12/30/2022,64864227,63550227,64380510
DEU,12/31/2022,64864280,63550296,64384901
DEU,1/1/2023,64864285,63550299,64385153
DEU,1/2/2023,64864388,63550453,64388075
DEU,1/3/2023,64864479,63550562,64394660
DEU,1/4/2023,64864639,63550805,64404127
DEU,1/5/2023,64864901,63551079,64417125
DEU,1/6/2023,64865010,63551246,64426047
DEU,1/7/2023,64865191,63551390,64428854
DEU,1/8/2023,64865203,63551402,64430445
DEU,1/9/2023,64865331,63551545,64436953
DEU,1/10/2023,64865596,63551905,64453974
DEU,1/11/2023,64865870,63552235,64473477
DEU,1/12/2023,64866265,63552681,64495404
DEU,1/13/2023,64866643,63553038,64512267
DEU,1/14/2023,64866723,63553117,64515073
DEU,1/15/2023,64866750,63553150,64516550
DEU,1/16/2023,64866884,63553306,64523325
DEU,1/17/2023,64867199,63553563,64537761
DEU,1/18/2023,64867911,63553888,64552025
DEU,1/19/2023,64868239,63554280,64568099
DEU,1/20/2023,64868600,63554563,64579195
DEU,1/21/2023,64868657,63554625,64581233
DEU,1/22/2023,64868679,63554639,64582021
DEU,1/23/2023,64868778,63554795,64587465
DEU,1/24/2023,64869201,63555034,64598536
DEU,1/25/2023,64869426,63555328,64609676
DEU,1/26/2023,64869659,63555546,64621944
DEU,1/27/2023,64869852,63555701,64630136
DEU,1/28/2023,64869912,63555747,64631956
DEU,1/29/2023,64869920,63555759,64632471
DEU,1/30/2023,64870070,63555842,64637434
DEU,1/31/2023,64870312,63555965,64644640
DEU,2/1/2023,64870486,63556146,64651735
DEU,2/2/2023,64870701,63556338,64660006
DEU,2/3/2023,64870900,63556495,64665575
DEU,2/4/2023,64870961,63556531,64666868
DEU,2/5/2023,64870967,63556535,64667308
DEU,2/6/2023,64871025,63556638,64670757
DEU,2/7/2023,64871127,63556798,64676716
DEU,2/8/2023,64871271,63556919,64682585
DEU,2/9/2023,64871419,63557130,64689433
DEU,2/10/2023,64871510,63557278,64693963
DEU,2/11/2023,64871541,63557305,64694755
DEU,2/12/2023,64871543,63557313,64695080
DEU,2/13/2023,64871638,63557395,64697229
DEU,2/14/2023,64871801,63557530,64701681
DEU,2/15/2023,64871880,63557664,64705804
DEU,2/16/2023,64872027,63557824,64710662
DEU,2/17/2023,64872079,63557913,64713693
DEU,2/18/2023,64872100,63557932,64714466
DEU,2/19/2023,64872101,63557935,64714692
DEU,2/20/2023,64872222,63558120,64716344
DEU,2/21/2023,64872289,63558214,64719086
DEU,2/22/2023,64872367,63558331,64721940
DEU,2/23/2023,64872434,63558523,64725801
DEU,2/24/2023,64872590,63558667,64728402
DEU,2/25/2023,64872613,63558697,64729068
DEU,2/26/2023,64872628,63558701,64729455
DEU,2/27/2023,64872717,63558819,64731794
DEU,2/28/2023,64872861,63559019,64735353
DEU,3/1/2023,64872954,63559149,64737669
DEU,3/2/2023,64873094,63559325,64741149
DEU,3/3/2023,64873191,63559432,64743402
DEU,3/4/2023,64873250,63559512,64743889
DEU,3/5/2023,64873252,63559515,64744144
DEU,3/6/2023,64873350,63559631,64745336
DEU,3/7/2023,64873515,63559795,64748034
DEU,3/8/2023,64873575,63559871,64750012
DEU,3/9/2023,64873704,63560090,64752609
DEU,3/10/2023,64873796,63560184,64754401
DEU,3/11/2023,64873858,63560238,64754831
DEU,3/12/2023,64873863,63560239,64755224
DEU,3/13/2023,64873950,63560335,64756306
DEU,3/14/2023,64874099,63560448,64758258
DEU,3/15/2023,64874201,63560669,64760352
DEU,3/16/2023,64874357,63560815,64762618
DEU,3/17/2023,64874482,63560911,64764222
DEU,3/18/2023,64874500,63560940,64764791
DEU,3/19/2023,64874503,63560942,64765132
DEU,3/20/2023,64874564,63561050,64766095
DEU,3/21/2023,64874714,63561231,64768403
DEU,3/22/2023,64874847,63561364,64770110
DEU,3/23/2023,64874930,63561507,64772087
DEU,3/24/2023,64875023,63561662,64773795
DEU,3/25/2023,64875069,63561742,64774364
DEU,3/26/2023,64875122,63561808,64774730
DEU,3/27/2023,64875210,63561917,64775839
DEU,3/28/2023,64875342,63562077,64777653
DEU,3/29/2023,64875374,63562123,64779551
DEU,3/30/2023,64875672,63562513,64782013
DEU,3/31/2023,64876036,63562946,64785265
DEU,4/1/2023,64876063,63563008,64785774
DEU,4/2/2023,64876076,63563015,64786029
DEU,4/3/2023,64876099,63563036,64786823
DEU,4/4/2023,64876150,63563124,64788119
DEU,4/5/2023,64876210,63563237,64789279
DEU,4/6/2023,64876298,63563408,64790995
DEU,4/7/2023,64876299,63563414,64791434
