iso,date,people_vaccinated,people_fully_vaccinated,total_boosters
OWID_ENG,6/16/2021,35290759,25922508,
OWID_ENG,6/17/2021,35507916,26098666,
OWID_ENG,6/18/2021,35704162,26260696,
OWID_ENG,6/19/2021,35959555,26456342,
OWID_ENG,6/20/2021,36101778,26534936,
OWID_ENG,6/22/2021,36377425,26745666,
OWID_ENG,6/23/2021,36564938,26874354,
OWID_ENG,6/24/2021,36767328,27011033,
OWID_ENG,6/25/2021,36944843,27144408,
OWID_ENG,6/26/2021,37157528,27316732,
OWID_ENG,6/27/2021,37275894,27414725,
OWID_ENG,6/28/2021,37382390,27522043,
OWID_ENG,6/29/2021,37497766,27637527,
OWID_ENG,6/30/2021,37618263,27776520,
OWID_ENG,7/1/2021,37751938,27930697,
OWID_ENG,7/2/2021,37859897,28072972,
OWID_ENG,7/3/2021,37981485,28238637,
OWID_ENG,7/4/2021,38044157,28324385,
OWID_ENG,7/5/2021,38108016,28432362,
OWID_ENG,7/6/2021,38179540,28541510,
OWID_ENG,7/7/2021,38252354,28669736,
OWID_ENG,7/8/2021,38335161,28805193,
OWID_ENG,7/9/2021,38413116,28948796,
OWID_ENG,7/10/2021,38495266,29123541,
OWID_ENG,7/11/2021,38529203,29204296,
OWID_ENG,7/12/2021,38574387,29304113,
OWID_ENG,7/13/2021,38624143,29429018,
OWID_ENG,7/14/2021,38674148,29580353,
OWID_ENG,7/15/2021,38726641,29747505,
OWID_ENG,7/16/2021,38776888,29911441,
OWID_ENG,7/17/2021,38836156,30107863,
OWID_ENG,7/18/2021,38863810,30213335,
OWID_ENG,7/19/2021,38895279,30325879,
OWID_ENG,7/20/2021,38928936,30452042,
OWID_ENG,7/21/2021,38967762,30598323,
OWID_ENG,7/22/2021,39007219,30754568,
OWID_ENG,7/23/2021,39045107,30909329,
OWID_ENG,7/24/2021,39084065,31087214,
OWID_ENG,7/25/2021,39104447,31181649,
OWID_ENG,7/26/2021,39129667,31297573,
OWID_ENG,7/27/2021,39158849,31415901,
OWID_ENG,7/28/2021,39191341,31546949,
OWID_ENG,7/29/2021,39227092,31692421,
OWID_ENG,7/30/2021,39257775,31835136,
OWID_ENG,7/31/2021,39290667,32017961,
OWID_ENG,8/1/2021,39309212,32110377,
OWID_ENG,8/2/2021,39331666,32204802,
OWID_ENG,8/3/2021,39356540,32313406,
OWID_ENG,8/4/2021,39385320,32444987,
OWID_ENG,8/5/2021,39416306,32588410,
OWID_ENG,8/6/2021,39443338,32725582,
OWID_ENG,8/7/2021,39476497,32910451,
OWID_ENG,8/8/2021,39495104,33004783,
OWID_ENG,8/9/2021,39516037,33117069,
OWID_ENG,8/10/2021,39544351,33240790,
OWID_ENG,8/11/2021,39577515,33386744,
OWID_ENG,8/12/2021,39612597,33552169,
OWID_ENG,8/13/2021,39645073,33695859,
OWID_ENG,8/14/2021,39684496,33869577,
OWID_ENG,8/15/2021,39709325,33971458,
OWID_ENG,8/16/2021,39738317,34089456,
OWID_ENG,8/17/2021,39771795,34210364,
OWID_ENG,8/18/2021,39811516,34357933,
OWID_ENG,8/19/2021,39859148,34511819,
OWID_ENG,8/20/2021,39910686,34657292,
OWID_ENG,8/21/2021,39971873,34831330,
OWID_ENG,8/22/2021,40004297,34927576,
OWID_ENG,8/23/2021,40042271,35040581,
OWID_ENG,8/24/2021,40088216,35149802,
OWID_ENG,8/25/2021,40145779,35292109,
OWID_ENG,8/26/2021,40191944,35419376,
OWID_ENG,8/27/2021,40230336,35534625,
OWID_ENG,8/28/2021,40268327,35651208,
OWID_ENG,8/29/2021,40288874,35715918,
OWID_ENG,8/30/2021,40304404,35768055,
OWID_ENG,8/31/2021,40339022,35873058,
OWID_ENG,9/1/2021,40376851,35975144,
OWID_ENG,9/2/2021,40410626,36079141,
OWID_ENG,9/3/2021,40440240,36177263,
OWID_ENG,9/4/2021,40474227,36293590,
OWID_ENG,9/5/2021,40490119,36352855,
OWID_ENG,9/6/2021,40508396,36422613,
OWID_ENG,9/7/2021,40531262,36495617,
OWID_ENG,9/8/2021,40551671,36571165,
OWID_ENG,9/9/2021,40573677,36657757,
OWID_ENG,9/10/2021,40595556,36736520,
OWID_ENG,9/11/2021,40619481,36822588,
OWID_ENG,9/12/2021,40631205,36865490,
OWID_ENG,9/13/2021,40646716,36920297,
OWID_ENG,9/14/2021,40664424,36976818,
OWID_ENG,9/15/2021,40684544,37033914,
OWID_ENG,9/16/2021,40703518,37092855,
OWID_ENG,9/17/2021,40720869,37148112,
OWID_ENG,9/18/2021,40742497,37214246,
OWID_ENG,9/19/2021,40752841,37244704,
OWID_ENG,9/20/2021,40768510,37286142,
OWID_ENG,9/21/2021,40785434,37325390,
OWID_ENG,9/22/2021,40803896,37365066,
OWID_ENG,9/23/2021,40825484,37406794,
OWID_ENG,9/24/2021,40847350,37446361,
OWID_ENG,9/25/2021,40864957,37489410,
OWID_ENG,9/26/2021,40873771,37510886,
OWID_ENG,9/27/2021,40894475,37539476,
OWID_ENG,9/28/2021,40923041,37569146,
OWID_ENG,9/29/2021,40950486,37599053,
OWID_ENG,9/30/2021,40979175,37629371,863460
OWID_ENG,10/1/2021,41011153,37659364,1016620
OWID_ENG,10/2/2021,41029889,37690213,1210379
OWID_ENG,10/3/2021,41040609,37707715,1298612
OWID_ENG,10/4/2021,41071393,37732461,1420970
OWID_ENG,10/5/2021,41106586,37756714,1575113
OWID_ENG,10/6/2021,41131105,37780849,1735500
OWID_ENG,10/7/2021,41156424,37805057,1911554
OWID_ENG,10/8/2021,41181960,37830063,2084199
OWID_ENG,10/9/2021,41200398,37859814,2334277
OWID_ENG,10/10/2021,41209509,37875457,2426155
OWID_ENG,10/11/2021,41232741,37895807,2547873
OWID_ENG,10/12/2021,41263377,37918254,2707883
OWID_ENG,10/13/2021,41295692,37943082,2898581
OWID_ENG,10/14/2021,41333877,37966571,3112868
OWID_ENG,10/15/2021,41369761,37991951,3310953
OWID_ENG,10/16/2021,41389496,38022391,3596683
OWID_ENG,10/17/2021,41399335,38036936,3695991
OWID_ENG,10/18/2021,41434669,38057604,3846287
OWID_ENG,10/19/2021,41473202,38078745,4045295
OWID_ENG,10/20/2021,41517723,38100446,4269111
OWID_ENG,10/21/2021,41562281,38122473,4524517
OWID_ENG,10/22/2021,41604013,38144896,4772700
OWID_ENG,10/23/2021,41636233,38172423,5097840
OWID_ENG,10/24/2021,41655840,38186561,5235928
OWID_ENG,10/25/2021,41687872,38204812,5424340
OWID_ENG,10/26/2021,41723652,38224311,5641736
OWID_ENG,10/27/2021,41763616,38243051,5878316
OWID_ENG,10/28/2021,41803013,38262637,6126311
OWID_ENG,10/29/2021,41839574,38281812,6364453
OWID_ENG,10/30/2021,41870731,38304291,6694898
OWID_ENG,10/31/2021,41893685,38315755,6826159
OWID_ENG,11/1/2021,41928327,38331506,7022871
OWID_ENG,11/2/2021,41971835,38349313,7269137
OWID_ENG,11/3/2021,42014248,38366687,7536909
OWID_ENG,11/4/2021,42054323,38383854,7811352
OWID_ENG,11/5/2021,42094896,38402891,8077822
OWID_ENG,11/6/2021,42128617,38425760,8449161
OWID_ENG,11/7/2021,42151047,38436962,8616120
OWID_ENG,11/8/2021,42181433,38454360,8838609
OWID_ENG,11/9/2021,42217754,38472568,9117372
OWID_ENG,11/10/2021,42333305,38516564,9583285
OWID_ENG,11/11/2021,42367945,38536124,9888424
OWID_ENG,11/12/2021,42399594,38555353,10188021
OWID_ENG,11/13/2021,42430212,38578159,10599451
OWID_ENG,11/14/2021,42448508,38590118,10776175
OWID_ENG,11/15/2021,42476180,38605643,11008423
OWID_ENG,11/16/2021,42503438,38622540,11291231
OWID_ENG,11/17/2021,42531770,38641051,11605369
OWID_ENG,11/18/2021,42555804,38658480,11923572
OWID_ENG,11/19/2021,42580217,38677203,12229042
OWID_ENG,11/20/2021,42603567,38698795,12641727
OWID_ENG,11/21/2021,42617633,38710035,12830865
OWID_ENG,11/22/2021,42638298,38725602,13080864
OWID_ENG,11/23/2021,42661743,38744164,13381898
OWID_ENG,11/24/2021,42683518,38764212,13697204
OWID_ENG,11/25/2021,42704195,38783827,14031953
OWID_ENG,11/26/2021,42723293,38805750,14352934
OWID_ENG,11/27/2021,42744655,38836366,14772591
OWID_ENG,11/28/2021,42759956,38858848,14995780
OWID_ENG,11/29/2021,42779452,38881449,15254724
OWID_ENG,11/30/2021,42806590,38909382,15580605
OWID_ENG,12/1/2021,42828996,38937452,15921726
OWID_ENG,12/2/2021,42851727,38964371,16274830
OWID_ENG,12/3/2021,42872533,38990840,16607664
OWID_ENG,12/4/2021,42897322,39025116,17020419
OWID_ENG,12/5/2021,42913330,39045988,17242093
OWID_ENG,12/6/2021,42930867,39067610,17510155
OWID_ENG,12/7/2021,42950095,39090816,17829369
OWID_ENG,12/8/2021,42968432,39115926,18169984
OWID_ENG,12/9/2021,42989183,39145766,18566262
OWID_ENG,12/10/2021,43008526,39174060,18928764
OWID_ENG,12/11/2021,43032072,39208121,19412125
OWID_ENG,12/12/2021,43051269,39233021,19745991
OWID_ENG,12/13/2021,43070539,39258415,20164535
OWID_ENG,12/14/2021,43101346,39291545,20712574
OWID_ENG,12/15/2021,43125953,39324944,21339420
OWID_ENG,12/16/2021,43155507,39362570,22079287
OWID_ENG,12/17/2021,43185070,39400263,22820062
OWID_ENG,12/18/2021,43220211,39441375,23650465
OWID_ENG,12/19/2021,43250509,39477511,24376660
OWID_ENG,12/20/2021,43286601,39522166,25130453
OWID_ENG,12/21/2021,43322910,39570657,25939645
OWID_ENG,12/22/2021,43358567,39617971,26634918
OWID_ENG,12/23/2021,43388547,39657294,27127951
OWID_ENG,12/24/2021,43398999,39670834,27281641
OWID_ENG,12/25/2021,43399954,39671750,27292118
OWID_ENG,12/26/2021,43401763,39673741,27312396
OWID_ENG,12/27/2021,43417529,39692427,27522022
OWID_ENG,12/28/2021,43439078,39719053,27780421
OWID_ENG,12/29/2021,43469086,39758399,28125883
OWID_ENG,12/30/2021,43499518,39798154,28446415
OWID_ENG,12/31/2021,43513898,39817420,28585351
OWID_ENG,1/1/2022,43516101,39820104,28603226
OWID_ENG,1/2/2022,43527898,39835708,28706633
OWID_ENG,1/3/2022,43545158,39857874,28823969
OWID_ENG,1/4/2022,43567465,39890930,29011267
OWID_ENG,1/5/2022,43589698,39920709,29211077
OWID_ENG,1/6/2022,43609800,39947508,29399793
OWID_ENG,1/7/2022,43630152,39975308,29580606
OWID_ENG,1/8/2022,43659383,40016659,29787282
OWID_ENG,1/9/2022,43678756,40042198,29897180
OWID_ENG,1/10/2022,43694511,40063640,30013407
OWID_ENG,1/11/2022,43711338,40086819,30121626
OWID_ENG,1/12/2022,43728450,40111895,30217780
OWID_ENG,1/13/2022,43746551,40138445,30305001
OWID_ENG,1/14/2022,43764956,40163688,30390518
OWID_ENG,1/15/2022,43790407,40202830,30480640
OWID_ENG,1/16/2022,43805752,40226925,30526563
OWID_ENG,1/17/2022,43819571,40248876,30581212
OWID_ENG,1/18/2022,43835581,40274021,30638887
OWID_ENG,1/19/2022,43850989,40299741,30689678
OWID_ENG,1/20/2022,43866274,40326810,30738765
OWID_ENG,1/21/2022,43882299,40356608,30795399
OWID_ENG,1/22/2022,43900607,40395240,30856131
OWID_ENG,1/23/2022,43911121,40419566,30888097
OWID_ENG,1/24/2022,43926052,40443854,30933296
OWID_ENG,1/25/2022,43938408,40468154,30976649
OWID_ENG,1/26/2022,43952197,40495461,31020484
OWID_ENG,1/27/2022,43966186,40521787,31062934
OWID_ENG,1/28/2022,43981371,40552037,31107666
OWID_ENG,1/29/2022,43997848,40586419,31154033
OWID_ENG,1/30/2022,44007906,40609130,31180755
OWID_ENG,1/31/2022,44018188,40630005,31212302
OWID_ENG,2/1/2022,44029340,40654197,31241898
OWID_ENG,2/2/2022,44040424,40679231,31271703
OWID_ENG,2/3/2022,44052204,40703257,31301678
OWID_ENG,2/4/2022,44065787,40729750,31331685
OWID_ENG,2/5/2022,44077733,40755204,31363586
OWID_ENG,2/6/2022,44083763,40769251,31378540
OWID_ENG,2/7/2022,44092683,40790500,31402393
OWID_ENG,2/8/2022,44102414,40813656,31425910
OWID_ENG,2/9/2022,44112621,40836933,31449621
OWID_ENG,2/10/2022,44122610,40860843,31474324
OWID_ENG,2/11/2022,44132468,40884484,31506002
OWID_ENG,2/12/2022,44146115,40908252,31539562
OWID_ENG,2/13/2022,44151962,40919299,31553940
OWID_ENG,2/14/2022,44159057,40935715,31575793
OWID_ENG,2/15/2022,44167184,40953085,31600060
OWID_ENG,2/16/2022,44177080,40972948,31625320
OWID_ENG,2/17/2022,44185190,40992030,31649859
OWID_ENG,2/18/2022,44190350,41004716,31667254
OWID_ENG,2/19/2022,44199987,41022905,31691200
OWID_ENG,2/20/2022,44204358,41031556,31702092
OWID_ENG,2/21/2022,44210734,41045977,31721508
OWID_ENG,2/22/2022,44218237,41062083,31742845
OWID_ENG,2/23/2022,44226300,41078354,31764029
OWID_ENG,2/24/2022,44233366,41092655,31783653
OWID_ENG,2/25/2022,44240434,41107153,31804583
OWID_ENG,2/26/2022,44248693,41124854,31827818
OWID_ENG,2/27/2022,44252572,41133961,31839752
OWID_ENG,2/28/2022,44257667,41146925,31856817
OWID_ENG,3/1/2022,44262833,41160237,31872897
OWID_ENG,3/2/2022,44269589,41173215,31890283
OWID_ENG,3/3/2022,44275349,41189585,31915967
OWID_ENG,3/4/2022,44281104,41204550,31934630
OWID_ENG,3/5/2022,44288487,41221559,31955930
OWID_ENG,3/6/2022,44291865,41229964,31966231
OWID_ENG,3/7/2022,44295831,41241652,31980697
OWID_ENG,3/8/2022,44299745,41254181,31995595
OWID_ENG,3/9/2022,44304297,41267514,32011858
OWID_ENG,3/10/2022,44308413,41280160,32028070
OWID_ENG,3/11/2022,44312497,41293811,32046015
OWID_ENG,3/12/2022,44319984,41312642,32066541
OWID_ENG,3/13/2022,44323380,41322249,32076944
OWID_ENG,3/14/2022,44326410,41334093,32092042
OWID_ENG,3/15/2022,44330230,41347252,32108175
OWID_ENG,3/16/2022,44333883,41360591,32124513
OWID_ENG,3/17/2022,44337241,41372901,32139463
OWID_ENG,3/18/2022,44340758,41386017,32155750
OWID_ENG,3/19/2022,44346764,41404018,32174709
OWID_ENG,3/20/2022,44349556,41412679,32184060
OWID_ENG,3/21/2022,44352481,41423568,32198204
OWID_ENG,3/22/2022,44355561,41434177,32213190
OWID_ENG,3/23/2022,44359520,41445592,32228378
OWID_ENG,3/24/2022,44362982,41456151,32242194
OWID_ENG,3/25/2022,44366636,41468094,32256850
OWID_ENG,3/26/2022,44372427,41485409,32272887
OWID_ENG,3/27/2022,44374790,41492190,32279253
OWID_ENG,3/28/2022,44377784,41501690,32291227
OWID_ENG,3/29/2022,44381343,41511838,32303869
OWID_ENG,3/30/2022,44384846,41523087,32317921
OWID_ENG,3/31/2022,44388376,41533968,32331613
OWID_ENG,4/1/2022,44392172,41544072,32344355
OWID_ENG,4/2/2022,44398089,41559234,32359462
OWID_ENG,4/3/2022,44401452,41566827,32367054
OWID_ENG,4/4/2022,44410028,41576146,32379885
OWID_ENG,4/5/2022,44418950,41585009,32392306
OWID_ENG,4/6/2022,44427735,41593958,32405562
OWID_ENG,4/7/2022,44436698,41603230,32418901
OWID_ENG,4/8/2022,44446424,41613580,32433274
OWID_ENG,4/9/2022,44466577,41627841,32449700
OWID_ENG,4/10/2022,44477726,41635442,32458234
OWID_ENG,4/11/2022,44491740,41645939,32472509
OWID_ENG,4/12/2022,44507494,41656024,32487183
OWID_ENG,4/13/2022,44525084,41667204,32502331
OWID_ENG,4/14/2022,44545990,41678648,32518119
OWID_ENG,4/15/2022,44556639,41683225,32522617
OWID_ENG,4/16/2022,44572626,41693359,32532961
OWID_ENG,4/17/2022,44576436,41695485,32535248
OWID_ENG,4/18/2022,44582173,41698666,32539205
OWID_ENG,4/19/2022,44595806,41708345,32553211
OWID_ENG,4/20/2022,44609101,41717904,32568036
OWID_ENG,4/21/2022,44624871,41727105,32581848
OWID_ENG,4/22/2022,44638878,41736045,32594714
OWID_ENG,4/23/2022,44666527,41751310,32612456
OWID_ENG,4/24/2022,44678894,41758236,32620513
OWID_ENG,4/25/2022,44686791,41765039,32632433
OWID_ENG,4/26/2022,44695129,41772425,32644923
OWID_ENG,4/27/2022,44703944,41779664,32658939
OWID_ENG,4/28/2022,44712986,41786678,32672075
OWID_ENG,4/29/2022,44723558,41794991,32685693
OWID_ENG,4/30/2022,44748080,41808368,32701476
OWID_ENG,5/1/2022,44758364,41813508,32707413
OWID_ENG,5/2/2022,44763407,41815754,32710606
OWID_ENG,5/3/2022,44769758,41821173,32721523
OWID_ENG,5/4/2022,44778223,41828788,32736499
OWID_ENG,5/5/2022,44785762,41835491,32749045
OWID_ENG,5/6/2022,44794449,41843862,32762358
OWID_ENG,5/7/2022,44815243,41857376,32777805
OWID_ENG,5/8/2022,44824328,41863288,32784541
OWID_ENG,5/9/2022,44829429,41869912,32795506
OWID_ENG,5/10/2022,44835589,41876976,32807532
OWID_ENG,5/11/2022,44841562,41884009,32819887
OWID_ENG,5/12/2022,44848391,41890550,32831681
OWID_ENG,5/13/2022,44855167,41896880,32842759
OWID_ENG,5/14/2022,44872571,41908303,32856232
OWID_ENG,5/15/2022,44881084,41912849,32862312
OWID_ENG,5/16/2022,44885421,41917742,32872655
OWID_ENG,5/17/2022,44890242,41923051,32884016
OWID_ENG,5/18/2022,44895197,41928298,32895235
OWID_ENG,5/19/2022,44903636,41935266,32906936
OWID_ENG,5/20/2022,44909454,41940795,32917628
OWID_ENG,5/21/2022,44923306,41950554,32929963
OWID_ENG,5/22/2022,44928637,41953884,32934730
OWID_ENG,5/23/2022,44931671,41957741,32943477
OWID_ENG,5/24/2022,44935928,41962087,32952398
OWID_ENG,5/25/2022,44939832,41966416,32961688
OWID_ENG,5/26/2022,44943590,41991082,32971031
OWID_ENG,5/27/2022,44948350,41996547,32979917
OWID_ENG,5/28/2022,44958553,42006801,32990855
OWID_ENG,5/29/2022,44963328,42011131,32995925
OWID_ENG,5/30/2022,44969368,42018274,33005555
OWID_ENG,5/31/2022,44976250,42026346,33015643
OWID_ENG,6/1/2022,44982753,42034112,33025390
OWID_ENG,6/2/2022,44984420,42035697,33027326
OWID_ENG,6/3/2022,44985367,42036658,33028577
OWID_ENG,6/4/2022,44989892,42042327,33034403
OWID_ENG,6/5/2022,44991742,42044572,33036833
OWID_ENG,6/6/2022,44994083,42048616,33044665
OWID_ENG,6/7/2022,44996495,42052633,33052631
OWID_ENG,6/8/2022,45000851,42057669,33060818
OWID_ENG,6/9/2022,45004053,42061775,33068013
OWID_ENG,6/10/2022,45007240,42066537,33075668
OWID_ENG,6/11/2022,45016286,42076205,33085937
OWID_ENG,6/12/2022,45020238,42080334,33090435
OWID_ENG,6/13/2022,45022136,42083915,33096965
OWID_ENG,6/14/2022,45023647,42086764,33103705
OWID_ENG,6/15/2022,45026435,42091008,33110472
OWID_ENG,6/16/2022,45029061,42095053,33117017
OWID_ENG,6/17/2022,45031879,42099245,33123139
OWID_ENG,6/18/2022,45039289,42108166,33131332
OWID_ENG,6/19/2022,45042371,42111541,33134565
OWID_ENG,6/20/2022,45044178,42115497,33140729
OWID_ENG,6/21/2022,45046580,42119633,33147305
OWID_ENG,6/22/2022,45049011,42124060,33154056
OWID_ENG,6/23/2022,45051354,42127788,33160563
OWID_ENG,6/24/2022,45054640,42132642,33167609
OWID_ENG,6/25/2022,45063854,42143101,33177626
OWID_ENG,6/26/2022,45067392,42147407,33181969
OWID_ENG,6/27/2022,45069568,42152710,33189386
OWID_ENG,6/28/2022,45072350,42158402,33196530
OWID_ENG,6/29/2022,45074895,42164176,33203980
OWID_ENG,6/30/2022,45077701,42170260,33210898
OWID_ENG,7/1/2022,45080608,42177090,33217544
OWID_ENG,7/2/2022,45087726,42194403,33225867
OWID_ENG,7/3/2022,45090778,42202222,33229337
OWID_ENG,7/4/2022,45093411,42209073,33235931
OWID_ENG,7/5/2022,45095923,42216234,33242682
OWID_ENG,7/6/2022,45098293,42223882,33249675
OWID_ENG,7/7/2022,45100975,42232008,33256622
OWID_ENG,7/8/2022,45103856,42240706,33263724
OWID_ENG,7/9/2022,45109913,42261485,33271586
OWID_ENG,7/10/2022,45112740,42269948,33274955
OWID_ENG,7/11/2022,45114586,42276331,33281334
OWID_ENG,7/12/2022,45116682,42283095,33288143
OWID_ENG,7/13/2022,45119193,42290841,33295108
OWID_ENG,7/14/2022,45121768,42298804,33301717
OWID_ENG,7/15/2022,45124286,42307065,33308325
OWID_ENG,7/16/2022,45130070,42329200,33316294
OWID_ENG,7/17/2022,45132368,42337753,33319652
OWID_ENG,7/18/2022,45133689,42342904,33324661
OWID_ENG,7/19/2022,45134956,42347786,33329132
OWID_ENG,7/20/2022,45136960,42355211,33335312
OWID_ENG,7/21/2022,45139397,42362993,33340156
OWID_ENG,7/22/2022,45142467,42372749,33346484
OWID_ENG,7/23/2022,45147463,42391829,33353750
OWID_ENG,7/24/2022,45149754,42399738,33356780
OWID_ENG,7/25/2022,45152631,42409066,33363083
OWID_ENG,7/26/2022,45155205,42417119,33369312
OWID_ENG,7/27/2022,45157966,42425387,33375813
OWID_ENG,7/28/2022,45160755,42434095,33381733
OWID_ENG,7/29/2022,45163749,42442363,33387100
OWID_ENG,7/30/2022,45167729,42456465,33393369
OWID_ENG,7/31/2022,45169460,42463117,33396278
OWID_ENG,8/1/2022,45171453,42469845,33401176
OWID_ENG,8/2/2022,45173642,42475448,33405904
OWID_ENG,8/3/2022,45175874,42481859,33410963
OWID_ENG,8/4/2022,45178268,42487969,33415717
OWID_ENG,8/5/2022,45180444,42494345,33420289
OWID_ENG,8/6/2022,45183695,42504841,33425557
OWID_ENG,8/7/2022,45185335,42510206,33427875
OWID_ENG,8/8/2022,45187025,42515854,33432172
OWID_ENG,8/9/2022,45188570,42520292,33436351
OWID_ENG,8/10/2022,45190382,42525193,33440853
OWID_ENG,8/11/2022,45192239,42530230,33445070
OWID_ENG,8/12/2022,45194070,42535178,33448954
OWID_ENG,8/13/2022,45196945,42543811,33453575
OWID_ENG,8/14/2022,45198210,42547799,33455810
OWID_ENG,8/15/2022,45204793,42556309,33461235
OWID_ENG,8/16/2022,45206546,42560881,33465300
OWID_ENG,8/17/2022,45208477,42565664,33469529
OWID_ENG,8/18/2022,45210229,42570295,33473387
OWID_ENG,8/19/2022,45212263,42574975,33477060
OWID_ENG,8/20/2022,45215091,42583117,33481786
OWID_ENG,8/21/2022,45216252,42586424,33483468
OWID_ENG,8/22/2022,45217989,42591213,33487168
OWID_ENG,8/23/2022,45219800,42595894,33491144
OWID_ENG,8/24/2022,45222231,42601849,33495452
OWID_ENG,8/25/2022,45224559,42608671,33500518
OWID_ENG,8/26/2022,45226829,42613654,33504054
OWID_ENG,8/27/2022,45229521,42620535,33507948
OWID_ENG,8/28/2022,45230519,42623209,33509291
OWID_ENG,8/29/2022,45231058,42624337,33509959
OWID_ENG,8/30/2022,45233342,42629512,33514047
OWID_ENG,8/31/2022,45235574,42634817,33518456
OWID_ENG,9/1/2022,45237186,42638179,33525004
OWID_ENG,9/2/2022,45238444,42641144,33531859
OWID_ENG,9/3/2022,45240571,42646895,33538531
OWID_ENG,9/4/2022,45241361,42649398,33541419
OWID_ENG,9/5/2022,45241922,42650938,33551726
OWID_ENG,9/6/2022,45242439,42652579,33575305
OWID_ENG,9/7/2022,45243079,42653942,33611620
OWID_ENG,9/8/2022,45243772,42655276,33663305
OWID_ENG,9/9/2022,45244712,42657115,33714349
OWID_ENG,9/10/2022,45246469,42662159,33770935
OWID_ENG,9/11/2022,45247084,42664071,33800604
OWID_ENG,9/12/2022,45248698,42666187,34183632
OWID_ENG,9/13/2022,45249760,42667988,34611208
OWID_ENG,9/14/2022,45250569,42669359,35083968
OWID_ENG,9/15/2022,45251813,42671720,35588632
OWID_ENG,9/16/2022,45253218,42674123,36091010
OWID_ENG,9/17/2022,45254088,42676634,36792631
OWID_ENG,9/18/2022,45256718,42682975,37074483
OWID_ENG,9/19/2022,45257098,42683418,37180529
OWID_ENG,9/20/2022,45258080,42685163,37712685
OWID_ENG,9/21/2022,45259141,42687069,38277790
OWID_ENG,9/22/2022,45260537,42689008,38864060
OWID_ENG,9/23/2022,45261811,42691141,39397895
OWID_ENG,9/24/2022,45264457,42697664,40324810
OWID_ENG,9/25/2022,45265434,42700117,40615915
OWID_ENG,9/26/2022,45266924,42702356,41074048
OWID_ENG,9/27/2022,45268017,42703980,41630904
OWID_ENG,9/28/2022,45269274,42705700,42233022
OWID_ENG,9/29/2022,45270777,42707630,42855579
OWID_ENG,9/30/2022,45272204,42709856,43425958
OWID_ENG,10/1/2022,45274934,42716090,44570360
OWID_ENG,10/2/2022,45275970,42718917,44869350
OWID_ENG,10/3/2022,45277821,42720803,45329243
OWID_ENG,10/4/2022,45279010,42722252,45886050
OWID_ENG,10/5/2022,45280354,42724067,46475500
OWID_ENG,10/6/2022,45281748,42725832,47076810
OWID_ENG,10/7/2022,45283553,42727881,47609342
OWID_ENG,10/8/2022,45287044,42734556,48788332
OWID_ENG,10/9/2022,45288388,42737455,49079207
OWID_ENG,10/10/2022,45290044,42739681,49540435
OWID_ENG,10/11/2022,45291336,42741251,50087110
OWID_ENG,10/12/2022,45292794,42743057,50649667
OWID_ENG,10/13/2022,45294153,42744835,51205027
OWID_ENG,10/14/2022,45295818,42746968,51726510
OWID_ENG,10/15/2022,45299339,42753300,52892894
OWID_ENG,10/16/2022,45300652,42755779,53196592
OWID_ENG,10/17/2022,45301923,42757501,53649746
OWID_ENG,10/18/2022,45303211,42759042,54189670
OWID_ENG,10/19/2022,45304741,42760899,54761836
OWID_ENG,10/20/2022,45306291,42762880,55335471
OWID_ENG,10/21/2022,45307846,42764946,55837111
OWID_ENG,10/22/2022,45311090,42771048,56795467
OWID_ENG,10/23/2022,45312441,42774257,57043856
OWID_ENG,10/24/2022,45314214,42777104,57430229
OWID_ENG,10/25/2022,45316058,42780243,57875957
OWID_ENG,10/26/2022,45318210,42783732,58297970
OWID_ENG,10/27/2022,45320327,42787341,58737201
OWID_ENG,10/28/2022,45322505,42791109,59139672
OWID_ENG,10/29/2022,45325393,42797063,59848967
OWID_ENG,10/30/2022,45326519,42799691,60056122
OWID_ENG,10/31/2022,45327343,42800762,60384154
OWID_ENG,11/1/2022,45328381,42802078,60741883
OWID_ENG,11/2/2022,45329461,42803504,61088388
OWID_ENG,11/3/2022,45330683,42805091,61447433
OWID_ENG,11/4/2022,45331887,42806898,61788335
OWID_ENG,11/5/2022,45334639,42812632,62424577
OWID_ENG,11/6/2022,45335692,42814637,62597633
OWID_ENG,11/7/2022,45336916,42815913,62845056
OWID_ENG,11/8/2022,45337808,42817125,63128188
OWID_ENG,11/9/2022,45338806,42818514,63395471
OWID_ENG,11/10/2022,45339839,42819851,63660302
OWID_ENG,11/11/2022,45340902,42821495,63910585
OWID_ENG,11/12/2022,45343411,42826959,64332633
OWID_ENG,11/13/2022,45344238,42828646,64439105
OWID_ENG,11/14/2022,45345045,42829974,64611308
OWID_ENG,11/15/2022,45345917,42831224,64806203
OWID_ENG,11/16/2022,45346779,42832402,64985137
OWID_ENG,11/17/2022,45347784,42833783,65166393
OWID_ENG,11/18/2022,45348824,42835384,65335480
OWID_ENG,11/19/2022,45351152,42840626,65633194
OWID_ENG,11/20/2022,45351924,42842246,65698053
OWID_ENG,11/21/2022,45353898,42844564,65820837
OWID_ENG,11/22/2022,45354631,42845605,65964627
OWID_ENG,11/23/2022,45355516,42846733,66093917
OWID_ENG,11/24/2022,45356514,42847979,66219252
OWID_ENG,11/25/2022,45357433,42849534,66342571
OWID_ENG,11/26/2022,45359292,42854137,66533775
OWID_ENG,11/27/2022,45359957,42855736,66573964
