iso,stateName,date,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
USA,Minnesota,10/16/2022,,,,,,,,18309,3246,,,
USA,Minnesota,10/17/2022,,,,,,,,18240,3234,,,
USA,Minnesota,10/18/2022,,,,,,,,18171,3222,,,
USA,Minnesota,10/19/2022,16174560,4370537,71.05,4006697,77.5,286.8,,18102,3210,0.723,3652773.0,64.77
USA,Minnesota,10/20/2022,,,,,,,,18363,3256,,,
USA,Minnesota,10/21/2022,,,,,,,,18625,3303,,,
USA,Minnesota,10/22/2022,,,,,,,,18886,3349,,,
USA,Minnesota,10/23/2022,,,,,,,,19148,3395,,,
USA,Minnesota,10/24/2022,,,,,,,,19409,3442,,,
USA,Minnesota,10/25/2022,,,,,,,,19671,3488,,,
USA,Minnesota,10/26/2022,16392460,4378408,71.16,4013235,77.64,290.67,,19933,3534,0.722,3777892.0,66.99
USA,Minnesota,10/27/2022,,,,,,,,19731,3499,,,
USA,Minnesota,10/28/2022,,,,,,,,19530,3463,,,
USA,Minnesota,10/29/2022,,,,,,,,19329,3427,,,
USA,Minnesota,10/30/2022,,,,,,,,19128,3392,,,
USA,Minnesota,10/31/2022,,,,,,,,18927,3356,,,
USA,Minnesota,11/1/2022,,,,,,,,18726,3320,,,
USA,Minnesota,11/2/2022,16856265,4388677,71.32,4022272,77.82,298.89,,18525,3285,0.71,3888261.0,68.95
USA,Minnesota,11/3/2022,,,,,,,,18168,3221,,,
USA,Minnesota,11/4/2022,,,,,,,,17811,3158,,,
USA,Minnesota,11/5/2022,,,,,,,,17455,3095,,,
USA,Minnesota,11/6/2022,,,,,,,,17098,3032,,,
USA,Minnesota,11/7/2022,,,,,,,,16741,2968,,,
USA,Minnesota,11/8/2022,,,,,,,,16384,2905,,,
USA,Minnesota,11/9/2022,16704760,4395553,71.42,4027605,77.94,296.2,,16027,2842,0.723,3988243.0,70.72
USA,Minnesota,11/10/2022,,,,,,,,15753,2793,,,
USA,Minnesota,11/11/2022,,,,,,,,15478,2745,,,
USA,Minnesota,11/12/2022,,,,,,,,15203,2696,,,
USA,Minnesota,11/13/2022,,,,,,,,14928,2647,,,
USA,Minnesota,11/14/2022,,,,,,,,14654,2598,,,
USA,Minnesota,11/15/2022,,,,,,,,14379,2550,,,
USA,Minnesota,11/16/2022,16837360,4401599,71.51,4032712,78.05,298.55,,14104,2501,0.723,4075819.0,72.27
USA,Minnesota,11/17/2022,,,,,,,,13885,2462,,,
USA,Minnesota,11/18/2022,,,,,,,,13666,2423,,,
USA,Minnesota,11/19/2022,,,,,,,,13446,2384,,,
USA,Minnesota,11/20/2022,,,,,,,,13227,2345,,,
USA,Minnesota,11/21/2022,,,,,,,,13008,2307,,,
USA,Minnesota,11/22/2022,,,,,,,,12789,2268,,,
USA,Minnesota,11/23/2022,17001460,4407044,71.59,4037264,78.14,301.46,,12570,2229,0.722,4153809.0,73.65
USA,Minnesota,11/24/2022,,,,,,,,11897,2110,,,
USA,Minnesota,11/25/2022,,,,,,,,11224,1990,,,
USA,Minnesota,11/26/2022,,,,,,,,10551,1871,,,
USA,Minnesota,11/27/2022,,,,,,,,9878,1752,,,
USA,Minnesota,11/28/2022,,,,,,,,9206,1632,,,
USA,Minnesota,11/29/2022,,,,,,,,8533,1513,,,
USA,Minnesota,11/30/2022,17080960,4410896,71.64,4040479,78.21,302.87,,7860,1394,0.721,4201763.0,74.5
USA,Minnesota,12/1/2022,,,,,,,,8011,1420,,,
USA,Minnesota,12/2/2022,,,,,,,,8161,1447,,,
USA,Minnesota,12/3/2022,,,,,,,,8312,1474,,,
USA,Minnesota,12/4/2022,,,,,,,,8463,1501,,,
USA,Minnesota,12/5/2022,,,,,,,,8613,1527,,,
USA,Minnesota,12/6/2022,,,,,,,,8764,1554,,,
USA,Minnesota,12/7/2022,17184690,4415237,71.72,4044509,78.29,304.71,,8915,1581,0.721,4255795.0,75.46
USA,Minnesota,12/8/2022,,,,,,,,8908,1580,,,
USA,Minnesota,12/9/2022,,,,,,,,8901,1578,,,
USA,Minnesota,12/10/2022,,,,,,,,8894,1577,,,
USA,Minnesota,12/11/2022,,,,,,,,8887,1576,,,
USA,Minnesota,12/12/2022,,,,,,,,8880,1575,,,
USA,Minnesota,12/13/2022,,,,,,,,8873,1573,,,
USA,Minnesota,12/14/2022,17301210,4419726,71.78,4048168,78.37,306.78,,8866,1572,0.719,4309711.0,76.42
USA,Minnesota,12/15/2022,,,,,,,,8625,1529,,,
USA,Minnesota,12/16/2022,,,,,,,,8383,1486,,,
USA,Minnesota,12/17/2022,,,,,,,,8142,1444,,,
USA,Minnesota,12/18/2022,,,,,,,,7900,1401,,,
USA,Minnesota,12/19/2022,,,,,,,,7658,1358,,,
USA,Minnesota,12/20/2022,,,,,,,,7417,1315,,,
USA,Minnesota,12/21/2022,17450000,4423622,71.83,4050922,78.44,309.42,,7175,1272,0.716,4353287.0,77.19
USA,Minnesota,12/22/2022,,,,,,,,6902,1224,,,
USA,Minnesota,12/23/2022,,,,,,,,6628,1175,,,
USA,Minnesota,12/24/2022,,,,,,,,6355,1127,,,
USA,Minnesota,12/25/2022,,,,,,,,6081,1078,,,
USA,Minnesota,12/26/2022,,,,,,,,5808,1030,,,
USA,Minnesota,12/27/2022,,,,,,,,5535,981,,,
USA,Minnesota,12/28/2022,17484960,4426639,71.87,4053333,78.49,310.04,,5261,933,0.717,4384687.0,77.75
USA,Minnesota,12/29/2022,,,,,,,,5121,908,,,
USA,Minnesota,12/30/2022,,,,,,,,4981,883,,,
USA,Minnesota,12/31/2022,,,,,,,,4841,858,,,
USA,Minnesota,1/1/2023,,,,,,,,4701,834,,,
USA,Minnesota,1/2/2023,,,,,,,,4561,809,,,
USA,Minnesota,1/3/2023,,,,,,,,4421,784,,,
USA,Minnesota,1/4/2023,17568150,4429193,71.91,4055673,78.54,311.51,,4281,759,0.715,4409763.0,78.19
USA,Minnesota,1/5/2023,,,,,,,,4152,736,,,
USA,Minnesota,1/6/2023,,,,,,,,4022,713,,,
USA,Minnesota,1/7/2023,,,,,,,,3892,690,,,
USA,Minnesota,1/8/2023,,,,,,,,3762,667,,,
USA,Minnesota,1/9/2023,,,,,,,,3632,644,,,
USA,Minnesota,1/10/2023,,,,,,,,3502,621,,,
USA,Minnesota,1/11/2023,17667340,4431624,71.95,4057761,78.58,313.27,,3373,598,0.712,4428852.0,78.53
USA,Minnesota,1/12/2023,,,,,,,,3484,618,,,
USA,Minnesota,1/13/2023,,,,,,,,3595,637,,,
USA,Minnesota,1/14/2023,,,,,,,,3706,657,,,
USA,Minnesota,1/15/2023,,,,,,,,3818,677,,,
USA,Minnesota,1/16/2023,,,,,,,,3929,697,,,
USA,Minnesota,1/17/2023,,,,,,,,4040,716,,,
USA,Minnesota,1/18/2023,17711330,4434654,72,4060270,78.63,314.05,,4152,736,0.712,4452375.0,78.95
USA,Minnesota,1/19/2023,,,,,,,,4016,712,,,
USA,Minnesota,1/20/2023,,,,,,,,3881,688,,,
USA,Minnesota,1/21/2023,,,,,,,,3745,664,,,
USA,Minnesota,1/22/2023,,,,,,,,3609,640,,,
USA,Minnesota,1/23/2023,,,,,,,,3474,616,,,
USA,Minnesota,1/24/2023,,,,,,,,3338,592,,,
USA,Minnesota,1/25/2023,17797890,4437291,72.03,4062341,78.68,315.59,,3203,568,0.71,4470086.0,79.26
USA,Minnesota,1/26/2023,,,,,,,,3144,557,,,
USA,Minnesota,1/27/2023,,,,,,,,3086,547,,,
USA,Minnesota,1/28/2023,,,,,,,,3027,537,,,
USA,Minnesota,1/29/2023,,,,,,,,2969,526,,,
USA,Minnesota,1/30/2023,,,,,,,,2910,516,,,
USA,Minnesota,1/31/2023,,,,,,,,2852,506,,,
USA,Minnesota,2/1/2023,17848040,4439695,72.07,4064209,78.72,316.48,,2793,495,0.709,4485368.0,79.53
USA,Minnesota,2/2/2023,,,,,,,,2758,489,,,
USA,Minnesota,2/3/2023,,,,,,,,2722,483,,,
USA,Minnesota,2/4/2023,,,,,,,,2686,476,,,
USA,Minnesota,2/5/2023,,,,,,,,2650,470,,,
USA,Minnesota,2/6/2023,,,,,,,,2614,464,,,
USA,Minnesota,2/7/2023,,,,,,,,2579,457,,,
USA,Minnesota,2/8/2023,17900210,4441877,72.1,4066026,78.76,317.4,,2543,451,0.708,4499168.0,79.78
USA,Minnesota,2/9/2023,,,,,,,,2503,444,,,
USA,Minnesota,2/10/2023,,,,,,,,2463,437,,,
USA,Minnesota,2/11/2023,,,,,,,,2424,430,,,
USA,Minnesota,2/12/2023,,,,,,,,2384,423,,,
USA,Minnesota,2/13/2023,,,,,,,,2344,416,,,
USA,Minnesota,2/14/2023,,,,,,,,2305,409,,,
USA,Minnesota,2/15/2023,17956630,4443908,72.13,4067688,78.8,318.4,,2265,402,0.707,4511329.0,79.99
USA,Minnesota,2/16/2023,,,,,,,,2239,397,,,
USA,Minnesota,2/17/2023,,,,,,,,2213,392,,,
USA,Minnesota,2/18/2023,,,,,,,,2188,388,,,
USA,Minnesota,2/19/2023,,,,,,,,2162,383,,,
USA,Minnesota,2/20/2023,,,,,,,,2136,379,,,
USA,Minnesota,2/21/2023,,,,,,,,2110,374,,,
USA,Minnesota,2/22/2023,18012770,4445867,72.15,4069225,78.83,319.4,,2085,370,0.705,4522425.0,80.19
USA,Minnesota,2/23/2023,,,,,,,,1992,353,,,
USA,Minnesota,2/24/2023,,,,,,,,1899,337,,,
USA,Minnesota,2/25/2023,,,,,,,,1806,320,,,
USA,Minnesota,2/26/2023,,,,,,,,1714,304,,,
USA,Minnesota,2/27/2023,,,,,,,,1621,287,,,
USA,Minnesota,2/28/2023,,,,,,,,1528,271,,,
USA,Minnesota,3/1/2023,18049700,4447240,72.18,4070427,78.86,320.05,,1435,254,0.705,4529898.0,80.32
USA,Minnesota,3/2/2023,,,,,,,,1478,262,,,
USA,Minnesota,3/3/2023,,,,,,,,1520,270,,,
USA,Minnesota,3/4/2023,,,,,,,,1562,277,,,
USA,Minnesota,3/5/2023,,,,,,,,1604,284,,,
USA,Minnesota,3/6/2023,,,,,,,,1646,292,,,
USA,Minnesota,3/7/2023,,,,,,,,1688,299,,,
USA,Minnesota,3/8/2023,18114520,4449129,72.2,4071907,78.89,321.2,,1730,307,0.703,4538640.0,80.48
USA,Minnesota,3/9/2023,,,,,,,,1732,307,,,
USA,Minnesota,3/10/2023,,,,,,,,1733,307,,,
USA,Minnesota,3/11/2023,,,,,,,,1735,308,,,
USA,Minnesota,3/12/2023,,,,,,,,1736,308,,,
USA,Minnesota,3/13/2023,,,,,,,,1738,308,,,
USA,Minnesota,3/14/2023,,,,,,,,1739,308,,,
USA,Minnesota,3/15/2023,18157630,4450863,72.23,4073346,78.92,321.96,,1741,309,0.702,4547652.0,80.64
USA,Minnesota,3/16/2023,,,,,,,,1707,303,,,
USA,Minnesota,3/17/2023,,,,,,,,1674,297,,,
USA,Minnesota,3/18/2023,,,,,,,,1640,291,,,
USA,Minnesota,3/19/2023,,,,,,,,1606,285,,,
USA,Minnesota,3/20/2023,,,,,,,,1573,279,,,
USA,Minnesota,3/21/2023,,,,,,,,1539,273,,,
USA,Minnesota,3/22/2023,18206190,4452494,72.25,4074634,78.95,322.83,,1506,267,0.7,4555272.0,80.77
USA,Minnesota,3/23/2023,,,,,,,,1509,268,,,
USA,Minnesota,3/24/2023,,,,,,,,1511,268,,,
USA,Minnesota,3/25/2023,,,,,,,,1514,268,,,
USA,Minnesota,3/26/2023,,,,,,,,1517,269,,,
USA,Minnesota,3/27/2023,,,,,,,,1520,270,,,
USA,Minnesota,3/28/2023,,,,,,,,1523,270,,,
USA,Minnesota,3/29/2023,18247820,4454039,72.27,4075988,78.98,323.56,,1526,271,0.699,4563057.0,80.91
USA,Minnesota,3/30/2023,,,,,,,,1514,268,,,
USA,Minnesota,3/31/2023,,,,,,,,1501,266,,,
USA,Minnesota,4/1/2023,,,,,,,,1489,264,,,
USA,Minnesota,4/2/2023,,,,,,,,1476,262,,,
USA,Minnesota,4/3/2023,,,,,,,,1464,260,,,
USA,Minnesota,4/4/2023,,,,,,,,1451,257,,,
USA,Minnesota,4/5/2023,18292600,4455545,72.3,4077187,79,324.36,,1438,255,0.698,4570421.0,81.04
USA,Minnesota,4/6/2023,,,,,,,,1407,249,,,
USA,Minnesota,4/7/2023,,,,,,,,1375,244,,,
USA,Minnesota,4/8/2023,,,,,,,,1343,238,,,
USA,Minnesota,4/9/2023,,,,,,,,1312,233,,,
USA,Minnesota,4/10/2023,,,,,,,,1280,227,,,
USA,Minnesota,4/11/2023,,,,,,,,1248,221,,,
USA,Minnesota,4/12/2023,18341950,4456951,72.32,4078309,79.03,325.23,,1217,216,0.697,4576410.0,81.15
USA,Minnesota,4/13/2023,,,,,,,,1221,217,,,
USA,Minnesota,4/14/2023,,,,,,,,1226,217,,,
USA,Minnesota,4/15/2023,,,,,,,,1231,218,,,
USA,Minnesota,4/16/2023,,,,,,,,1236,219,,,
USA,Minnesota,4/17/2023,,,,,,,,1240,220,,,
USA,Minnesota,4/18/2023,,,,,,,,1245,221,,,
USA,Minnesota,4/19/2023,18377260,4458250,72.34,4079456,79.05,325.86,,1250,222,0.696,4582713.0,81.26
USA,Minnesota,4/20/2023,,,,,,,,1258,223,,,
USA,Minnesota,4/21/2023,,,,,,,,1265,224,,,
USA,Minnesota,4/22/2023,,,,,,,,1273,226,,,
USA,Minnesota,4/23/2023,,,,,,,,1281,227,,,
USA,Minnesota,4/24/2023,,,,,,,,1289,229,,,
USA,Minnesota,4/25/2023,,,,,,,,1297,230,,,
USA,Minnesota,4/26/2023,18431600,4459500,72.35,4080420,79.07,326.82,,1305,231,0.694,4589631.0,81.38
USA,Minnesota,4/27/2023,,,,,,,,1409,250,,,
USA,Minnesota,4/28/2023,,,,,,,,1513,268,,,
USA,Minnesota,4/29/2023,,,,,,,,1617,287,,,
USA,Minnesota,4/30/2023,,,,,,,,1721,305,,,
USA,Minnesota,5/1/2023,,,,,,,,1825,324,,,
USA,Minnesota,5/2/2023,,,,,,,,1930,342,,,
USA,Minnesota,5/3/2023,18479860,4460712,72.37,4081331,79.1,327.68,,2034,361,0.693,4601745.0,81.6
USA,Minnesota,5/4/2023,,,,,,,,2070,367,,,
USA,Minnesota,5/5/2023,,,,,,,,2107,374,,,
USA,Minnesota,5/6/2023,,,,,,,,2143,380,,,
USA,Minnesota,5/7/2023,,,,,,,,2179,386,,,
USA,Minnesota,5/8/2023,,,,,,,,2216,393,,,
USA,Minnesota,5/9/2023,,,,,,,,2252,399,,,
USA,Minnesota,5/10/2023,18519240,4461994,72.39,4082263,79.12,328.38,,2289,406,0.693,4615551.0,81.84
USA,Mississippi,1/12/2021,212050,45733,0.16,4832,1.54,7.12,,,,0.257,,
USA,Mississippi,1/13/2021,218825,51588,0.19,5722,1.73,7.35,6745,6745,2266,0.28,,
USA,Mississippi,1/14/2021,219800,64654,,,2.17,7.39,10559,8652,2907,0.327,,
USA,Mississippi,1/15/2021,233550,75885,0.28,8396,2.55,7.85,12480,9928,3336,0.361,,
USA,Mississippi,1/16/2021,,,,,,,,9274,3116,,,
USA,Mississippi,1/17/2021,,,,,,,,8881,2984,,,
USA,Mississippi,1/18/2021,,,,,,,,8620,2896,,,
USA,Mississippi,1/19/2021,233550,103946,0.32,9545,3.49,7.85,,8433,2834,0.486,,
USA,Mississippi,1/20/2021,307950,112525,0.34,9979,3.78,10.35,9014,8757,2942,0.398,,
USA,Mississippi,1/21/2021,334800,124931,0.39,11567,4.2,11.25,14105,9263,3112,0.408,,
USA,Mississippi,1/22/2021,346400,136902,0.45,13423,4.6,11.64,13833,9457,3178,0.435,,
USA,Mississippi,1/23/2021,358100,136902,0.45,13423,4.6,12.03,0,8412,2826,0.42,,
USA,Mississippi,1/24/2021,358100,161507,0.53,15918,5.43,12.03,27112,11241,3777,0.496,,
USA,Mississippi,1/25/2021,358100,164715,0.54,16034,5.53,12.03,3324,10671,3586,0.505,,
USA,Mississippi,1/26/2021,372050,165668,0.54,16134,5.57,12.5,1053,9777,3285,0.489,,
USA,Mississippi,1/27/2021,396550,172522,0.59,17499,5.8,13.32,8226,9665,3247,0.48,,
USA,Mississippi,1/28/2021,418050,181550,0.65,19475,6.1,14.05,11008,9222,3099,0.481,,
USA,Mississippi,1/29/2021,425000,191145,0.72,21354,6.42,14.28,11501,8889,2987,0.501,,
USA,Mississippi,1/30/2021,425000,199419,0.77,22816,6.7,14.28,9739,10280,3454,0.523,,
USA,Mississippi,1/31/2021,425000,211689,0.82,24455,7.11,14.28,13914,8395,2821,0.556,,
USA,Mississippi,2/1/2021,425000,213525,0.84,25077,7.17,14.28,2458,8271,2779,0.562,,
USA,Mississippi,2/2/2021,438100,214460,0.85,25408,7.21,14.72,1266,8302,2790,0.548,,
USA,Mississippi,2/3/2021,484850,222860,0.93,27786,7.49,16.29,10780,8667,2912,0.517,,
USA,Mississippi,2/4/2021,494975,222860,0.93,27786,7.49,16.63,0,7094,2384,0.507,,
USA,Mississippi,2/5/2021,495950,238039,1.26,37572,8,16.66,24979,9019,3030,0.556,,
USA,Mississippi,2/6/2021,515450,252569,1.6,47607,8.49,17.32,24580,11140,3743,0.583,,
USA,Mississippi,2/7/2021,515450,264586,1.89,56140,8.89,17.32,20568,12090,4062,0.623,,
USA,Mississippi,2/8/2021,515450,267797,1.99,59325,9,17.32,6397,12653,4251,0.635,,
USA,Mississippi,2/9/2021,536625,268534,2.02,60237,9.02,18.03,1650,12708,4270,0.613,,
USA,Mississippi,2/10/2021,570075,277287,2.28,67829,9.32,19.15,16428,13515,4541,0.606,,
USA,Mississippi,2/11/2021,601625,286055,2.65,78802,9.61,20.21,19893,16356,5496,0.607,,
USA,Mississippi,2/12/2021,609025,296066,3.01,89697,9.95,20.46,20933,15778,5301,0.634,,
USA,Mississippi,2/13/2021,613900,303627,3.48,103462,10.2,20.63,21390,15323,5149,0.664,,
USA,Mississippi,2/14/2021,614100,312244,3.84,114284,10.49,20.63,19475,15167,5096,0.696,,
USA,Mississippi,2/15/2021,,,,,,,,15050,5057,,,
USA,Mississippi,2/16/2021,614100,318006,4.02,119684,10.69,20.63,,15612,5246,0.714,,
USA,Mississippi,2/17/2021,614100,318006,4.02,119684,10.69,20.63,0,13265,4457,0.714,,
USA,Mississippi,2/18/2021,616050,318006,4.02,119684,10.69,20.7,0,10423,3502,0.712,,
USA,Mississippi,2/19/2021,647825,341669,4.43,131916,11.48,21.77,35940,12567,4223,0.732,,
USA,Mississippi,2/20/2021,650750,345108,4.56,135591,11.6,21.87,7120,10529,3538,0.74,,
USA,Mississippi,2/21/2021,650750,349797,4.72,140550,11.75,21.87,9693,9131,3068,0.755,,
USA,Mississippi,2/22/2021,650750,356924,4.98,148214,11.99,21.87,7938,9468,3181,0.767,,
USA,Mississippi,2/23/2021,720795,360349,5.09,151492,12.11,24.22,6600,9613,3230,0.702,,
USA,Mississippi,2/24/2021,767265,368736,5.46,162441,12.39,25.78,19807,12443,4181,0.685,,
USA,Mississippi,2/25/2021,801035,369045,5.48,163033,12.4,26.92,519,12517,4206,0.657,,
USA,Mississippi,2/26/2021,842935,387299,6.23,185527,13.01,28.32,41295,13282,4463,0.673,,
USA,Mississippi,2/27/2021,869955,401141,6.65,197908,13.48,29.23,26177,16004,5377,0.682,,
USA,Mississippi,2/28/2021,869955,413930,7.08,210798,13.91,29.23,25798,18305,6151,0.712,,
USA,Mississippi,3/1/2021,869955,422306,7.39,220044,14.19,29.23,17865,19723,6627,0.732,,
USA,Mississippi,3/2/2021,898945,427476,7.53,224099,14.36,30.2,9324,20112,6758,0.719,,
USA,Mississippi,3/3/2021,942435,438143,7.81,232494,14.72,31.67,19332,20044,6735,0.706,,
USA,Mississippi,3/4/2021,1005145,448882,8.11,241445,15.08,33.77,19838,22804,7662,0.682,,
USA,Mississippi,3/5/2021,1059665,463252,8.46,251916,15.57,35.61,24950,20469,6878,0.671,,
USA,Mississippi,3/6/2021,1067855,480626,8.73,259941,16.15,35.88,26266,20482,6882,0.69,,
USA,Mississippi,3/7/2021,1067855,498585,9.05,269236,16.75,35.88,27873,20778,6982,0.716,,
USA,Mississippi,3/8/2021,1067855,506410,9.37,278797,17.02,35.88,11573,19879,6679,0.727,,
USA,Mississippi,3/9/2021,1089955,509358,9.42,280373,17.11,36.62,4377,19173,6442,0.716,,
USA,Mississippi,3/10/2021,1147355,523070,9.74,289830,17.58,38.55,20657,19362,6506,0.698,,
USA,Mississippi,3/11/2021,1195775,538774,10.03,298373,18.1,40.18,22298,19713,6624,0.689,,
USA,Mississippi,3/12/2021,1218895,539704,10.04,298916,18.13,40.96,924,16281,5470,0.676,,
USA,Mississippi,3/13/2021,1239205,589064,10.96,326150,19.79,41.64,72456,22880,7688,0.724,,
USA,Mississippi,3/14/2021,1239205,589211,10.96,326212,19.8,41.64,0,18898,6350,0.724,,
USA,Mississippi,3/15/2021,1239205,593525,11.06,329254,19.94,41.64,7082,18256,6134,0.73,,
USA,Mississippi,3/16/2021,1249855,595233,11.08,329647,20,42,2074,17927,6024,0.725,,
USA,Mississippi,3/17/2021,1314855,604746,11.28,335856,20.32,44.18,15273,17158,5765,0.701,,
USA,Mississippi,3/18/2021,1367555,617430,11.53,343155,20.75,45.95,19489,16757,5630,0.688,,
USA,Mississippi,3/19/2021,1393855,623350,11.62,345733,20.94,46.83,7777,17736,5959,0.681,,
USA,Mississippi,3/20/2021,1418475,637529,11.95,355649,21.42,47.66,23444,10734,3607,0.685,,
USA,Mississippi,3/21/2021,1418475,652213,12.3,366074,21.91,47.66,24375,14216,4777,0.703,,
USA,Mississippi,3/22/2021,1418475,655574,12.4,368968,22.03,47.66,5794,14032,4715,0.707,,
USA,Mississippi,3/23/2021,1441325,656843,12.44,370096,22.07,48.43,2270,14060,4724,0.697,,
USA,Mississippi,3/24/2021,1502835,666971,12.78,380419,22.41,50.5,20643,14827,4982,0.682,,
USA,Mississippi,3/25/2021,1557815,679635,13.19,392516,22.84,52.34,24323,15518,5214,0.674,,
USA,Mississippi,3/26/2021,1594445,680180,13.21,393105,22.85,53.57,586,14491,4869,0.659,,
USA,Mississippi,3/27/2021,1614655,703555,13.9,413621,23.64,54.25,42463,17208,5782,0.677,,
USA,Mississippi,3/28/2021,1614655,704342,13.94,414910,23.67,54.25,1451,13933,4682,0.678,,
USA,Mississippi,3/29/2021,1614655,722545,14.71,437795,24.28,54.25,40201,18848,6333,0.702,,
USA,Mississippi,3/30/2021,1629955,724564,14.76,439203,24.35,54.77,2983,18950,6367,0.698,,
USA,Mississippi,3/31/2021,1698485,734671,15.15,450944,24.69,57.07,21293,19043,6399,0.682,,
USA,Mississippi,4/1/2021,1778095,735846,15.19,452143,24.72,59.74,1645,15803,5310,0.652,,
USA,Mississippi,4/2/2021,1806235,748540,15.78,469781,25.15,60.69,29245,19897,6685,0.658,,
USA,Mississippi,4/3/2021,1843015,760076,16.34,486269,25.54,61.93,26861,17668,5937,0.66,,
USA,Mississippi,4/4/2021,1843015,770946,16.82,500469,25.9,61.93,24714,20992,7053,0.673,,
USA,Mississippi,4/5/2021,1843015,771190,16.82,500607,25.91,61.93,63,15258,5127,0.673,,
USA,Mississippi,4/6/2021,1877585,774420,16.95,504324,26.02,63.09,7512,15905,5344,0.665,,
USA,Mississippi,4/7/2021,1959355,782672,17.32,515423,26.3,65.84,18576,15517,5214,0.647,,
USA,Mississippi,4/8/2021,2005305,793569,17.77,528936,26.66,67.38,22580,18507,6218,0.643,,
USA,Mississippi,4/9/2021,2031745,805698,18.19,541374,27.07,68.27,22815,17589,5910,0.646,,
USA,Mississippi,4/10/2021,2074625,817143,18.7,556642,27.46,69.71,25143,17343,5827,0.645,,
USA,Mississippi,4/11/2021,2074625,829854,19.2,571472,27.88,69.71,25707,17485,5875,0.657,,
USA,Mississippi,4/12/2021,2074625,830197,19.21,571808,27.9,69.71,192,17504,5881,0.657,,
USA,Mississippi,4/13/2021,2104535,835329,19.38,576869,28.07,70.71,9419,17776,5973,0.652,,
USA,Mississippi,4/14/2021,2119115,844054,19.79,588887,28.36,71.2,19731,17941,6028,0.657,,
USA,Mississippi,4/15/2021,2153055,851908,20.14,599482,28.62,72.34,18063,17296,5812,0.655,,
USA,Mississippi,4/16/2021,2213315,859885,20.51,610460,28.89,74.37,18900,16736,5623,0.646,,
USA,Mississippi,4/17/2021,2246015,860361,20.53,611057,28.91,75.47,534,13221,4442,0.637,,
USA,Mississippi,4/18/2021,2246015,875338,21.26,632832,29.41,75.47,36760,14800,4973,0.653,,
USA,Mississippi,4/19/2021,2246015,875596,21.28,633227,29.42,75.47,370,14825,4981,0.653,,
USA,Mississippi,4/20/2021,2256545,878231,21.39,636577,29.51,75.82,6103,14352,4822,0.653,,
USA,Mississippi,4/21/2021,2298885,883421,21.67,644899,29.68,77.24,13499,13461,4523,0.647,,
USA,Mississippi,4/22/2021,2343765,892394,21.92,652463,29.98,78.75,16440,13229,4445,0.641,,
USA,Mississippi,4/23/2021,2357695,897932,22.26,662463,30.17,79.22,15500,12744,4282,0.644,,
USA,Mississippi,4/24/2021,2381005,898385,22.28,662955,30.19,80,472,12735,4279,0.638,,
USA,Mississippi,4/25/2021,2381005,898809,22.32,664261,30.2,80,1245,7661,2574,0.639,,
USA,Mississippi,4/26/2021,2381005,898947,22.33,664461,30.21,80,112,7624,2562,0.639,,
USA,Mississippi,4/27/2021,2382275,911491,23.04,685690,30.63,80.05,34718,11712,3935,0.653,,
USA,Mississippi,4/28/2021,2391815,914846,23.25,691913,30.74,80.37,9567,11151,3747,0.654,,
USA,Mississippi,4/29/2021,2415815,915125,23.27,692450,30.75,81.17,437,8864,2978,0.648,,
USA,Mississippi,4/30/2021,2433685,925448,23.78,707684,31.1,81.77,25778,10333,3472,0.654,,
USA,Mississippi,5/1/2021,2464025,925776,23.79,707954,31.11,82.79,288,10306,3463,0.646,,
USA,Mississippi,5/2/2021,2465195,926007,23.8,708343,31.11,82.83,401,10186,3423,0.646,,
USA,Mississippi,5/3/2021,2465195,926138,23.81,708566,31.12,82.83,102,10184,3422,0.646,,
USA,Mississippi,5/4/2021,2468665,935532,24.32,723710,31.43,82.95,24675,8750,2940,0.655,,
USA,Mississippi,5/5/2021,2473465,939012,24.49,728948,31.55,83.11,8692,8625,2898,0.657,,
USA,Mississippi,5/6/2021,2476805,939823,24.52,729619,31.58,83.22,865,8686,2919,0.657,,
USA,Mississippi,5/7/2021,2490385,947646,24.92,741553,31.84,83.68,19790,7830,2631,0.661,,
USA,Mississippi,5/8/2021,2496365,951358,25.11,747305,31.97,83.88,9389,9131,3068,0.663,,
USA,Mississippi,5/9/2021,2496365,951726,25.13,747819,31.98,83.88,377,9127,3067,0.663,,
USA,Mississippi,5/10/2021,2496365,951856,25.13,747996,31.98,83.88,1,9113,3062,0.663,,
USA,Mississippi,5/11/2021,2503565,959682,25.49,758688,32.25,84.12,18416,8219,2762,0.669,,
USA,Mississippi,5/12/2021,2517255,959905,25.5,759007,32.25,84.58,262,7014,2357,0.665,,
USA,Mississippi,5/13/2021,2520735,960093,25.51,759328,32.26,84.7,207,6920,2325,0.664,,
USA,Mississippi,5/14/2021,2526875,965569,25.77,766964,32.44,84.9,12876,5933,1994,0.668,,
USA,Mississippi,5/15/2021,2529915,965874,25.78,767334,32.45,85.01,305,4635,1557,0.667,,
USA,Mississippi,5/16/2021,2529915,966159,25.79,767645,32.46,85.01,330,4628,1555,0.667,,
USA,Mississippi,5/17/2021,2529915,966236,25.8,767726,32.47,85.01,1,4628,1555,0.667,,
