iso,stateName,date,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
USA,Minnesota,1/9/2022,11246360,4065386,66.01,3722978,72.09,199.42,29456,21899,3883,0.83,1871260.0,33.18
USA,Minnesota,1/10/2022,11246630,4065571,66.02,3723010,72.09,199.42,65,19541,3465,0.83,1871110.0,33.18
USA,Minnesota,1/11/2022,11256000,4069530,66.08,3726860,72.16,199.59,22643,20408,3619,0.832,1886151.0,33.44
USA,Minnesota,1/12/2022,11295400,4073743,66.13,3729407,72.23,200.29,18346,20257,3592,0.83,1897865.0,33.65
USA,Minnesota,1/13/2022,11325470,4078577,66.19,3732963,72.32,200.82,21331,20519,3638,0.83,1910994.0,33.89
USA,Minnesota,1/14/2022,11356950,4083346,66.25,3736410,72.4,201.38,23225,20135,3570,0.83,1926158.0,34.15
USA,Minnesota,1/15/2022,11382550,4088193,66.31,3739833,72.49,201.83,23205,19753,3503,0.83,1941243.0,34.42
USA,Minnesota,1/16/2022,,,,,,,,15563,2760,,,
USA,Minnesota,1/17/2022,,,,,,,,15571,2761,,,
USA,Minnesota,1/18/2022,11388950,4088802,66.32,3739984,72.5,201.94,,12354,2191,0.83,1940866.0,34.41
USA,Minnesota,1/19/2022,11424550,4110205,66.54,3752721,72.88,202.58,61309,18491,3279,0.832,1969869.0,34.93
USA,Minnesota,1/20/2022,11446090,4114112,66.59,3755686,72.95,202.96,18586,18099,3209,0.832,1981746.0,35.14
USA,Minnesota,1/21/2022,11476500,4117869,66.65,3759065,73.02,203.5,17931,17343,3075,0.832,1992658.0,35.33
USA,Minnesota,1/22/2022,11521870,4122566,66.72,3762765,73.1,204.3,21506,17100,3032,0.83,2005996.0,35.57
USA,Minnesota,1/23/2022,11522170,4126807,66.78,3765973,73.18,204.31,20496,20010,3548,0.832,2019139.0,35.8
USA,Minnesota,1/24/2022,11522170,4127249,66.78,3766141,73.18,204.31,758,20101,3564,0.832,2019295.0,35.81
USA,Minnesota,1/25/2022,11531170,4128883,66.79,3766943,73.21,204.47,7166,21107,3743,0.832,2024098.0,35.89
USA,Minnesota,1/26/2022,11552070,4131915,66.84,3769507,73.27,204.84,13474,14274,2531,0.832,2032086.0,36.03
USA,Minnesota,1/27/2022,11570770,4135138,66.89,3772286,73.32,205.17,15349,13811,2449,0.832,2041557.0,36.2
USA,Minnesota,1/28/2022,11591870,4139506,66.94,3775150,73.4,205.54,16570,13617,2415,0.832,2051022.0,36.37
USA,Minnesota,1/29/2022,11619070,4143495,67,3778716,73.47,206.03,18664,13211,2343,0.831,2062247.0,36.57
USA,Minnesota,1/30/2022,11619670,4147317,67.07,3782546,73.54,206.04,17825,12829,2275,0.833,2072539.0,36.75
USA,Minnesota,1/31/2022,11619670,4147512,67.07,3782674,73.54,206.04,448,12785,2267,0.833,2072672.0,36.75
USA,Minnesota,2/1/2022,11624570,4148707,67.09,3783597,73.56,206.12,4704,12433,2205,0.833,2075288.0,36.8
USA,Minnesota,2/2/2022,11639870,4151649,67.14,3786409,73.62,206.39,12131,12242,2171,0.833,2081751.0,36.91
USA,Minnesota,2/3/2022,11660870,4154578,67.19,3789527,73.67,206.77,13533,11982,2125,0.833,2089410.0,37.05
USA,Minnesota,2/4/2022,11671670,4157649,67.25,3792876,73.72,206.96,14517,11689,2073,0.833,2097598.0,37.19
USA,Minnesota,2/5/2022,11672770,4160470,67.31,3796302,73.77,206.98,12845,10858,1925,0.834,2104300.0,37.31
USA,Minnesota,2/6/2022,11676470,4160712,67.32,3796416,73.78,207.04,183,8337,1478,0.834,2104133.0,37.31
USA,Minnesota,2/7/2022,11676470,4164867,67.41,3801866,73.85,207.04,19750,11095,1967,0.836,2114400.0,37.49
USA,Minnesota,2/8/2022,11703170,4166114,67.44,3803322,73.87,207.52,5960,11274,1999,0.834,2117685.0,37.55
USA,Minnesota,2/9/2022,11733470,4168246,67.49,3805957,73.91,208.05,9128,10845,1923,0.833,2122087.0,37.63
USA,Minnesota,2/10/2022,11749270,4170396,67.54,3808729,73.95,208.33,9897,10326,1831,0.832,2127142.0,37.72
USA,Minnesota,2/11/2022,11762970,4172455,67.59,3811848,73.98,208.58,11079,9835,1744,0.832,2133143.0,37.82
USA,Minnesota,2/12/2022,11775770,4174298,67.65,3815105,74.02,208.8,10122,9446,1675,0.832,2138245.0,37.91
USA,Minnesota,2/13/2022,11777070,4176187,67.71,3818347,74.05,208.83,10040,10854,1925,0.833,2143214.0,38.0
USA,Minnesota,2/14/2022,11777070,4176257,67.71,3818373,74.05,208.83,1,8032,1424,0.833,2143121.0,38.0
USA,Minnesota,2/15/2022,11791770,4177767,67.75,3820713,74.08,209.09,8297,8366,1483,0.833,2147644.0,38.08
USA,Minnesota,2/16/2022,11797970,4179003,67.78,3822609,74.1,209.2,6286,7960,1411,0.833,2150846.0,38.14
USA,Minnesota,2/17/2022,11883970,4180783,67.82,3824931,74.13,210.72,9930,7965,1412,0.828,2156761.0,38.24
USA,Minnesota,2/18/2022,11897470,4182392,67.87,3827639,74.16,210.96,8902,7654,1357,0.828,2161423.0,38.33
USA,Minnesota,2/19/2022,11914970,4183752,67.92,3830382,74.18,211.27,8122,7368,1306,0.827,2165484.0,38.4
USA,Minnesota,2/20/2022,,,,,,,,5938,1053,,,
USA,Minnesota,2/21/2022,,,,,,,,5942,1054,,,
USA,Minnesota,2/22/2022,11919970,4183932,67.92,3830464,74.19,211.36,,4761,844,0.827,2165319.0,38.39
USA,Minnesota,2/23/2022,11929670,4187447,68.05,3837559,74.25,211.53,21072,6874,1219,0.828,2175900.0,38.58
USA,Minnesota,2/24/2022,11948370,4188548,68.09,3839758,74.27,211.86,6433,6374,1130,0.827,2179071.0,38.64
USA,Minnesota,2/25/2022,11964770,4189608,68.12,3841833,74.29,212.16,6429,6021,1068,0.826,2182425.0,38.7
USA,Minnesota,2/26/2022,11972970,4190788,68.16,3844130,74.31,212.3,6694,5817,1031,0.826,2185697.0,38.76
USA,Minnesota,2/27/2022,,,,,,,,6605,1171,,,
USA,Minnesota,2/28/2022,11982670,4192607,68.23,3848121,74.34,212.47,,7394,1311,0.827,2191059.0,38.85
USA,Minnesota,3/1/2022,11987070,4193013,68.25,3848796,74.35,212.55,1999,7675,1361,0.827,2191983.0,38.87
USA,Minnesota,3/2/2022,11992370,4194280,68.29,3851084,74.37,212.64,6917,5653,1002,0.827,2195385.0,38.93
USA,Minnesota,3/3/2022,12002070,4195376,68.32,3852940,74.39,212.82,6222,5623,997,0.827,2198712.0,38.99
USA,Minnesota,3/4/2022,12014170,4196417,68.34,3854381,74.41,213.03,5222,5450,966,0.826,2201514.0,39.04
USA,Minnesota,3/5/2022,12021870,4197337,68.37,3855691,74.43,213.17,4860,5188,920,0.826,2204185.0,39.08
USA,Minnesota,3/6/2022,12021870,4198406,68.4,3857492,74.44,213.17,6254,5289,938,0.827,2207630.0,39.14
USA,Minnesota,3/7/2022,12021870,4198915,68.41,3858272,74.45,213.17,2703,4882,866,0.827,2209076.0,39.17
USA,Minnesota,3/8/2022,12027670,4199197,68.42,3858620,74.46,213.27,1128,4758,844,0.826,2209596.0,39.18
USA,Minnesota,3/9/2022,12032270,4200119,68.44,3859831,74.48,213.35,4340,4390,778,0.827,2211861.0,39.22
USA,Minnesota,3/10/2022,12040470,4200995,68.46,3860960,74.49,213.5,4526,4148,736,0.826,2214417.0,39.27
USA,Minnesota,3/11/2022,12045570,4201738,68.48,3862126,74.5,213.59,4242,4008,711,0.826,2216790.0,39.31
USA,Minnesota,3/12/2022,12045570,4202595,68.5,3863245,74.52,213.59,4038,3890,690,0.827,2218887.0,39.34
USA,Minnesota,3/13/2022,12045570,4203415,68.52,3864419,74.53,213.59,4553,3647,647,0.827,2221485.0,39.39
USA,Minnesota,3/14/2022,12052570,4203775,68.53,3864921,74.54,213.71,1748,3511,623,0.827,2222391.0,39.41
USA,Minnesota,3/15/2022,12057430,4203991,68.54,3865209,74.54,213.8,929,3482,617,0.826,2222825.0,39.41
USA,Minnesota,3/16/2022,12064730,4204685,68.55,3866020,74.56,213.93,3451,3355,595,0.826,2224805.0,39.45
USA,Minnesota,3/17/2022,12071530,4205407,68.57,3866906,74.57,214.05,3699,3237,574,0.826,2226955.0,39.49
USA,Minnesota,3/18/2022,12081030,4206056,68.58,3867829,74.58,214.22,3825,3178,564,0.826,2229236.0,39.53
USA,Minnesota,3/19/2022,12081030,4206897,68.6,3868832,74.6,214.22,4338,3220,571,0.826,2231774.0,39.57
USA,Minnesota,3/20/2022,12081030,4206961,68.6,3868865,74.6,214.22,89,2583,458,0.826,2231770.0,39.57
USA,Minnesota,3/21/2022,12081030,4207829,68.63,3870210,74.61,214.22,5479,3116,553,0.827,2235076.0,39.63
USA,Minnesota,3/22/2022,12081030,4207891,68.63,3870248,74.61,214.22,20,2986,529,0.827,2234996.0,39.63
USA,Minnesota,3/23/2022,12100430,4208536,68.64,3871079,74.62,214.56,3523,2996,531,0.826,2237085.0,39.67
USA,Minnesota,3/24/2022,12109830,4209215,68.66,3871896,74.64,214.73,3787,3009,534,0.825,2239398.0,39.71
USA,Minnesota,3/25/2022,12114430,4209936,68.67,3872693,74.65,214.81,3773,3001,532,0.825,2241695.0,39.75
USA,Minnesota,3/26/2022,12124430,4210651,68.68,3873551,74.66,214.99,3899,2939,521,0.825,2244060.0,39.79
USA,Minnesota,3/27/2022,12124430,4211363,68.7,3874471,74.67,214.99,3811,3470,615,0.825,2246288.0,39.83
USA,Minnesota,3/28/2022,12124430,4211633,68.71,3874799,74.68,214.99,1437,2893,513,0.825,2247150.0,39.85
USA,Minnesota,3/29/2022,12134230,4211818,68.71,3874991,74.68,215.16,807,3005,533,0.825,2247591.0,39.85
USA,Minnesota,3/30/2022,12140930,4212473,68.72,3875728,74.69,215.28,3570,3012,534,0.825,2249805.0,39.89
USA,Minnesota,3/31/2022,12153930,4213262,68.74,3876632,74.71,215.51,4286,3083,547,0.824,2252431.0,39.94
USA,Minnesota,4/1/2022,12153930,4214024,68.75,3877441,74.72,215.51,4818,3233,573,0.824,2255719.0,40.0
USA,Minnesota,4/2/2022,12210130,4214864,68.77,3878406,74.74,216.51,9097,3975,705,0.821,2263041.0,40.13
USA,Minnesota,4/3/2022,12210430,4215658,68.79,3879487,74.75,216.51,12040,5151,913,0.822,2273227.0,40.31
USA,Minnesota,4/4/2022,12210430,4216120,68.8,3880060,74.76,216.51,7841,6066,1076,0.823,2280054.0,40.43
USA,Minnesota,4/5/2022,12231530,4216442,68.81,3880374,74.76,216.89,4123,6539,1159,0.822,2283553.0,40.49
USA,Minnesota,4/6/2022,12252030,4217148,68.82,3881181,74.78,217.25,8716,7274,1290,0.821,2290775.0,40.62
USA,Minnesota,4/7/2022,12273230,4217893,68.84,3882067,74.79,217.62,11781,8345,1480,0.821,2300947.0,40.8
USA,Minnesota,4/8/2022,12305030,4218668,68.85,3882989,74.8,218.19,10985,9226,1636,0.82,2310269.0,40.96
USA,Minnesota,4/9/2022,12305030,4219442,68.87,3883859,74.82,218.19,12172,9665,1714,0.821,2320826.0,41.15
USA,Minnesota,4/10/2022,12339630,4220349,68.89,3884955,74.83,218.8,15023,10092,1789,0.819,2333911.0,41.38
USA,Minnesota,4/11/2022,12339630,4220770,68.89,3885420,74.84,218.8,7286,10012,1775,0.82,2340326.0,41.5
USA,Minnesota,4/12/2022,12348130,4220995,68.9,3885723,74.85,218.95,3761,9961,1766,0.82,2343566.0,41.56
USA,Minnesota,4/13/2022,12367630,4221789,68.92,3886591,74.86,219.3,11534,10363,1838,0.819,2353458.0,41.73
USA,Minnesota,4/14/2022,12388930,4222624,68.93,3887635,74.87,219.68,15099,10837,1922,0.819,2366715.0,41.97
USA,Minnesota,4/15/2022,12421630,4223609,68.95,3888695,74.89,220.26,15948,11546,2047,0.818,2380654.0,42.21
USA,Minnesota,4/16/2022,,,,,,,,11731,2080,,,
USA,Minnesota,4/17/2022,12472230,4225153,68.99,3890507,74.92,221.15,,11508,2041,0.817,2404286.0,42.63
USA,Minnesota,4/18/2022,12472230,4225460,68.99,3890827,74.92,221.15,5113,11197,1985,0.818,2408786.0,42.71
USA,Minnesota,4/19/2022,12480530,4225763,69,3891140,74.93,221.3,3722,11192,1985,0.817,2411908.0,42.77
USA,Minnesota,4/20/2022,12532430,4226374,69.01,3891866,74.94,222.22,9297,10872,1928,0.815,2419899.0,42.91
USA,Minnesota,4/21/2022,12547630,4227259,69.03,3892805,74.96,222.49,14925,10847,1923,0.815,2433033.0,43.14
USA,Minnesota,4/22/2022,,,,,,,,10591,1878,,,
USA,Minnesota,4/23/2022,12607330,4228827,69.06,3894685,74.98,223.55,,10690,1896,0.813,2457971.0,43.58
USA,Minnesota,4/24/2022,12607330,4229629,69.08,3895625,75,223.55,13208,10653,1889,0.814,2469472.0,43.79
USA,Minnesota,4/25/2022,12607330,4229679,69.08,3895636,75,223.55,0,9923,1760,0.814,2469411.0,43.79
USA,Minnesota,4/26/2022,12624230,4230099,69.09,3896153,75.01,223.85,7540,10468,1856,0.814,2476050.0,43.9
USA,Minnesota,4/27/2022,12638930,4230747,69.1,3896809,75.02,224.11,9127,10444,1852,0.814,2483898.0,44.04
USA,Minnesota,4/28/2022,,,,,,,,10045,1781,,,
USA,Minnesota,4/29/2022,12689330,4232274,69.13,3898524,75.05,225,,9756,1730,0.812,2504958.0,44.42
USA,Minnesota,4/30/2022,12706030,4232934,69.14,3899291,75.06,225.3,10973,9301,1649,0.812,2514518.0,44.59
USA,Minnesota,5/1/2022,12706030,4233727,69.16,3900268,75.07,225.3,13410,9330,1654,0.813,2526216.0,44.79
USA,Minnesota,5/2/2022,12706030,4233903,69.16,3900467,75.07,225.3,3495,9830,1743,0.813,2529353.0,44.85
USA,Minnesota,5/3/2022,12716930,4234191,69.17,3900746,75.08,225.49,2825,9156,1624,0.813,2531621.0,44.89
USA,Minnesota,5/4/2022,12732030,4234761,69.18,3901414,75.09,225.76,9313,9183,1628,0.813,2539715.0,45.03
USA,Minnesota,5/5/2022,12755030,4236564,69.2,3902706,75.12,226.17,10996,9020,1599,0.812,2547641.0,45.17
USA,Minnesota,5/6/2022,12788230,4237336,69.22,3903609,75.13,226.76,11777,8970,1591,0.811,2557777.0,45.35
USA,Minnesota,5/7/2022,12809830,4238107,69.23,3904451,75.15,227.14,12155,9139,1620,0.811,2568357.0,45.54
USA,Minnesota,5/8/2022,12809830,4238801,69.25,3905262,75.16,227.14,10624,8741,1550,0.811,2577496.0,45.7
USA,Minnesota,5/9/2022,12809830,4239055,69.25,3905556,75.17,227.14,3833,8789,1558,0.812,2580790.0,45.76
USA,Minnesota,5/10/2022,12821630,4239314,69.26,3905772,75.17,227.35,3274,8853,1570,0.811,2583599.0,45.81
USA,Minnesota,5/11/2022,,,,,,,,8992,1594,,,
USA,Minnesota,5/12/2022,12854730,4240781,69.29,3907463,75.2,227.94,,8890,1576,0.811,2601086.0,46.12
USA,Minnesota,5/13/2022,12870930,4241696,69.3,3908370,75.21,228.22,11609,8866,1572,0.811,2610921.0,46.3
USA,Minnesota,5/14/2022,12905330,4242454,69.32,3909133,75.23,228.83,11668,8796,1560,0.809,2621094.0,46.48
USA,Minnesota,5/15/2022,12905330,4243028,69.33,3909790,75.24,228.83,9340,8613,1527,0.81,2629224.0,46.62
USA,Minnesota,5/16/2022,12908130,4243046,69.33,3909798,75.24,228.88,1,8065,1430,0.81,2629199.0,46.62
USA,Minnesota,5/17/2022,12912530,4243575,69.34,3910291,75.25,228.96,6877,8580,1521,0.81,2635076.0,46.72
USA,Minnesota,5/18/2022,12931330,4243762,69.34,3910401,75.25,229.29,501,7183,1274,0.809,2635296.0,46.73
USA,Minnesota,5/19/2022,12952730,4244917,69.36,3911726,75.27,229.67,18168,8309,1473,0.809,2651045.0,47.01
USA,Minnesota,5/20/2022,12969430,4245748,69.38,3912577,75.28,229.97,11255,8259,1464,0.809,2660659.0,47.18
USA,Minnesota,5/21/2022,13000730,4246568,69.39,3913459,75.3,230.52,12556,8385,1487,0.808,2671549.0,47.37
USA,Minnesota,5/22/2022,13000730,4247250,69.4,3914160,75.31,230.52,10998,8622,1529,0.809,2681179.0,47.54
USA,Minnesota,5/23/2022,13000730,4247275,69.4,3914168,75.31,230.52,2,8622,1529,0.809,2681149.0,47.54
USA,Minnesota,5/24/2022,13014930,4247907,69.41,3914725,75.32,230.78,8419,8843,1568,0.808,2688398.0,47.67
USA,Minnesota,5/25/2022,13031330,4248680,69.43,3915464,75.34,231.07,10308,10244,1816,0.808,2697213.0,47.83
USA,Minnesota,5/26/2022,13066830,4249532,69.44,3916319,75.35,231.7,12672,9459,1677,0.807,2708205.0,48.02
USA,Minnesota,5/27/2022,13116630,4250377,69.46,3917221,75.37,232.58,13513,9781,1734,0.805,2720001.0,48.23
USA,Minnesota,5/28/2022,,,,,,,,8389,1488,,,
USA,Minnesota,5/29/2022,,,,,,,,7219,1280,,,
USA,Minnesota,5/30/2022,,,,,,,,7620,1351,,,
USA,Minnesota,5/31/2022,13146930,4251228,69.47,3918053,75.38,233.12,,6818,1209,0.804,2729577.0,48.4
USA,Minnesota,6/1/2022,13151230,4252407,69.5,3919314,75.4,233.19,18185,7943,1408,0.805,2745368.0,48.68
USA,Minnesota,6/2/2022,13181730,4253011,69.51,3919921,75.41,233.73,6951,7126,1264,0.804,2751128.0,48.78
USA,Minnesota,6/3/2022,13194130,4253761,69.52,3920631,75.43,233.95,9839,6601,1170,0.804,2759505.0,48.93
USA,Minnesota,6/4/2022,13218130,4253885,69.52,3920713,75.43,234.38,211,6230,1105,0.802,2759512.0,48.93
USA,Minnesota,6/5/2022,13218130,4254529,69.53,3921413,75.44,234.38,8801,7086,1256,0.803,2767001.0,49.06
USA,Minnesota,6/6/2022,13218130,4254810,69.54,3921650,75.44,234.38,3500,7185,1274,0.803,2769998.0,49.12
USA,Minnesota,6/7/2022,13232430,4255543,69.55,3922434,75.46,234.63,11335,8403,1490,0.803,2779845.0,49.29
USA,Minnesota,6/8/2022,13245930,4256239,69.56,3923180,75.47,234.87,7309,6849,1214,0.803,2785734.0,49.4
USA,Minnesota,6/9/2022,13264130,4256936,69.58,3923834,75.48,235.19,8797,7113,1261,0.803,2793213.0,49.53
USA,Minnesota,6/10/2022,13284430,4257621,69.59,3924616,75.49,235.55,10754,7244,1284,0.802,2802526.0,49.69
USA,Minnesota,6/11/2022,13300530,4258253,69.6,3925206,75.51,235.84,7608,8301,1472,0.802,2808945.0,49.81
USA,Minnesota,6/12/2022,13301730,4258806,69.61,3925788,75.52,235.86,7314,8088,1434,0.802,2815150.0,49.92
USA,Minnesota,6/13/2022,13301730,4259023,69.61,3926001,75.52,235.86,2516,7948,1409,0.802,2817244.0,49.95
USA,Minnesota,6/14/2022,13307330,4259084,69.61,3926029,75.52,235.96,6,6329,1122,0.802,2817163.0,49.95
USA,Minnesota,6/15/2022,13320530,4259204,69.62,3926087,75.52,236.2,165,5309,941,0.801,2817150.0,49.95
USA,Minnesota,6/16/2022,13331430,4259359,69.62,3926159,75.53,236.39,163,4075,723,0.801,2817087.0,49.95
USA,Minnesota,6/17/2022,,,,,,,,3585,636,,,
USA,Minnesota,6/18/2022,,,,,,,,3545,629,,,
USA,Minnesota,6/19/2022,,,,,,,,3546,629,,,
USA,Minnesota,6/20/2022,,,,,,,,4233,751,,,
USA,Minnesota,6/21/2022,,,,,,,,5279,936,,,
USA,Minnesota,6/22/2022,13394230,4263031,69.69,3930070,75.59,237.5,,6302,1117,0.8,2853598.0,50.6
USA,Minnesota,6/23/2022,,,,,,,,7028,1246,,,
USA,Minnesota,6/24/2022,,,,,,,,6732,1194,,,
USA,Minnesota,6/25/2022,,,,,,,,6435,1141,,,
USA,Minnesota,6/26/2022,,,,,,,,6139,1089,,,
USA,Minnesota,6/27/2022,,,,,,,,5842,1036,,,
USA,Minnesota,6/28/2022,,,,,,,,5545,983,,,
USA,Minnesota,6/29/2022,13567130,4270148,69.75,3933607,75.72,240.57,,5249,931,0.793,2879856.0,51.06
USA,Minnesota,6/30/2022,,,,,,,,5121,908,,,
USA,Minnesota,7/1/2022,,,,,,,,4994,886,,,
USA,Minnesota,7/2/2022,,,,,,,,4867,863,,,
USA,Minnesota,7/3/2022,,,,,,,,4739,840,,,
USA,Minnesota,7/4/2022,,,,,,,,4612,818,,,
USA,Minnesota,7/5/2022,,,,,,,,4484,795,,,
USA,Minnesota,7/6/2022,13657430,4278060,69.79,3936077,75.86,242.17,,4357,773,0.79,2900078.0,51.42
USA,Minnesota,7/7/2022,,,,,,,,4422,784,,,
USA,Minnesota,7/8/2022,,,,,,,,4486,795,,,
USA,Minnesota,7/9/2022,,,,,,,,4551,807,,,
USA,Minnesota,7/10/2022,,,,,,,,4616,818,,,
USA,Minnesota,7/11/2022,,,,,,,,4681,830,,,
USA,Minnesota,7/12/2022,,,,,,,,4746,842,,,
USA,Minnesota,7/13/2022,13775530,4286762,69.84,3938992,76.01,244.26,,4810,853,0.785,2922250.0,51.82
USA,Minnesota,7/14/2022,,,,,,,,4874,864,,,
USA,Minnesota,7/15/2022,,,,,,,,4938,876,,,
USA,Minnesota,7/16/2022,,,,,,,,5002,887,,,
USA,Minnesota,7/17/2022,,,,,,,,5066,898,,,
USA,Minnesota,7/18/2022,,,,,,,,5130,910,,,
USA,Minnesota,7/19/2022,,,,,,,,5194,921,,,
USA,Minnesota,7/20/2022,13858330,4293290,69.89,3941726,76.13,245.73,,5258,932,0.783,2949910.0,52.31
USA,Minnesota,7/21/2022,,,,,,,,5453,967,,,
USA,Minnesota,7/22/2022,,,,,,,,5648,1001,,,
USA,Minnesota,7/23/2022,,,,,,,,5843,1036,,,
USA,Minnesota,7/24/2022,,,,,,,,6038,1071,,,
USA,Minnesota,7/25/2022,,,,,,,,6233,1105,,,
USA,Minnesota,7/26/2022,,,,,,,,6428,1140,,,
USA,Minnesota,7/27/2022,13961760,4300389,69.96,3945530,76.25,247.57,,6623,1174,0.781,2985484.0,52.94
USA,Minnesota,7/28/2022,,,,,,,,6528,1158,,,
USA,Minnesota,7/29/2022,,,,,,,,6433,1141,,,
USA,Minnesota,7/30/2022,,,,,,,,6338,1124,,,
USA,Minnesota,7/31/2022,,,,,,,,6243,1107,,,
USA,Minnesota,8/1/2022,,,,,,,,6148,1090,,,
USA,Minnesota,8/2/2022,,,,,,,,6054,1073,,,
USA,Minnesota,8/3/2022,14067860,4305859,70.03,3949403,76.35,249.45,,5959,1057,0.778,3017927.0,53.51
USA,Minnesota,8/4/2022,,,,,,,,5800,1028,,,
USA,Minnesota,8/5/2022,,,,,,,,5641,1000,,,
USA,Minnesota,8/6/2022,,,,,,,,5482,972,,,
USA,Minnesota,8/7/2022,,,,,,,,5323,944,,,
USA,Minnesota,8/8/2022,,,,,,,,5164,916,,,
USA,Minnesota,8/9/2022,,,,,,,,5005,887,,,
USA,Minnesota,8/10/2022,14167760,4311584,70.14,3955533,76.45,251.22,,4846,859,0.775,3040130.0,53.91
USA,Minnesota,8/11/2022,,,,,,,,4843,859,,,
USA,Minnesota,8/12/2022,,,,,,,,4840,858,,,
USA,Minnesota,8/13/2022,,,,,,,,4837,858,,,
USA,Minnesota,8/14/2022,,,,,,,,4835,857,,,
USA,Minnesota,8/15/2022,,,,,,,,4832,857,,,
USA,Minnesota,8/16/2022,,,,,,,,4829,856,,,
USA,Minnesota,8/17/2022,14243760,4317658,70.22,3960188,76.56,252.57,,4826,856,0.773,3063299.0,54.32
USA,Minnesota,8/18/2022,,,,,,,,4705,834,,,
USA,Minnesota,8/19/2022,,,,,,,,4584,813,,,
USA,Minnesota,8/20/2022,,,,,,,,4463,791,,,
USA,Minnesota,8/21/2022,,,,,,,,4342,770,,,
USA,Minnesota,8/22/2022,,,,,,,,4221,748,,,
USA,Minnesota,8/23/2022,,,,,,,,4100,727,,,
USA,Minnesota,8/24/2022,14332060,4322861,70.28,3963746,76.65,254.13,,3979,706,0.77,3082488.0,54.66
USA,Minnesota,8/25/2022,,,,,,,,3996,709,,,
USA,Minnesota,8/26/2022,,,,,,,,4013,712,,,
USA,Minnesota,8/27/2022,,,,,,,,4031,715,,,
USA,Minnesota,8/28/2022,,,,,,,,4048,718,,,
USA,Minnesota,8/29/2022,,,,,,,,4065,721,,,
USA,Minnesota,8/30/2022,,,,,,,,4082,724,,,
USA,Minnesota,8/31/2022,14401960,4328637,70.35,3967592,76.75,255.37,,4099,727,0.768,3101640.0,55.0
USA,Minnesota,9/1/2022,,,,,,,,3940,699,,,
USA,Minnesota,9/2/2022,,,,,,,,3781,670,,,
USA,Minnesota,9/3/2022,,,,,,,,3622,642,,,
USA,Minnesota,9/4/2022,,,,,,,,3464,614,,,
USA,Minnesota,9/5/2022,,,,,,,,3305,586,,,
USA,Minnesota,9/6/2022,,,,,,,,3146,558,,,
USA,Minnesota,9/7/2022,14569260,4333127,70.41,3970631,76.83,258.34,,2987,530,0.761,3115095.0,55.24
USA,Minnesota,9/8/2022,,,,,,,,3312,587,,,
USA,Minnesota,9/9/2022,,,,,,,,3637,645,,,
USA,Minnesota,9/10/2022,,,,,,,,3962,703,,,
USA,Minnesota,9/11/2022,,,,,,,,4287,760,,,
USA,Minnesota,9/12/2022,,,,,,,,4612,818,,,
USA,Minnesota,9/13/2022,,,,,,,,4937,875,,,
USA,Minnesota,9/14/2022,14928260,4337428,70.47,3974436,76.91,264.7,,5262,933,0.745,3143879.0,55.75
USA,Minnesota,9/15/2022,,,,,,,,6160,1092,,,
USA,Minnesota,9/16/2022,,,,,,,,7059,1252,,,
USA,Minnesota,9/17/2022,,,,,,,,7957,1411,,,
USA,Minnesota,9/18/2022,,,,,,,,8855,1570,,,
USA,Minnesota,9/19/2022,,,,,,,,9753,1729,,,
USA,Minnesota,9/20/2022,,,,,,,,10652,1889,,,
USA,Minnesota,9/21/2022,15121260,4343021,70.57,3979951,77.01,268.12,,11550,2048,0.741,3213622.0,56.98
USA,Minnesota,9/22/2022,,,,,,,,12306,2182,,,
USA,Minnesota,9/23/2022,,,,,,,,13062,2316,,,
USA,Minnesota,9/24/2022,,,,,,,,13817,2450,,,
USA,Minnesota,9/25/2022,,,,,,,,14573,2584,,,
USA,Minnesota,9/26/2022,,,,,,,,15329,2718,,,
USA,Minnesota,9/27/2022,,,,,,,,16084,2852,,,
USA,Minnesota,9/28/2022,15391160,4349967,70.69,3986711,77.13,272.91,,16840,2986,0.736,3317797.0,58.83
USA,Minnesota,9/29/2022,,,,,,,,16857,2989,,,
USA,Minnesota,9/30/2022,,,,,,,,16874,2992,,,
USA,Minnesota,10/1/2022,,,,,,,,16891,2995,,,
USA,Minnesota,10/2/2022,,,,,,,,16908,2998,,,
USA,Minnesota,10/3/2022,,,,,,,,16925,3001,,,
USA,Minnesota,10/4/2022,,,,,,,,16942,3004,,,
USA,Minnesota,10/5/2022,15640660,4356755,70.82,3994122,77.25,277.33,,16959,3007,0.732,3422312.0,60.68
USA,Minnesota,10/6/2022,,,,,,,,17192,3048,,,
USA,Minnesota,10/7/2022,,,,,,,,17424,3090,,,
USA,Minnesota,10/8/2022,,,,,,,,17657,3131,,,
USA,Minnesota,10/9/2022,,,,,,,,17889,3172,,,
USA,Minnesota,10/10/2022,,,,,,,,18122,3213,,,
USA,Minnesota,10/11/2022,,,,,,,,18354,3254,,,
USA,Minnesota,10/12/2022,15855560,4363614,70.93,4000438,77.37,281.15,,18587,3296,0.73,3539244.0,62.76
USA,Minnesota,10/13/2022,,,,,,,,18517,3283,,,
USA,Minnesota,10/14/2022,,,,,,,,18448,3271,,,
USA,Minnesota,10/15/2022,,,,,,,,18379,3259,,,
