Country Name (CN),Total Vaccinations (administered to date),Daily Vaccinations,Date
England,7701203,310733,1/29/2021
England,8251146,325853,1/30/2021
England,8543262,339126,1/31/2021
England,8825371,345688,2/1/2021
England,9126930,351581,2/2/2021
England,9508006,369879,2/3/2021
England,9899043,376532,2/4/2021
England,10302620,371631,2/5/2021
England,10761539,358628,2/6/2021
England,10991365,349729,2/7/2021
England,11245053,345669,2/8/2021
England,11558880,347421,2/9/2021
England,11901827,341974,2/10/2021
England,12293207,342023,2/11/2021
England,12733865,347321,2/12/2021
England,13165548,343430,2/13/2021
England,13353631,337467,2/14/2021
England,13575245,332885,2/15/2021
England,13891042,333166,2/16/2021
England,14318115,345184,2/17/2021
England,14718938,346533,2/18/2021
England,15046635,330396,2/19/2021
England,15355176,312804,2/20/2021
England,15471509,302554,2/21/2021
England,15631937,293813,2/22/2021
England,15926415,290768,2/23/2021
England,16337561,288492,2/24/2021
England,16785841,295272,2/25/2021
England,17254844,315458,2/26/2021
England,17641792,326659,2/27/2021
England,17812739,334461,2/28/2021
England,17985951,336288,3/1/2021
England,18194919,324072,3/2/2021
England,18469922,304623,3/3/2021
England,18835355,292788,3/4/2021
England,19258271,286204,3/5/2021
England,19663577,288826,3/6/2021
England,19812818,285726,3/7/2021
England,20020354,290629,3/8/2021
England,20248632,293388,3/9/2021
England,20526312,293770,3/10/2021
England,20807385,281719,3/11/2021
England,21187615,275621,3/12/2021
England,21683887,288616,3/13/2021
England,21921282,301209,3/14/2021
England,22284040,323384,3/15/2021
England,22717791,352737,3/16/2021
England,23201466,382165,3/17/2021
England,23757540,421451,3/18/2021
England,24393759,458021,3/19/2021
England,25150632,495249,3/20/2021
England,25476409,507875,3/21/2021
England,25823406,505624,3/22/2021
England,26226604,501259,3/23/2021
England,26710498,501290,3/24/2021
England,27166754,487031,3/25/2021
England,27761724,481138,3/26/2021
England,28330452,454260,3/27/2021
England,28709906,461928,3/28/2021
England,29033640,458605,3/29/2021
England,29443531,459561,3/30/2021
England,29973324,466118,3/31/2021
England,30507732,477283,4/1/2021
England,30791767,432863,4/2/2021
England,31024182,384819,4/3/2021
England,31090290,340055,4/4/2021
England,31164176,304362,4/5/2021
England,31380938,276772,4/6/2021
England,31812141,262688,4/7/2021
England,32270892,251880,4/8/2021
England,32737372,277944,4/9/2021
England,33248869,317812,4/10/2021
England,33445922,336519,4/11/2021
England,33637546,353339,4/12/2021
England,33934639,364814,4/13/2021
England,34306139,356285,4/14/2021
England,34762728,355977,4/15/2021
England,35311033,367666,4/16/2021
England,35882008,376163,4/17/2021
England,36147077,385879,4/18/2021
England,36447797,401464,4/19/2021
England,36805597,410137,4/20/2021
England,37238073,418848,4/21/2021
England,37687736,417858,4/22/2021
England,38189536,411215,4/23/2021
England,38792402,415771,4/24/2021
England,39081147,419153,4/25/2021
England,39398398,421514,4/26/2021
England,39797081,427355,4/27/2021
England,40294585,436645,4/28/2021
England,40800604,444695,4/29/2021
England,41277728,441170,4/30/2021
England,41730517,419731,5/1/2021
England,41938694,408221,5/2/2021
England,42097592,385599,5/3/2021
England,42408492,373059,5/4/2021
England,42864836,367179,5/5/2021
England,43385662,369294,5/6/2021
England,43907911,375740,5/7/2021
England,44449424,388415,5/8/2021
England,44683075,392054,5/9/2021
England,44951908,407759,5/10/2021
England,45359338,421549,5/11/2021
England,45908796,434851,5/12/2021
England,46461266,439372,5/13/2021
England,46992750,440691,5/14/2021
England,47552476,443293,5/15/2021
England,47815683,447515,5/16/2021
England,48112071,451452,5/17/2021
England,48535975,453805,5/18/2021
England,49080974,453168,5/19/2021
England,49682934,460238,5/20/2021
England,50246402,464807,5/21/2021
England,50932666,482884,5/22/2021
England,51254436,491250,5/23/2021
England,51629592,502503,5/24/2021
England,52114143,511167,5/25/2021
England,52689008,515433,5/26/2021
England,53286560,514804,5/27/2021
England,53842037,513662,5/28/2021
England,54379320,492379,5/29/2021
England,54657957,486217,5/30/2021
England,54883579,464855,5/31/2021
England,55238565,446346,6/1/2021
England,55660196,424455,6/2/2021
England,56131057,406357,6/3/2021
England,56602996,394423,6/4/2021
England,57193641,402046,6/5/2021
England,57510753,407542,6/6/2021
England,57844499,422989,6/7/2021
England,58206264,423957,6/8/2021
England,58609910,421388,6/9/2021
England,59032003,414421,6/10/2021
England,59460783,408255,6/11/2021
England,59965740,396014,6/12/2021
England,60243055,390329,6/13/2021
England,60531923,383918,6/14/2021
England,60862273,379430,6/15/2021
England,61213267,371908,6/16/2021
England,61606582,367797,6/17/2021
England,61964858,357725,6/18/2021
England,62415897,350022,6/19/2021
England,62636714,341951,6/20/2021
England,63123091,322974,6/22/2021
England,63439292,318004,6/23/2021
England,63778361,310254,6/24/2021
England,64089251,303485,6/25/2021
England,64474260,294052,6/26/2021
England,64690619,293415,6/27/2021
England,64904433,289219,6/28/2021
England,65135293,287457,6/29/2021
England,65394783,279356,6/30/2021
England,65682635,272039,7/1/2021
England,65932869,263374,7/2/2021
England,66220122,249409,7/3/2021
England,66368542,239703,7/4/2021
England,66540378,233706,7/5/2021
England,66721050,226537,7/6/2021
England,66922090,218187,7/7/2021
England,67140354,208246,7/8/2021
England,67361912,204149,7/9/2021
England,67618807,199812,7/10/2021
England,67733499,194994,7/11/2021
England,67878500,191160,7/12/2021
England,68053161,190302,7/13/2021
England,68254501,190344,7/14/2021
England,68474146,190542,7/15/2021
England,68688329,189488,7/16/2021
England,68944019,189316,7/17/2021
England,69077145,191949,7/18/2021
England,69221158,191808,7/19/2021
England,69380978,189688,7/20/2021
England,69566085,187369,7/21/2021
England,69761787,183949,7/22/2021
England,69954436,180872,7/23/2021
England,70171279,175323,7/24/2021
England,70286096,172707,7/25/2021
England,70427240,172297,7/26/2021
England,70574750,170539,7/27/2021
England,70738290,167458,7/28/2021
England,70919513,165389,7/29/2021
England,71092911,162639,7/30/2021
England,71308628,162478,7/31/2021
England,71419589,161928,8/1/2021
England,71536468,158461,8/2/2021
England,71669946,156457,8/3/2021
England,71830307,156002,8/4/2021
England,72004716,155029,8/5/2021
England,72168920,153716,8/6/2021
England,72386948,154046,8/7/2021
England,72499887,154328,8/8/2021
England,72633106,156663,8/9/2021
England,72785141,159314,8/10/2021
England,72964259,161993,8/11/2021
England,73164766,165721,8/12/2021
England,73340932,167430,8/13/2021
England,73554073,166732,8/14/2021
England,73680783,168699,8/15/2021
England,73827773,170667,8/16/2021
England,73982159,171003,8/17/2021
England,74169449,172170,8/18/2021
England,74370967,172314,8/19/2021
England,74567978,175292,8/20/2021
England,74803203,178447,8/21/2021
England,74931873,178727,8/22/2021
England,75082852,179297,8/23/2021
England,75238018,179408,8/24/2021
England,75437888,181206,8/25/2021
Europe,1,1,12/4/2020
Europe,1,1,12/5/2020
Europe,1,1,12/6/2020
Europe,2,1,12/7/2020
Europe,7,1,12/8/2020
Europe,9,1,12/9/2020
Europe,10,1,12/10/2020
Europe,14,1,12/11/2020
Europe,15,1,12/12/2020
Europe,1325835,167295,1/2/2021
Europe,1423949,159494,1/3/2021
Europe,1695800,193671,1/4/2021
Europe,1991926,268592,1/5/2021
Europe,2223195,267946,1/6/2021
Europe,2584544,286533,1/7/2021
Europe,3189077,323919,1/8/2021
Europe,3387509,348349,1/9/2021
Europe,6227548,354958,1/10/2021
Europe,6828255,536980,1/11/2021
Europe,7496274,586130,1/12/2021
Europe,8520163,654288,1/13/2021
Europe,9358494,713223,1/14/2021
Europe,10403966,757025,1/15/2021
Europe,10916102,776998,1/16/2021
Europe,11443127,779987,1/17/2021
Europe,12245731,806244,1/18/2021
Europe,13126035,849869,1/19/2021
Europe,14085073,880306,1/20/2021
Europe,15133451,915777,1/21/2021
Europe,16518088,947704,1/22/2021
Europe,17322076,988063,1/23/2021
Europe,18021699,1000995,1/24/2021
Europe,18847736,1028565,1/25/2021
Europe,19843804,1045108,1/26/2021
Europe,20817528,1049778,1/27/2021
Europe,21967763,1063340,1/28/2021
Europe,23377639,1077208,1/29/2021
Europe,24327999,1100161,1/30/2021
Europe,25181290,1120027,1/31/2021
Europe,26067674,1135152,2/1/2021
Europe,27184410,1148615,2/2/2021
Europe,28461607,1193085,2/3/2021
Europe,29787751,1220056,2/4/2021
Europe,31294947,1227612,2/5/2021
Europe,32156951,1217308,2/6/2021
Europe,32944302,1205109,2/7/2021
Europe,33745300,1208463,2/8/2021
Europe,34849089,1210794,2/9/2021
Europe,36064888,1213139,2/10/2021
Europe,37544885,1236175,2/11/2021
Europe,39467353,1269488,2/12/2021
Europe,40318073,1280194,2/13/2021
Europe,41248479,1289124,2/14/2021
Europe,42079551,1286125,2/15/2021
Europe,43102433,1287598,2/16/2021
Europe,44461914,1309605,2/17/2021
Europe,45987060,1321122,2/18/2021
Europe,47697770,1308299,2/19/2021
Europe,48462002,1296797,2/20/2021
Europe,49306603,1293285,2/21/2021
Europe,50182733,1304521,2/22/2021
Europe,51588718,1335489,2/23/2021
Europe,53212300,1355345,2/24/2021
Europe,54740220,1381721,2/25/2021
Europe,57099148,1430557,2/26/2021
Europe,58121974,1472107,2/27/2021
Europe,59192680,1485048,2/28/2021
Europe,60258442,1505767,3/1/2021
Europe,65771333,1526822,3/2/2021
Europe,67707363,1561073,3/3/2021
Europe,70262653,1670161,3/4/2021
Europe,72932088,1739020,3/5/2021
Europe,74630493,1809665,3/6/2021
Europe,76014736,1839495,3/7/2021
Europe,77368053,1865429,3/8/2021
Europe,78942241,1882345,3/9/2021
Europe,80960065,1933221,3/10/2021
Europe,83310392,1890024,3/11/2021
Europe,85997012,1883264,3/12/2021
Europe,87507873,1881618,3/13/2021
Europe,88800975,1897890,3/14/2021
Europe,90397619,1924277,3/15/2021
Europe,91915295,1927569,3/16/2021
Europe,94212289,1880821,3/17/2021
Europe,96237518,1856430,3/18/2021
Europe,99225113,1887702,3/19/2021
Europe,101034641,1917329,3/20/2021
Europe,102404733,1933228,3/21/2021
Europe,104168434,1987639,3/22/2021
Europe,106086236,2084727,3/23/2021
Europe,108453408,2211712,3/24/2021
Europe,110729625,2329270,3/25/2021
Europe,114568034,2438436,3/26/2021
Europe,116219770,2493120,3/27/2021
Europe,117778134,2576565,3/28/2021
Europe,122520629,2635798,3/29/2021
Europe,124997368,2642429,3/30/2021
Europe,127871451,2665739,3/31/2021
Europe,130945945,2706413,4/1/2021
Europe,133915690,2577357,4/2/2021
Europe,135655892,2502959,4/3/2021
Europe,136969812,2402838,4/4/2021
Europe,138176032,2250226,4/5/2021
Europe,140562317,2300026,4/6/2021
Europe,144396592,2424317,4/7/2021
Europe,148180830,2544639,4/8/2021
Europe,153062135,2777267,4/9/2021
Europe,155803720,2947503,4/10/2021
Europe,157668717,3045162,4/11/2021
Europe,160224735,3218835,4/12/2021
Europe,163308475,3314046,4/13/2021
Europe,166878737,3340133,4/14/2021
Europe,170760174,3333443,4/15/2021
Europe,175959136,3339896,4/16/2021
Europe,178353433,3313715,4/17/2021
Europe,180746225,3375020,4/18/2021
Europe,183745696,3379558,4/19/2021
Europe,186796874,3368790,4/20/2021
Europe,190608963,3374455,4/21/2021
Europe,194609186,3412001,4/22/2021
Europe,200066437,3415382,4/23/2021
Europe,202773756,3492707,4/24/2021
Europe,205725737,3469961,4/25/2021
Europe,208290031,3535925,4/26/2021
Europe,212250695,3631165,4/27/2021
Europe,217140572,3786013,4/28/2021
Europe,222078742,3925214,4/29/2021
Europe,227413327,3979040,4/30/2021
Europe,229882105,3895369,5/1/2021
Europe,232907205,3902892,5/2/2021
Europe,235383622,3875256,5/3/2021
Europe,238905532,3906219,5/4/2021
Europe,244760477,3974278,5/5/2021
Europe,250112425,4031039,5/6/2021
Europe,256536018,4096874,5/7/2021
Europe,259592916,4221621,5/8/2021
Europe,262838181,4261382,5/9/2021
Europe,266287883,4382844,5/10/2021
Europe,271290833,4472001,5/11/2021
Europe,276819297,4561422,5/12/2021
Europe,281464040,4403253,5/13/2021
Europe,288136395,4431189,5/14/2021
Europe,291787002,4500910,5/15/2021
Europe,295115649,4517880,5/16/2021
Europe,298458810,4516167,5/17/2021
Europe,303129124,4539720,5/18/2021
Europe,308039333,4460855,5/19/2021
Europe,313696066,4618348,5/20/2021
Europe,320776115,4625783,5/21/2021
Europe,324721454,4674462,5/22/2021
Europe,328287386,4649301,5/23/2021
Europe,331335473,4607897,5/24/2021
Europe,335615041,4542564,5/25/2021
Europe,341292572,4583319,5/26/2021
Europe,346475668,4548904,5/27/2021
Europe,353608737,4564622,5/28/2021
Europe,356807725,4466237,5/29/2021
Europe,360427291,4480825,5/30/2021
Europe,363775733,4520167,5/31/2021
Europe,369196898,4682955,6/1/2021
Europe,375124849,4702002,6/2/2021
Europe,379860087,4654515,6/3/2021
Europe,387403950,4718694,6/4/2021
Europe,390929883,4786471,6/5/2021
Europe,395683859,4868297,6/6/2021
Europe,399870861,5010324,6/7/2021
Europe,404956555,4982627,6/8/2021
Europe,410962987,5010404,6/9/2021
Europe,416755356,5151963,6/10/2021
Europe,424798976,5142094,6/11/2021
Europe,428334539,5153853,6/12/2021
Europe,432686228,5115649,6/13/2021
Europe,436375720,5051285,6/14/2021
Europe,440814950,5017421,6/15/2021
Europe,446791547,4975919,6/16/2021
Europe,452656508,4999321,6/17/2021
Europe,460335279,4973886,6/18/2021
Europe,463506352,4938764,6/19/2021
Europe,467848121,4933480,6/20/2021
Europe,471399295,4909830,6/21/2021
Europe,477079365,5030940,6/22/2021
Europe,482375773,4989419,6/23/2021
Europe,487820321,4932469,6/24/2021
Europe,495301168,4948653,6/25/2021
Europe,499004822,4971815,6/26/2021
Europe,503355223,5011384,6/27/2021
Europe,507300256,5078467,6/28/2021
Europe,512279605,4989392,6/29/2021
Europe,517750533,5028288,6/30/2021
Europe,523081474,5045466,7/1/2021
Europe,531058169,5037301,7/2/2021
Europe,534071552,5002130,7/3/2021
Europe,538472229,4985184,7/4/2021
Europe,542126704,4919900,7/5/2021
Europe,547322826,4958851,7/6/2021
Europe,552676507,4920505,7/7/2021
Europe,557445861,4825564,7/8/2021
Europe,565352418,4822739,7/9/2021
Europe,568223947,4807993,7/10/2021
Europe,572303627,4762002,7/11/2021
Europe,575811741,4752155,7/12/2021
Europe,580692340,4686277,7/13/2021
Europe,585864318,4654413,7/14/2021
Europe,590795329,4659483,7/15/2021
Europe,598864535,4754415,7/16/2021
Europe,601524234,4650909,7/17/2021
Europe,605970501,4635179,7/18/2021
Europe,609290213,4583698,7/19/2021
Europe,614841652,4668764,7/20/2021
Europe,619501721,4571805,7/21/2021
Europe,624115714,4515429,7/22/2021
Europe,631081649,4379500,7/23/2021
Europe,633167605,4324692,7/24/2021
Europe,636434049,4261981,7/25/2021
Europe,639607505,4237568,7/26/2021
Europe,644162685,4070084,7/27/2021
Europe,648508001,4039642,7/28/2021
Europe,652919781,4004588,7/29/2021
Europe,658832910,3880996,7/30/2021
Europe,661590448,3948019,7/31/2021
Europe,664447090,3929316,8/1/2021
Europe,667120196,3859976,8/2/2021
Europe,671041125,3759137,8/3/2021
Europe,675537642,3758082,8/4/2021
Europe,678960258,3615520,8/5/2021
Europe,683981890,3499747,8/6/2021
Europe,686483306,3442548,8/7/2021
Europe,689051323,3434299,8/8/2021
Europe,691491905,3402297,8/9/2021
Europe,695457019,3404028,8/10/2021
Europe,699183337,3316967,8/11/2021
Europe,702735447,3332451,8/12/2021
Europe,709218446,3553945,8/13/2021
Europe,712428356,3643746,8/14/2021
Europe,714826519,3582029,8/15/2021
Europe,717191560,3566047,8/16/2021
Europe,720163567,3437361,8/17/2021
Europe,723316435,3333532,8/18/2021
Europe,726689498,3266127,8/19/2021
Europe,730670804,2983534,8/20/2021
Europe,732669418,2821029,8/21/2021
Europe,735312684,2833379,8/22/2021
Europe,737481984,2803005,8/23/2021
Europe,740343182,2775707,8/24/2021
Europe,743350316,2755413,8/25/2021
Europe,746197604,2692056,8/26/2021
Europe,749801742,2683126,8/27/2021
Europe,751426170,2615301,8/28/2021
Europe,753640857,2580917,8/29/2021
Europe,755818495,2563795,8/30/2021
Europe,758642250,2513680,8/31/2021
Europe,761820968,2525080,9/1/2021
Europe,764331904,2477622,9/2/2021
Europe,767508353,2436756,9/3/2021
Europe,768824535,2393204,9/4/2021
Europe,770886979,2379073,9/5/2021
Europe,772474233,2289851,9/6/2021
Europe,775163041,2290790,9/7/2021
Europe,777175835,2119593,9/8/2021
Europe,779341914,2082586,9/9/2021
Europe,782170373,2033785,9/10/2021
Europe,783358872,2004844,9/11/2021
Europe,784998684,1973085,9/12/2021
Europe,786928765,2034286,9/13/2021
Europe,788616072,1902171,9/14/2021
Europe,790678781,1916864,9/15/2021
Europe,792580060,1867894,9/16/2021
Europe,794828721,1801619,9/17/2021
Europe,795701136,1789280,9/18/2021
Europe,797629278,1791080,9/19/2021
Europe,798810187,1687343,9/20/2021
Europe,800465852,1669976,9/21/2021
Europe,802391656,1644157,9/22/2021
Europe,804022893,1600967,9/23/2021
Europe,806839236,1567210,9/24/2021
Europe,807813272,1534229,9/25/2021
Europe,809086650,1496896,9/26/2021
Europe,810430008,1502060,9/27/2021
Europe,811726682,1465244,9/28/2021
Europe,813486087,1417778,9/29/2021
Europe,815800798,1529805,9/30/2021
Europe,817752771,1541389,10/1/2021
Europe,818962435,1569461,10/2/2021
Europe,820792593,1581153,10/3/2021
Europe,821850440,1587638,10/4/2021
Europe,823596956,1661489,10/5/2021
Europe,825559851,1728843,10/6/2021
Europe,828528991,1824164,10/7/2021
Europe,830329621,1814823,10/8/2021
Europe,831395582,1806915,10/9/2021
Europe,832756161,1819399,10/10/2021
Europe,833954298,1797974,10/11/2021
Europe,835527689,1745166,10/12/2021
Europe,837519873,1745409,10/13/2021
Europe,839071013,1538868,10/14/2021
Europe,841437417,1601265,10/15/2021
Europe,842361468,1683730,10/16/2021
Europe,843452298,1755102,10/17/2021
Europe,844528307,1853144,10/18/2021
Europe,845972390,1960521,10/19/2021
Europe,849387661,2022386,10/20/2021
Europe,851654531,2099217,10/21/2021
Europe,854088714,2146159,10/22/2021
Europe,855873146,2190695,10/23/2021
Europe,857260933,2159158,10/24/2021
Europe,859375166,2140505,10/25/2021
Europe,861107975,2136321,10/26/2021
Europe,863119614,2149438,10/27/2021
Europe,867654372,2163755,10/28/2021
Europe,870614443,2201957,10/29/2021
Europe,872641488,2208130,10/30/2021
Europe,874156098,2222611,10/31/2021
Europe,875385263,2165217,11/1/2021
Europe,877980306,2225173,11/2/2021
Europe,881015357,2299253,11/3/2021
Europe,885143737,2561725,11/4/2021
Europe,887599786,2493226,11/5/2021
Europe,888804992,2410975,11/6/2021
Europe,891146082,2381923,11/7/2021
Europe,892851208,2473397,11/8/2021
Europe,896222927,2579200,11/9/2021
Europe,899312577,2609796,11/10/2021
Europe,902517098,2495034,11/11/2021
Europe,906324141,2642301,11/12/2021
Europe,908529832,2789197,11/13/2021
Europe,911243740,2915786,11/14/2021
Europe,913688610,3009606,11/15/2021
Europe,917032645,3038558,11/16/2021
Europe,921117689,3181837,11/17/2021
Europe,924738051,3238791,11/18/2021
Europe,929249903,3302321,11/19/2021
Europe,931831278,3470640,11/20/2021
Europe,933398414,3436236,11/21/2021
Europe,937398823,3480855,11/22/2021
Europe,940939970,3520942,11/23/2021
Europe,945330310,3584824,11/24/2021
Europe,950285510,3774599,11/25/2021
Europe,956386444,3960493,11/26/2021
Europe,959780680,3936711,11/27/2021
Europe,962173871,3992345,11/28/2021
Europe,965424963,4083731,11/29/2021
Europe,969922692,4245191,11/30/2021
Europe,974906936,4293195,12/1/2021
Europe,979989335,4343493,12/2/2021
Europe,986260976,4338383,12/3/2021
Europe,990611144,4517608,12/4/2021
Europe,993192418,4557158,12/5/2021
Europe,997107186,4611463,12/6/2021
Europe,1001721837,4664041,12/7/2021
Europe,1007045290,4698821,12/8/2021
Europe,1011946224,4724811,12/9/2021
Europe,1018874691,4877769,12/10/2021
Europe,1024030195,5131916,12/11/2021
Europe,1030235499,5351339,12/12/2021
Europe,1034334917,5443233,12/13/2021
Europe,1040576520,5626812,12/14/2021
Europe,1046178545,5739949,12/15/2021
Europe,1051750734,5821357,12/16/2021
Europe,1060514401,5945442,12/17/2021
Europe,1065480687,5824179,12/18/2021
Europe,1070140699,5801187,12/19/2021
Europe,1074899895,5800268,12/20/2021
Europe,1082098727,5858334,12/21/2021
Europe,1087570915,5721096,12/22/2021
Europe,1091466071,5440314,12/23/2021
Europe,1095244639,4697862,12/24/2021
Europe,1096026691,4040520,12/25/2021
Europe,1097115337,3654577,12/26/2021
Europe,1100226826,3452284,12/27/2021
Europe,1104841139,3074444,12/28/2021
Europe,1110253898,3126502,12/29/2021
Europe,1113350166,3038135,12/30/2021
Europe,1117260741,3047918,12/31/2021
Europe,1117788892,3059783,1/1/2022
Europe,1120745488,3147898,1/2/2022
Europe,1123756283,3160863,1/3/2022
Europe,1127697264,3153446,1/4/2022
Europe,1131373720,2973258,1/5/2022
Europe,1134851017,2984833,1/6/2022
Europe,1141915710,3403546,1/7/2022
Europe,1144738343,3684209,1/8/2022
Europe,1148203893,3753153,1/9/2022
Europe,1151702709,3808044,1/10/2022
Europe,1156383655,3898919,1/11/2022
Europe,1160824014,3954118,1/12/2022
Europe,1165447245,4132716,1/13/2022
Europe,1171072251,4032111,1/14/2022
Europe,1173572666,3983500,1/15/2022
Europe,1176505520,3953523,1/16/2022
Europe,1179241741,3837161,1/17/2022
Europe,1183001607,3683487,1/18/2022
Europe,1185863585,3498194,1/19/2022
Europe,1189169460,3280491,1/20/2022
Europe,1193828202,3159700,1/21/2022
Europe,1196223558,3150073,1/22/2022
Europe,1198262485,3068360,1/23/2022
Europe,1200712853,3043603,1/24/2022
Europe,1203627544,2856131,1/25/2022
Europe,1206709927,2786608,1/26/2022
Europe,1208991410,2679847,1/27/2022
Europe,1212669895,2622002,1/28/2022
Europe,1214286619,2507077,1/29/2022
Europe,1216534989,2541512,1/30/2022
Europe,1218430938,2441293,1/31/2022
Europe,1220572382,2385669,2/1/2022
Europe,1222487756,2257551,2/2/2022
Europe,1224249668,2146299,2/3/2022
Europe,1227139771,2071887,2/4/2022
Europe,1228511726,2004606,2/5/2022
Europe,1229702111,1891521,2/6/2022
Europe,1231001135,1781628,2/7/2022
Europe,1233038281,1766849,2/8/2022
Europe,1234721503,1726228,2/9/2022
Europe,1236198793,1691727,2/10/2022
Europe,1238494463,1628006,2/11/2022
Europe,1239600708,1578216,2/12/2022
Europe,1240598619,1565017,2/13/2022
Europe,1241724665,1539944,2/14/2022
Europe,1243055311,1433324,2/15/2022
Europe,1245344550,1484139,2/16/2022
Europe,1246458699,1619000,2/17/2022
Europe,1247701495,1503973,2/18/2022
Europe,1248290543,1423006,2/19/2022
Europe,1249159507,1376183,2/20/2022
Europe,1249761390,1306130,2/21/2022
Europe,1250537420,1231064,2/22/2022
Europe,1251251590,1036295,2/23/2022
Europe,1252004742,777950,2/24/2022
Europe,1252907765,745651,2/25/2022
Europe,1253337003,719818,2/26/2022
Europe,1253753019,707281,2/27/2022
Europe,1254169150,666086,2/28/2022
Europe,1254670673,629099,3/1/2022
Europe,1255159335,598190,3/2/2022
Europe,1256654852,568629,3/3/2022
Europe,1257773978,553627,3/4/2022
Europe,1258308388,576732,3/5/2022
Europe,1259378647,586339,3/6/2022
Europe,1259678491,572345,3/7/2022
Europe,1260046717,570769,3/8/2022
Europe,1260510125,607946,3/9/2022
Europe,1261854922,623184,3/10/2022
Europe,1262435374,616214,3/11/2022
Europe,1262686378,576219,3/12/2022
Europe,1262825180,583846,3/13/2022
Europe,1263181263,603794,3/14/2022
Europe,1263802638,612463,3/15/2022
Europe,1264712885,577523,3/16/2022
Europe,1265102921,552019,3/17/2022
Europe,1265553796,539528,3/18/2022
Europe,1265825961,537157,3/19/2022
Europe,1266519848,546324,3/20/2022
Europe,1266980613,580255,3/21/2022
Europe,1267524463,594852,3/22/2022
Europe,1268442362,629652,3/23/2022
Europe,1269182203,681326,3/24/2022
Europe,1269688429,690277,3/25/2022
Europe,1270309946,748040,3/26/2022
Europe,1270844001,720228,3/27/2022
Europe,1271101071,671360,3/28/2022
Europe,1271532733,659411,3/29/2022
Europe,1272149112,627558,3/30/2022
Europe,1272516145,594174,3/31/2022
Europe,1272906068,597577,4/1/2022
Europe,1273067391,550251,4/2/2022
Europe,1273384181,559086,4/3/2022
Europe,1274155309,566024,4/4/2022
Europe,1274581857,564182,4/5/2022
Europe,1275127505,563883,4/6/2022
Europe,1275887212,607266,4/7/2022
Europe,1276321016,601664,4/8/2022
Europe,1276515503,597986,4/9/2022
Europe,1276600832,590222,4/10/2022
Europe,1276947186,580518,4/11/2022
Europe,1277340972,566331,4/12/2022
Europe,1277816512,552768,4/13/2022
Europe,1278306926,510916,4/14/2022
Europe,1278557329,474250,4/15/2022
Europe,1278666444,450304,4/16/2022
Europe,1279084917,436479,4/17/2022
Europe,1279261140,401597,4/18/2022
Europe,1279753514,422939,4/19/2022
Europe,1280119587,424759,4/20/2022
Europe,1280626236,484497,4/21/2022
Europe,1281027811,516132,4/22/2022
Europe,1281192063,537125,4/23/2022
Europe,1281473611,546408,4/24/2022
Europe,1281629837,566384,4/25/2022
Europe,1282352221,544735,4/26/2022
Europe,1282787535,548268,4/27/2022
Europe,1283282434,470915,4/28/2022
Europe,1283835541,487812,4/29/2022
Europe,1284054684,477249,4/30/2022
Europe,1284285699,469646,5/1/2022
Europe,1284428203,457321,5/2/2022
Europe,1284675222,438300,5/3/2022
Europe,1285142465,430682,5/4/2022
Europe,1285428894,414063,5/5/2022
Europe,1285797533,381029,5/6/2022
Europe,1285941066,371477,5/7/2022
Europe,1285991902,366791,5/8/2022
Europe,1286153537,371817,5/9/2022
Europe,1286438331,372417,5/10/2022
Europe,1286793624,354619,5/11/2022
Europe,1287044150,350124,5/12/2022
Europe,1287336635,342948,5/13/2022
Europe,1287460877,339301,5/14/2022
Europe,1287844382,341717,5/15/2022
Europe,1287988326,340308,5/16/2022
Europe,1288230828,338008,5/17/2022
Europe,1288543809,333730,5/18/2022
Europe,1288982950,328905,5/19/2022
Europe,1289268530,325115,5/20/2022
Europe,1289383297,321412,5/21/2022
Europe,1289692255,318613,5/22/2022
Europe,1289825159,313205,5/23/2022
Europe,1290073971,307257,5/24/2022
Europe,1290495567,313261,5/25/2022
Europe,1290626398,292487,5/26/2022
Europe,1290849224,278922,5/27/2022
Europe,1290937344,269609,5/28/2022
Europe,1291238230,264584,5/29/2022
Europe,1291375805,281549,5/30/2022
Europe,1291872885,296295,5/31/2022
Europe,1292168450,280949,6/1/2022
Europe,1292392029,283021,6/2/2022
Europe,1292645857,280281,6/3/2022
Europe,1292745836,274239,6/4/2022
Europe,1292833196,272120,6/5/2022
Europe,1292890085,237760,6/6/2022
Europe,1293055049,208983,6/7/2022
Europe,1293327347,202683,6/8/2022
Europe,1293533685,204505,6/9/2022
Europe,1293798179,207385,6/10/2022
Europe,1293900351,212229,6/11/2022
Europe,1293965589,215217,6/12/2022
Europe,1294069343,237458,6/13/2022
Europe,1294239450,253301,6/14/2022
Europe,1294540416,266855,6/15/2022
Europe,1294686055,276063,6/16/2022
Europe,1295471449,288069,6/17/2022
Europe,1295908147,335613,6/18/2022
Europe,1296061573,334658,6/19/2022
Europe,1296174256,334678,6/20/2022
Europe,1296438185,325206,6/21/2022
Europe,1296718129,312469,6/22/2022
Europe,1296959746,307613,6/23/2022
Europe,1297301276,300471,6/24/2022
Europe,1297404532,280333,6/25/2022
Europe,1297445918,304029,6/26/2022
Europe,1298176141,321148,6/27/2022
Europe,1298407871,327979,6/28/2022
Europe,1298784637,335316,6/29/2022
Europe,1299030268,348171,6/30/2022
Europe,1299357030,352109,7/1/2022
Europe,1299471486,325954,7/2/2022
Europe,1299509012,299413,7/3/2022
Europe,1299736514,277827,7/4/2022
