Country Name (CN),Total Vaccinations (administered to date),Daily Vaccinations,Date
Lower middle income,4993323238,84580,9/7/2023
Lower middle income,4993324847,80473,9/8/2023
Lower middle income,4993324969,78188,9/9/2023
Lower middle income,4993357808,78147,9/10/2023
Lower middle income,4993358509,76646,9/11/2023
Lower middle income,4993373088,78348,9/12/2023
Lower middle income,4993374099,78368,9/13/2023
Lower middle income,4993374260,78317,9/14/2023
Lower middle income,4993374425,78262,9/15/2023
Lower middle income,4993375549,78210,9/16/2023
Lower middle income,4998167340,78274,9/17/2023
Lower middle income,4998168082,4680,9/18/2023
Lower middle income,4998185999,2644,9/19/2023
Lower middle income,4998186333,3062,9/20/2023
Lower middle income,4998186501,3547,9/21/2023
Lower middle income,4998186670,4030,9/22/2023
Lower middle income,4998187111,4514,9/23/2023
Lower middle income,4998187824,4946,9/24/2023
Lower middle income,4998187891,5407,9/25/2023
Lower middle income,4998227606,5944,9/26/2023
Lower middle income,4998227941,380,9/27/2023
Lower middle income,4998228060,362,9/28/2023
Lower middle income,4998228141,339,9/29/2023
Lower middle income,4998228319,323,9/30/2023
Lower middle income,4998228539,252,10/1/2023
Lower middle income,4998228674,220,10/2/2023
Lower middle income,4998228723,159,10/3/2023
Lower middle income,4998229016,154,10/4/2023
Lower middle income,4998229480,200,10/5/2023
Lower middle income,4998229607,207,10/6/2023
Lower middle income,4998229775,,10/7/2023
Lower middle income,4998229954,,10/8/2023
Lower middle income,4998230051,,10/9/2023
Lower middle income,4998230257,,10/10/2023
Lower middle income,4998230441,,10/11/2023
Lower middle income,4998230585,,10/12/2023
Mexico,14748358,427616,4/16/2021
Mexico,15041461,433807,4/17/2021
Mexico,15181068,424705,4/18/2021
Mexico,15399943,409764,4/19/2021
Mexico,15961890,370855,4/20/2021
Mexico,16601538,366365,4/21/2021
Mexico,17155129,350443,4/22/2021
Mexico,17607209,319472,4/23/2021
Mexico,17868577,309886,4/24/2021
Mexico,17971697,304809,4/25/2021
Mexico,18193262,302240,4/26/2021
Mexico,18988049,268639,4/28/2021
Mexico,19454736,263428,4/29/2021
Mexico,19918372,266503,4/30/2021
Mexico,20223147,273813,5/1/2021
Mexico,20418567,281419,5/2/2021
Mexico,21402527,331092,5/4/2021
Mexico,22118893,370447,5/5/2021
Mexico,22807408,403146,5/6/2021
Mexico,23347058,418373,5/7/2021
Mexico,23588458,414519,5/8/2021
Mexico,23663201,404106,5/9/2021
Mexico,23868460,321291,5/11/2021
Mexico,24534855,290762,5/12/2021
Mexico,25105437,267494,5/13/2021
Mexico,26058671,266864,5/16/2021
Mexico,26196606,265292,5/17/2021
Mexico,27305270,319549,5/19/2021
Mexico,28203190,367826,5/20/2021
Mexico,28970817,423057,5/21/2021
Mexico,29578315,461745,5/22/2021
Mexico,29954815,472915,5/23/2021
Mexico,30132588,479125,5/24/2021
Mexico,30442875,455885,5/25/2021
Mexico,31247233,498079,5/26/2021
Mexico,32926027,516226,5/28/2021
Mexico,33580246,530340,5/29/2021
Mexico,34026487,544974,5/30/2021
Mexico,34212214,545992,5/31/2021
Mexico,34648002,576731,6/1/2021
Mexico,35552915,586011,6/2/2021
Mexico,36618249,628562,6/3/2021
Mexico,37532199,648569,6/4/2021
Mexico,38216617,656610,6/5/2021
Mexico,38417561,597263,6/7/2021
Mexico,38929200,596477,6/8/2021
Mexico,39945399,621726,6/9/2021
Mexico,40213970,508014,6/10/2021
Mexico,40772328,457666,6/11/2021
Mexico,41085266,405337,6/12/2021
Mexico,41314097,423415,6/13/2021
Mexico,41598459,449274,6/14/2021
Mexico,42049074,440331,6/15/2021
Mexico,42438106,352779,6/16/2021
Mexico,43078606,388912,6/17/2021
Mexico,43720145,377064,6/18/2021
Mexico,44280276,390910,6/19/2021
Mexico,44592043,386571,6/20/2021
Mexico,45246096,413927,6/21/2021
Mexico,46054395,445643,6/22/2021
Mexico,47105698,503197,6/23/2021
Mexico,47870621,519733,6/24/2021
Mexico,48482852,535144,6/25/2021
Mexico,48872634,531784,6/26/2021
Mexico,49032066,526431,6/27/2021
Mexico,49512763,526376,6/28/2021
Mexico,50261740,535022,6/29/2021
Mexico,51076834,534624,6/30/2021
Mexico,51646878,522893,7/1/2021
Mexico,52152586,510916,7/2/2021
Mexico,52404569,469215,7/4/2021
Mexico,52939488,479171,7/5/2021
Mexico,53732092,483729,7/6/2021
Mexico,54511125,472006,7/7/2021
Mexico,55176255,486472,7/8/2021
Mexico,55686952,488101,7/9/2021
Mexico,56024436,518145,7/10/2021
Mexico,56144560,517212,7/11/2021
Mexico,56673995,513114,7/12/2021
Mexico,57339182,498156,7/13/2021
Mexico,58063338,500387,7/14/2021
Mexico,58704301,497950,7/15/2021
Mexico,59284303,507544,7/16/2021
Mexico,59655833,511983,7/17/2021
Mexico,59922691,532082,7/18/2021
Mexico,60503747,445902,7/20/2021
Mexico,61334195,458129,7/21/2021
Mexico,62339041,504322,7/22/2021
Mexico,63753710,619160,7/23/2021
Mexico,65142151,756801,7/24/2021
Mexico,66136564,859391,7/25/2021
Mexico,66477310,865793,7/26/2021
Mexico,67517574,964415,7/27/2021
Mexico,69045113,1057335,7/28/2021
Mexico,70271118,1088095,7/29/2021
Mexico,71463437,1054648,7/30/2021
Mexico,72593911,1018926,7/31/2021
Mexico,73256180,971008,8/1/2021
Mexico,73499620,958385,8/2/2021
Mexico,74007865,890147,8/3/2021
Mexico,74769726,787534,8/4/2021
Mexico,75802755,761519,8/5/2021
Mexico,76828979,739529,8/6/2021
Mexico,77705835,614234,8/8/2021
Mexico,78198619,648325,8/9/2021
Mexico,78563621,628367,8/10/2021
Mexico,79082148,594343,8/11/2021
Mexico,79926248,564503,8/12/2021
Mexico,81008482,570628,8/13/2021
Mexico,82045027,649792,8/14/2021
Mexico,82883823,704635,8/15/2021
Mexico,83544725,727541,8/16/2021
Mexico,83934516,726462,8/17/2021
Mexico,85210964,825532,8/18/2021
Mexico,85862959,803950,8/19/2021
Mexico,86418697,732998,8/20/2021
Mexico,86912191,660563,8/21/2021
Mexico,87197013,585178,8/22/2021
Mexico,87401375,523023,8/23/2021
Mexico,87794726,528756,8/24/2021
Mexico,88445929,451233,8/25/2021
Mexico,89965851,499974,8/27/2021
Mexico,90564085,517469,8/28/2021
Mexico,90930302,527984,8/29/2021
Mexico,91168179,523210,8/30/2021
Mexico,91721359,524526,8/31/2021
Mexico,92291107,493111,9/1/2021
Mexico,92894866,452439,9/2/2021
Mexico,94174945,395298,9/4/2021
Mexico,94530183,376381,9/5/2021
Mexico,95525703,400563,9/7/2021
Mexico,96478974,392491,9/9/2021
Mexico,98348092,578135,9/10/2021
Mexico,99250682,626964,9/11/2021
Mexico,99830788,672310,9/12/2021
Mexico,100241401,693697,9/13/2021
Mexico,101025842,714131,9/14/2021
Mexico,101940668,773845,9/15/2021
Mexico,102570894,793003,9/16/2021
Mexico,102732106,561989,9/17/2021
Mexico,103349610,525113,9/18/2021
Mexico,103787966,507287,9/19/2021
Mexico,104173122,508290,9/20/2021
Mexico,104666119,475905,9/21/2021
Mexico,105407945,457781,9/22/2021
Mexico,106159823,482780,9/23/2021
Mexico,106945812,568860,9/24/2021
Mexico,107596524,576751,9/25/2021
Mexico,107907136,559303,9/26/2021
Mexico,108099955,532540,9/27/2021
Mexico,108453311,541148,9/28/2021
Mexico,109003457,531969,9/29/2021
Mexico,109485953,523824,9/30/2021
Mexico,109843418,412441,10/2/2021
Mexico,110377633,468145,10/4/2021
Mexico,112001862,576782,10/6/2021
Mexico,112865996,589964,10/7/2021
Mexico,113741825,662205,10/8/2021
Mexico,114392285,706898,10/9/2021
Mexico,115162998,676866,10/11/2021
Mexico,115775479,617535,10/12/2021
Mexico,116929967,518135,10/14/2021
Mexico,118729774,488598,10/17/2021
Mexico,120397111,688138,10/18/2021
Mexico,120822688,668800,10/19/2021
Mexico,121242032,651653,10/20/2021
Mexico,121730738,646291,10/21/2021
Mexico,122223562,638283,10/22/2021
Mexico,122829754,646610,10/23/2021
Mexico,123461683,658778,10/24/2021
Mexico,123902983,489455,10/25/2021
Mexico,125679999,662510,10/26/2021
Mexico,127309058,698884,10/29/2021
Mexico,134926592,1648223,10/30/2021
Mexico,135173266,1593341,10/31/2021
Mexico,135264002,1543520,11/1/2021
Mexico,135357421,1249278,11/3/2021
Mexico,135723753,1224455,11/4/2021
Mexico,137101793,271665,11/7/2021
Mexico,137217792,275299,11/8/2021
Mexico,137855834,345449,11/10/2021
Mexico,138142267,331023,11/11/2021
Mexico,138793361,223589,11/14/2021
Mexico,138850077,214728,11/15/2021
Mexico,138866270,175156,11/16/2021
Mexico,138993331,150415,11/17/2021
Mexico,139267594,149012,11/18/2021
Mexico,139916970,169300,11/20/2021
Mexico,140111855,167072,11/21/2021
Mexico,140213875,173672,11/22/2021
Mexico,140548512,198067,11/24/2021
Mexico,140782737,193746,11/25/2021
Mexico,141310883,186798,11/27/2021
Mexico,141532883,190448,11/28/2021
Mexico,141656258,192534,11/29/2021
Mexico,141883983,201345,11/30/2021
Mexico,142101102,208754,12/1/2021
Mexico,142533177,236442,12/2/2021
Mexico,143691212,294505,12/5/2021
Mexico,144359176,311618,12/8/2021
Mexico,144832679,317890,12/9/2021
Mexico,146195367,404312,12/11/2021
Mexico,146538871,399884,12/12/2021
Mexico,146728145,395629,12/13/2021
Mexico,148229964,547058,12/15/2021
Mexico,148372455,619845,12/16/2021
Mexico,148550664,650433,12/19/2021
Mexico,154608272,1587175,12/20/2021
Mexico,154613749,1150069,12/24/2021
Mexico,154667739,30389,12/28/2021
Mexico,154696363,45538,12/30/2021
Mexico,154763092,55346,1/1/2022
Mexico,154765519,49436,1/2/2022
Mexico,154765673,42873,1/3/2022
Mexico,154973043,99045,1/4/2022
Mexico,155094468,117477,1/5/2022
Mexico,155500377,195202,1/6/2022
Mexico,156190951,360885,1/8/2022
Mexico,156461296,428848,1/9/2022
Mexico,156532670,444046,1/10/2022
Mexico,156718989,418974,1/11/2022
Mexico,157388701,498983,1/13/2022
Mexico,158190610,565105,1/15/2022
Mexico,158515506,562477,1/16/2022
Mexico,158761925,586249,1/18/2022
Mexico,159009542,593054,1/19/2022
Mexico,159228737,600245,1/20/2022
Mexico,159843149,656879,1/23/2022
Mexico,159890071,666554,1/24/2022
Mexico,159968170,721097,1/25/2022
Mexico,160088187,693042,1/26/2022
Mexico,160451786,995625,1/27/2022
Mexico,160741894,723325,1/30/2022
Mexico,160780049,704797,1/31/2022
Mexico,160893525,662180,2/1/2022
Mexico,161107637,405401,2/3/2022
Mexico,214110551,304535,5/6/2022
Mexico,218810777,538342,5/13/2022
Mexico,219807885,187450,5/20/2022
Mexico,221058706,120646,6/3/2022
Mexico,221231599,19216,6/10/2022
Mexico,221359678,37857,6/17/2022
Mexico,221441658,21292,6/24/2022
Mexico,226878778,35311,7/8/2022
Mexico,228958433,0,7/22/2022
Mexico,230764587,0,8/5/2022
Mexico,231483496,0,8/12/2022
Mexico,231974799,0,8/19/2022
Mexico,232909986,0,8/26/2022
Mexico,233287746,0,9/2/2022
Mexico,233979814,0,9/16/2022
Mexico,236043507,642161,10/7/2022
North America,46486,0,12/13/2020
North America,51303,4848,12/14/2020
North America,98770,27087,12/15/2020
North America,257104,72472,12/16/2020
North America,530431,124456,12/17/2020
North America,947350,184657,12/18/2020
North America,1129384,184704,12/19/2020
North America,1235979,173717,12/20/2020
North America,1624916,229130,12/21/2020
North America,2075664,287482,12/22/2020
North America,2653767,348131,12/23/2020
North America,2861066,337933,12/24/2020
North America,2876895,281020,12/25/2020
North America,3017894,275058,12/26/2020
North America,3120156,274249,12/27/2020
North America,3716239,304500,12/28/2020
North America,4452898,346683,12/29/2020
North America,5303818,385880,12/30/2020
North America,5738748,419343,12/31/2020
North America,5881748,438450,1/1/2021
North America,6149047,457385,1/2/2021
North America,6293074,464333,1/3/2021
North America,6986899,476823,1/4/2021
North America,7835965,492974,1/5/2021
North America,8880223,521682,1/6/2021
North America,10077265,632438,1/7/2021
North America,11354179,796149,1/8/2021
North America,11899849,836249,1/9/2021
North America,12177350,855481,1/10/2021
North America,13274860,917624,1/11/2021
North America,14551229,980588,1/12/2021
North America,15990467,1038001,1/13/2021
North America,17470329,1078919,1/14/2021
North America,18868861,1094703,1/15/2021
North America,19595555,1120238,1/16/2021
North America,19931595,1128257,1/17/2021
North America,20872172,1103892,1/18/2021
North America,22246712,1117645,1/19/2021
North America,23880217,1145799,1/20/2021
North America,25594916,1181691,1/21/2021
North America,27316984,1230735,1/22/2021
North America,28248140,1260210,1/23/2021
North America,28671512,1272957,1/24/2021
North America,30089084,1340069,1/25/2021
North America,31768730,1383985,1/26/2021
North America,33702500,1427152,1/27/2021
North America,35663203,1463253,1/28/2021
North America,37566319,1491876,1/29/2021
North America,38594201,1506082,1/30/2021
North America,39054820,1511991,1/31/2021
North America,40457628,1514071,2/1/2021
North America,42148056,1517075,2/2/2021
North America,44276656,1547413,2/3/2021
North America,46624178,1602997,2/4/2021
North America,48978313,1667015,2/5/2021
North America,50292956,1709096,2/6/2021
North America,50743499,1707560,2/7/2021
North America,52342601,1732489,2/8/2021
North America,54312982,1773197,2/9/2021
North America,56626660,1798549,2/10/2021
North America,59039127,1809091,2/11/2021
North America,61632478,1844933,2/12/2021
North America,63115538,1870124,2/13/2021
North America,63708721,1893324,2/14/2021
North America,64932230,1837734,2/15/2021
North America,66716535,1812541,2/16/2021
North America,68817814,1783201,2/17/2021
North America,70683800,1741503,2/18/2021
North America,73191087,1691014,2/19/2021
North America,74616472,1681367,2/20/2021
North America,75277073,1688520,2/21/2021
North America,76842027,1740916,2/22/2021
North America,78870897,1778556,2/23/2021
North America,81535548,1860115,2/24/2021
North America,84695195,2012195,2/25/2021
North America,88035738,2172228,2/26/2021
North America,90188498,2277950,2/27/2021
North America,91146464,2322359,2/28/2021
North America,93403926,2415668,3/1/2021
North America,96029795,2501929,3/2/2021
North America,99101151,2559317,3/3/2021
North America,102475408,2588234,3/4/2021
North America,106132654,2600275,3/5/2021
North America,108566774,2612697,3/6/2021
North America,109665265,2620944,3/7/2021
North America,112222152,2634103,3/8/2021
North America,115538190,2700428,3/9/2021
North America,119444742,2786503,3/10/2021
North America,123340917,2862979,3/11/2021
North America,127717577,2909182,3/12/2021
North America,130455599,2947037,3/13/2021
North America,131789075,2973527,3/14/2021
North America,134468679,2997989,3/15/2021
North America,137615940,3004149,3/16/2021
North America,141418060,2987906,3/17/2021
North America,145366007,2967546,3/18/2021
North America,148994676,2960835,3/19/2021
North America,151928345,2969424,3/20/2021
North America,153253855,2979427,3/21/2021
North America,156060437,3007525,3/22/2021
North America,159459722,3035576,3/23/2021
North America,163653677,3089351,3/24/2021
North America,167953773,3140753,3/25/2021
North America,172338751,3218893,3/26/2021
North America,175294602,3262189,3/27/2021
North America,176695309,3291929,3/28/2021
North America,180167410,3365882,3/29/2021
North America,184141706,3485043,3/30/2021
North America,189598955,3620054,3/31/2021
North America,194644824,3775348,4/1/2021
North America,199500038,3770421,4/2/2021
North America,202539464,3769509,4/3/2021
North America,203540554,3695311,4/4/2021
North America,207325255,3750360,4/5/2021
North America,212418948,3813388,4/6/2021
North America,217988844,3838696,4/7/2021
North America,224164548,3860042,4/8/2021
North America,229789375,3971592,4/9/2021
North America,233701742,4050086,4/10/2021
North America,235864043,4175142,4/11/2021
North America,240015338,4205266,4/12/2021
North America,244825098,4199489,4/13/2021
North America,250111088,4135656,4/14/2021
North America,254799377,4032892,4/15/2021
North America,259388503,3968231,4/16/2021
